fips,year,state_abbr,s2_state_rank_pct,s2_mom_rank_pct,s2_score,quiet,universe_B,has_feb_price,s2_eligible,s2_rank_quiet_B,s2_quintile_quiet_B,s2_pct_quiet_B,s2_as_of
17105,2025,IL,0.864657980456026,0.9895799413871703,0.9271189609215982,False,True,True,False,,,,2026-02-28
17107,2025,IL,0.864657980456026,0.8059264083360469,0.8352921943960365,False,True,True,False,,,,2026-02-28
17109,2025,IL,0.864657980456026,0.2565939433409313,0.5606259618984787,True,True,True,True,361.0,1.0,0.8152898922524372,2026-02-28
17111,2025,IL,0.864657980456026,0.93682839465972,0.9007431875578731,False,True,True,False,,,,2026-02-28
17113,2025,IL,0.864657980456026,0.8518397915988277,0.8582488860274269,False,True,True,False,,,,2026-02-28
17115,2025,IL,0.864657980456026,0.9873005535656139,0.92597926701082,False,True,True,False,,,,2026-02-28
17117,2025,IL,0.864657980456026,0.3217193096711169,0.5931886450635715,True,True,True,True,281.0,1.0,0.8563365828630066,2026-02-28
17119,2025,IL,0.864657980456026,0.791924454575057,0.8282912175155415,False,True,True,False,,,,2026-02-28
17121,2025,IL,0.864657980456026,0.4715076522305438,0.6680828163432849,True,True,True,True,143.0,1.0,0.9271421241662391,2026-02-28
17123,2025,IL,0.864657980456026,0.8570498209052426,0.8608539006806344,False,True,True,False,,,,2026-02-28
17125,2025,IL,0.864657980456026,0.5024422012373819,0.683550090846704,True,True,True,True,120.0,1.0,0.9389430477167778,2026-02-28
17127,2025,IL,0.864657980456026,0.39921849560403777,0.6319382380300319,True,True,True,True,204.0,1.0,0.8958440225756799,2026-02-28
17129,2025,IL,0.864657980456026,0.7381960273526539,0.80142700390434,False,True,True,False,,,,2026-02-28
17131,2025,IL,0.864657980456026,0.22175187235428198,0.543204926405154,True,True,True,True,406.0,2.0,0.7922011287839917,2026-02-28
17133,2025,IL,0.864657980456026,0.9254314555519375,0.8950447180039818,False,True,True,False,,,,2026-02-28
17135,2025,IL,0.864657980456026,0.5900358189514816,0.7273468997037538,True,True,True,True,54.0,1.0,0.9728065674704977,2026-02-28
17137,2025,IL,0.864657980456026,0.8935200260501466,0.8790890032530863,False,True,True,False,,,,2026-02-28
17139,2025,IL,0.864657980456026,0.9957668511885379,0.930212415822282,False,True,True,False,,,,2026-02-28
17141,2025,IL,0.864657980456026,0.8567241940735917,0.8606910872648088,False,True,True,False,,,,2026-02-28
17143,2025,IL,0.864657980456026,0.9843699120807554,0.9245139462683907,False,True,True,False,,,,2026-02-28
17145,2025,IL,0.864657980456026,0.22565939433409313,0.5451586873950596,True,True,True,True,404.0,2.0,0.793227296049256,2026-02-28
17147,2025,IL,0.864657980456026,0.7619667860631716,0.8133123832595988,False,True,True,False,,,,2026-02-28
17149,2025,IL,0.864657980456026,0.9908824487137741,0.9277702145849,False,True,True,False,,,,2026-02-28
17151,2025,IL,0.864657980456026,0.08954737870400521,0.4771026795800156,True,True,True,True,619.0,2.0,0.6829143150333504,2026-02-28
17153,2025,IL,0.864657980456026,0.010094431781178768,0.4373762061186024,True,True,True,True,757.0,2.0,0.612108773730118,2026-02-28
17155,2025,IL,0.864657980456026,0.9605991533702377,0.9126285669131319,False,True,True,False,,,,2026-02-28
17157,2025,IL,0.864657980456026,0.9495278410941062,0.907092910775066,False,True,True,False,,,,2026-02-28
17159,2025,IL,0.864657980456026,0.2751546727450342,0.5699063266005301,True,True,True,True,339.0,1.0,0.8265777321703438,2026-02-28
17161,2025,IL,0.864657980456026,0.6613480950830348,0.7630030377695305,True,True,True,True,21.0,1.0,0.9897383273473577,2026-02-28
17163,2025,IL,0.864657980456026,0.6610224682513839,0.7628402243537049,True,True,True,True,22.0,1.0,0.9892252437147255,2026-02-28
17165,2025,IL,0.864657980456026,0.1950504721589059,0.5298542263074659,True,True,True,True,453.0,2.0,0.7680861980502822,2026-02-28
17167,2025,IL,0.864657980456026,0.9335721263432106,0.8991150533996184,False,True,True,False,,,,2026-02-28
17169,2025,IL,0.864657980456026,0.19244545750569847,0.5285517189808623,True,True,True,True,458.0,2.0,0.7655207798871216,2026-02-28
17171,2025,IL,0.864657980456026,0.0185607294041029,0.4416093549300645,True,True,True,True,743.0,2.0,0.6192919445869677,2026-02-28
17173,2025,IL,0.864657980456026,0.6509280364702051,0.7577930084631156,True,True,True,True,28.0,1.0,0.9861467419189328,2026-02-28
17175,2025,IL,0.864657980456026,0.2842722240312602,0.5744651022436431,True,True,True,True,329.0,1.0,0.831708568496665,2026-02-28
17177,2025,IL,0.864657980456026,0.9928362097036796,0.9287470950798529,False,True,True,False,,,,2026-02-28
17179,2025,IL,0.864657980456026,0.9690654509931619,0.916861715724594,False,True,True,False,,,,2026-02-28
17181,2025,IL,0.864657980456026,0.6691631390426571,0.7669105597493415,False,True,True,False,,,,2026-02-28
17183,2025,IL,0.864657980456026,0.5958971019211983,0.7302775411886122,True,True,True,True,47.0,1.0,0.9763981528989225,2026-02-28
17185,2025,IL,0.864657980456026,0.09703679583197655,0.4808473881440013,True,True,True,True,607.0,2.0,0.6890713186249359,2026-02-28
17187,2025,IL,0.864657980456026,0.7684793226961901,0.8165686515761081,False,True,True,False,,,,2026-02-28
17189,2025,IL,0.864657980456026,0.8697492673396288,0.8672036238978273,False,True,True,False,,,,2026-02-28
17191,2025,IL,0.864657980456026,0.3966134809508303,0.6306357307034282,True,True,True,True,207.0,1.0,0.8943047716777834,2026-02-28
17193,2025,IL,0.864657980456026,0.05177466623249756,0.4582163233442618,True,True,True,True,685.0,2.0,0.6490507952796306,2026-02-28
17195,2025,IL,0.864657980456026,0.7997394985346793,0.8321987394953527,False,True,True,False,,,,2026-02-28
17197,2025,IL,0.864657980456026,0.8277434060566591,0.8462006932563426,False,True,True,False,,,,2026-02-28
17199,2025,IL,0.864657980456026,0.5034190817323347,0.6840385310941803,True,True,True,True,119.0,1.0,0.93945613134941,2026-02-28
17201,2025,IL,0.864657980456026,0.9993487463366981,0.932003363396362,False,True,True,False,,,,2026-02-28
17203,2025,IL,0.864657980456026,0.8629111038749593,0.8637845421654926,False,True,True,False,,,,2026-02-28
18001,2025,IN,0.7333876221498371,0.9759036144578314,0.8546456183038342,False,True,True,False,,,,2026-02-28
18003,2025,IN,0.7333876221498371,0.8492347769456203,0.7913111995477287,False,True,True,False,,,,2026-02-28
18005,2025,IN,0.7333876221498371,0.7977857375447737,0.7655866798473054,False,True,True,False,,,,2026-02-28
18007,2025,IN,0.7333876221498371,0.9892543145555194,0.8613209683526782,False,True,True,False,,,,2026-02-28
18009,2025,IN,0.7333876221498371,0.9664604363399544,0.8499240292448957,False,True,True,False,,,,2026-02-28
18011,2025,IN,0.7333876221498371,0.5851514164767176,0.6592695193132774,True,True,True,True,152.0,1.0,0.9225243714725501,2026-02-28
18013,2025,IN,0.7333876221498371,0.755779876261804,0.7445837492058205,False,True,True,False,,,,2026-02-28
18015,2025,IN,0.7333876221498371,0.9176164115923152,0.8255020168710762,False,True,True,False,,,,2026-02-28
18017,2025,IN,0.7333876221498371,0.9114295017909476,0.8224085619703924,False,True,True,False,,,,2026-02-28
18019,2025,IN,0.7333876221498371,0.642461738847281,0.687924680498559,True,True,True,True,114.0,1.0,0.9420215495125706,2026-02-28
18021,2025,IN,0.7333876221498371,0.8215564962552915,0.7774720592025643,False,True,True,False,,,,2026-02-28
18023,2025,IN,0.7333876221498371,0.9211983067404754,0.8272929644451563,False,True,True,False,,,,2026-02-28
18025,2025,IN,0.7333876221498371,0.7694562031911429,0.75142191267049,False,True,True,False,,,,2026-02-28
18027,2025,IN,0.7333876221498371,0.8075545424943015,0.7704710823220693,False,True,True,False,,,,2026-02-28
18029,2025,IN,0.7333876221498371,0.8498860306089222,0.7916368263793796,False,True,True,False,,,,2026-02-28
18031,2025,IN,0.7333876221498371,0.8169977206121785,0.7751926713810078,False,True,True,False,,,,2026-02-28
18033,2025,IN,0.7333876221498371,0.9443178117876913,0.8388527169687642,False,True,True,False,,,,2026-02-28
18035,2025,IN,0.7333876221498371,0.9198957994138717,0.8266417107818544,False,True,True,False,,,,2026-02-28
18037,2025,IN,0.7333876221498371,0.7834581569521328,0.758422889550985,False,True,True,False,,,,2026-02-28
18039,2025,IN,0.7333876221498371,0.728427222403126,0.7309074222764815,False,True,True,False,,,,2026-02-28
18041,2025,IN,0.7333876221498371,0.963855421686747,0.848621521918292,False,True,True,False,,,,2026-02-28
18043,2025,IN,0.7333876221498371,0.7180071637902963,0.7256973929700667,False,True,True,False,,,,2026-02-28
18045,2025,IN,0.7333876221498371,0.6883751221100619,0.7108813721299495,False,True,True,False,,,,2026-02-28
18047,2025,IN,0.7333876221498371,0.778573754477369,0.7559806883136031,False,True,True,False,,,,2026-02-28
18049,2025,IN,0.7333876221498371,0.7622924128948225,0.7478400175223299,False,True,True,False,,,,2026-02-28
18051,2025,IN,0.7333876221498371,0.8577010745685445,0.7955443483591909,False,True,True,False,,,,2026-02-28
18053,2025,IN,0.7333876221498371,0.8681211331813742,0.8007543776656056,False,True,True,False,,,,2026-02-28
18055,2025,IN,0.7333876221498371,0.9215239335721264,0.8274557778609817,False,True,True,False,,,,2026-02-28
18057,2025,IN,0.7333876221498371,0.5333767502442202,0.6333821861970286,True,True,True,True,200.0,1.0,0.8978963571062083,2026-02-28
18059,2025,IN,0.7333876221498371,0.5099316183653533,0.6216596202575952,True,True,True,True,227.0,1.0,0.8840430990251411,2026-02-28
18061,2025,IN,0.7333876221498371,0.8736567893194399,0.8035222057346385,False,True,True,False,,,,2026-02-28
18063,2025,IN,0.7333876221498371,0.40052100293064147,0.5669543125402393,True,True,True,True,347.0,1.0,0.8224730631092868,2026-02-28
18065,2025,IN,0.7333876221498371,0.8459785086291111,0.7896830653894741,False,True,True,False,,,,2026-02-28
18067,2025,IN,0.7333876221498371,0.9671116900032563,0.8502496560765467,False,True,True,False,,,,2026-02-28
18069,2025,IN,0.7333876221498371,0.9146857701074569,0.8240366961286469,False,True,True,False,,,,2026-02-28
18071,2025,IN,0.7333876221498371,0.8225333767502442,0.7779604994500406,False,True,True,False,,,,2026-02-28
18073,2025,IN,0.7333876221498371,0.8971019211983068,0.8152447716740719,False,True,True,False,,,,2026-02-28
18075,2025,IN,0.7333876221498371,0.6704656463692609,0.7019266342595489,False,True,True,False,,,,2026-02-28
18077,2025,IN,0.7333876221498371,0.9394334093129274,0.8364105157313823,False,True,True,False,,,,2026-02-28
18079,2025,IN,0.7333876221498371,0.8814718332790622,0.8074297277144497,False,True,True,False,,,,2026-02-28
18081,2025,IN,0.7333876221498371,0.3790296320416802,0.5562086270957587,True,True,True,True,376.0,1.0,0.8075936377629553,2026-02-28
18083,2025,IN,0.7333876221498371,0.8850537284272224,0.8092206752885298,False,True,True,False,,,,2026-02-28
18085,2025,IN,0.7333876221498371,0.6040377727124715,0.6687126974311544,True,True,True,True,141.0,1.0,0.9281682914315034,2026-02-28
18087,2025,IN,0.7333876221498371,0.7577336372517095,0.7455606297007733,False,True,True,False,,,,2026-02-28
18089,2025,IN,0.7333876221498371,0.5721263432106806,0.6527569826802588,True,True,True,True,161.0,1.0,0.9179066187788609,2026-02-28
18091,2025,IN,0.7333876221498371,0.8466297622924129,0.790008692221125,False,True,True,False,,,,2026-02-28
18093,2025,IN,0.7333876221498371,0.742103549332465,0.737745585741151,False,True,True,False,,,,2026-02-28
18095,2025,IN,0.7333876221498371,0.8212308694236405,0.7773092457867388,False,True,True,False,,,,2026-02-28
18097,2025,IN,0.7333876221498371,0.4008466297622924,0.5671171259560648,True,False,True,False,,,,2026-02-28
18099,2025,IN,0.7333876221498371,0.8795180722891566,0.8064528472194968,False,True,True,False,,,,2026-02-28
18101,2025,IN,0.7333876221498371,0.9521328557473135,0.8427602389485753,False,True,True,False,,,,2026-02-28
18103,2025,IN,0.7333876221498371,0.9508303484207099,0.8421089852852734,False,True,True,False,,,,2026-02-28
18105,2025,IN,0.7333876221498371,0.5454249430153044,0.6394062825825708,True,True,True,True,183.0,1.0,0.9066187788609543,2026-02-28
18107,2025,IN,0.7333876221498371,0.714750895473787,0.724069258811812,False,True,True,False,,,,2026-02-28
18109,2025,IN,0.7333876221498371,0.6499511559752523,0.6916693890625447,True,True,True,True,109.0,1.0,0.9445869676757311,2026-02-28
18111,2025,IN,0.7333876221498371,0.9290133507000977,0.8312004864249674,False,True,True,False,,,,2026-02-28
18113,2025,IN,0.7333876221498371,0.8720286551611853,0.8027081386555113,False,True,True,False,,,,2026-02-28
18115,2025,IN,0.7333876221498371,0.9338977531748616,0.8336426876623493,False,True,True,False,,,,2026-02-28
18117,2025,IN,0.7333876221498371,0.8173233474438294,0.7753554847968332,False,True,True,False,,,,2026-02-28
18119,2025,IN,0.7333876221498371,0.8010420058612829,0.76721481400556,False,True,True,False,,,,2026-02-28
18121,2025,IN,0.7333876221498371,0.9768804949527841,0.8551340585513105,False,True,True,False,,,,2026-02-28
18123,2025,IN,0.7333876221498371,0.7154021491370889,0.724394885643463,False,True,True,False,,,,2026-02-28
18125,2025,IN,0.7333876221498371,0.9365027678280691,0.834945194988953,False,True,True,False,,,,2026-02-28
18127,2025,IN,0.7333876221498371,0.5848257896450667,0.6591067058974519,True,True,True,True,153.0,1.0,0.9220112878399179,2026-02-28
18129,2025,IN,0.7333876221498371,0.9107782481276457,0.8220829351387414,False,True,True,False,,,,2026-02-28
18131,2025,IN,0.7333876221498371,0.9019863236730706,0.8176869729114539,False,True,True,False,,,,2026-02-28
18133,2025,IN,0.7333876221498371,0.7945294692282644,0.7639585456890507,False,True,True,False,,,,2026-02-28
18135,2025,IN,0.7333876221498371,0.8993813090198632,0.8163844655848502,False,True,True,False,,,,2026-02-28
18137,2025,IN,0.7333876221498371,0.7495929664604364,0.7414902943051367,False,True,True,False,,,,2026-02-28
18139,2025,IN,0.7333876221498371,0.9332464995115598,0.8333170608306985,False,True,True,False,,,,2026-02-28
18141,2025,IN,0.7333876221498371,0.8876587430804298,0.8105231826151335,False,True,True,False,,,,2026-02-28
18143,2025,IN,0.7333876221498371,0.8694236405079778,0.8014056313289075,False,True,True,False,,,,2026-02-28
18145,2025,IN,0.7333876221498371,0.6366004558775643,0.6849940390137007,True,True,True,True,118.0,1.0,0.9399692149820421,2026-02-28
18147,2025,IN,0.7333876221498371,0.7134483881471834,0.7234180051485102,False,True,True,False,,,,2026-02-28
18149,2025,IN,0.7333876221498371,0.9661348095083034,0.8497612158290703,False,True,True,False,,,,2026-02-28
18151,2025,IN,0.7333876221498371,0.7701074568544448,0.7517475395021409,False,True,True,False,,,,2026-02-28
18153,2025,IN,0.7333876221498371,0.7535004884402475,0.7434440552950423,False,True,True,False,,,,2026-02-28
18155,2025,IN,0.7333876221498371,0.9934874633669815,0.8634375427584093,False,True,True,False,,,,2026-02-28
18157,2025,IN,0.7333876221498371,0.8922175187235428,0.8128025704366899,False,True,True,False,,,,2026-02-28
18159,2025,IN,0.7333876221498371,0.9726473461413221,0.8530174841455795,False,True,True,False,,,,2026-02-28
18161,2025,IN,0.7333876221498371,0.6541843047867144,0.6937859634682757,True,True,True,True,105.0,1.0,0.9466393022062596,2026-02-28
18163,2025,IN,0.7333876221498371,0.7766199934874634,0.7550038078186503,False,True,True,False,,,,2026-02-28
18165,2025,IN,0.7333876221498371,0.3855421686746988,0.559464895412268,True,True,True,True,366.0,1.0,0.8127244740892765,2026-02-28
18167,2025,IN,0.7333876221498371,0.8381634646694888,0.7857755434096629,False,True,True,False,,,,2026-02-28
18169,2025,IN,0.7333876221498371,0.9358515141647672,0.8346195681573021,False,True,True,False,,,,2026-02-28
18171,2025,IN,0.7333876221498371,0.8049495278410941,0.7691685749954655,False,True,True,False,,,,2026-02-28
18173,2025,IN,0.7333876221498371,0.8205796157603387,0.7769836189550878,False,True,True,False,,,,2026-02-28
18175,2025,IN,0.7333876221498371,0.8323021816997721,0.7828449019248046,False,True,True,False,,,,2026-02-28
18177,2025,IN,0.7333876221498371,0.9293389775317487,0.8313632998407929,False,True,True,False,,,,2026-02-28
18179,2025,IN,0.7333876221498371,0.9130576359492022,0.8232226290495197,False,True,True,False,,,,2026-02-28
18181,2025,IN,0.7333876221498371,0.9452946922826441,0.8393411572162406,False,True,True,False,,,,2026-02-28
18183,2025,IN,0.7333876221498371,0.9000325626831651,0.8167100924165012,False,True,True,False,,,,2026-02-28
19001,2025,IA,0.38534201954397396,0.6730706610224683,0.5292063402832211,False,True,True,False,,,,2026-02-28
19003,2025,IA,0.38534201954397396,0.7906219472484532,0.5879819833962137,False,True,True,False,,,,2026-02-28
19005,2025,IA,0.38534201954397396,0.909475740801042,0.647408880172508,False,True,True,False,,,,2026-02-28
19007,2025,IA,0.38534201954397396,0.1185281667209378,0.2519350931324559,True,True,True,True,1342.0,4.0,0.31195484864032835,2026-02-28
19009,2025,IA,0.38534201954397396,0.7968088570498209,0.5910754382968975,False,True,True,False,,,,2026-02-28
19011,2025,IA,0.38534201954397396,0.841745359817649,0.6135436896808115,False,True,True,False,,,,2026-02-28
19013,2025,IA,0.38534201954397396,0.7899706935851514,0.5876563565645627,False,True,True,False,,,,2026-02-28
19015,2025,IA,0.38534201954397396,0.6997720612178443,0.5425570403809091,False,True,True,False,,,,2026-02-28
19017,2025,IA,0.38534201954397396,0.773689352002605,0.5795156857732895,False,True,True,False,,,,2026-02-28
19019,2025,IA,0.38534201954397396,0.7394985346792575,0.5624202771116158,False,True,True,False,,,,2026-02-28
19021,2025,IA,0.38534201954397396,0.4868121133181374,0.4360770664310557,True,True,True,True,764.0,2.0,0.6085171883016932,2026-02-28
19023,2025,IA,0.38534201954397396,0.4799739498534679,0.43265798469872097,True,True,True,True,774.0,2.0,0.6033863519753719,2026-02-28
19025,2025,IA,0.38534201954397396,0.5480299576685119,0.46668598860624294,True,True,True,True,653.0,2.0,0.6654694715238584,2026-02-28
19027,2025,IA,0.38534201954397396,0.7414522956691632,0.5633971576065686,False,True,True,False,,,,2026-02-28
19029,2025,IA,0.38534201954397396,0.7974601107131227,0.5914010651285484,False,True,True,False,,,,2026-02-28
19031,2025,IA,0.38534201954397396,0.6665581243894497,0.5259500719667118,True,True,True,True,465.0,2.0,0.7619291944586968,2026-02-28
19033,2025,IA,0.38534201954397396,0.5252360794529469,0.45528904949846044,True,True,True,True,690.0,2.0,0.64648537711647,2026-02-28
19035,2025,IA,0.38534201954397396,0.5548681211331814,0.4701050703385777,True,True,True,True,640.0,2.0,0.672139558748076,2026-02-28
19037,2025,IA,0.38534201954397396,0.706284597850863,0.5458133086974184,False,True,True,False,,,,2026-02-28
19039,2025,IA,0.38534201954397396,0.6388798436991208,0.5121109316215473,True,True,True,True,514.0,2.0,0.736788096459723,2026-02-28
19041,2025,IA,0.38534201954397396,0.6258547704330837,0.5055983949885288,True,True,True,True,535.0,2.0,0.7260133401744484,2026-02-28
19043,2025,IA,0.38534201954397396,0.9045913383262781,0.644966678935126,False,True,True,False,,,,2026-02-28
19045,2025,IA,0.38534201954397396,0.4636926082709215,0.42451731390744774,True,True,True,True,803.0,3.0,0.5885069266290406,2026-02-28
19047,2025,IA,0.38534201954397396,0.6326929338977532,0.5090174767208635,True,True,True,True,529.0,2.0,0.7290918419702411,2026-02-28
19049,2025,IA,0.38534201954397396,0.30608922175187236,0.34571562064792316,True,True,True,True,1058.0,3.0,0.4576706003078502,2026-02-28
19051,2025,IA,0.38534201954397396,0.9166395310973624,0.6509907753206682,False,True,True,False,,,,2026-02-28
19053,2025,IA,0.38534201954397396,0.095083034842071,0.24021252719302247,True,True,True,True,1376.0,4.0,0.2945100051308363,2026-02-28
19055,2025,IA,0.38534201954397396,0.3777271247150765,0.38153457212952524,True,True,True,True,944.0,3.0,0.5161621344279117,2026-02-28
19057,2025,IA,0.38534201954397396,0.3689352002605015,0.3771386099022377,True,True,True,True,961.0,3.0,0.5074397126731657,2026-02-28
19059,2025,IA,0.38534201954397396,0.5229566916313905,0.4541493555876822,True,True,True,True,691.0,2.0,0.6459722934838379,2026-02-28
19061,2025,IA,0.38534201954397396,0.8033213936828395,0.5943317066134067,False,True,True,False,,,,2026-02-28
19063,2025,IA,0.38534201954397396,0.47541517421035495,0.43037859687716445,True,True,True,True,782.0,3.0,0.599281682914315,2026-02-28
19065,2025,IA,0.38534201954397396,0.8358840768479323,0.6106130481959531,False,True,True,False,,,,2026-02-28
19067,2025,IA,0.38534201954397396,0.5092803647020514,0.4473111921230127,True,True,True,True,717.0,2.0,0.6326321190354027,2026-02-28
19069,2025,IA,0.38534201954397396,0.5284923477694562,0.4569171836567151,True,True,True,True,687.0,2.0,0.6480246280143663,2026-02-28
19071,2025,IA,0.38534201954397396,0.37577336372517095,0.3805576916345724,True,True,True,True,949.0,3.0,0.5135967162647511,2026-02-28
19073,2025,IA,0.38534201954397396,0.8388147183327906,0.6120783689383823,False,True,True,False,,,,2026-02-28
19075,2025,IA,0.38534201954397396,0.8661673721914686,0.6257546958677213,False,True,True,False,,,,2026-02-28
19077,2025,IA,0.38534201954397396,0.46987951807228917,0.42761076880813154,True,True,True,True,793.0,3.0,0.5936377629553617,2026-02-28
19079,2025,IA,0.38534201954397396,0.7212634321068055,0.5533027258253898,False,True,True,False,,,,2026-02-28
19081,2025,IA,0.38534201954397396,0.6479973949853468,0.5166697072646604,True,True,True,True,500.0,2.0,0.7439712673165726,2026-02-28
19083,2025,IA,0.38534201954397396,0.44415499837186584,0.4147485089579199,True,True,True,True,842.0,3.0,0.5684966649563878,2026-02-28
19085,2025,IA,0.38534201954397396,0.8365353305112341,0.610938675027604,False,True,True,False,,,,2026-02-28
19087,2025,IA,0.38534201954397396,0.37675024422012376,0.38104613188204883,True,True,True,True,947.0,3.0,0.5146228835300154,2026-02-28
19089,2025,IA,0.38534201954397396,0.7023770758710518,0.5438595477075129,False,True,True,False,,,,2026-02-28
19091,2025,IA,0.38534201954397396,0.6027352653858677,0.49403864246492085,True,True,True,True,570.0,2.0,0.7080554130323242,2026-02-28
19093,2025,IA,0.38534201954397396,0.6646043633995441,0.524973191471759,True,True,True,True,469.0,2.0,0.7598768599281683,2026-02-28
19095,2025,IA,0.38534201954397396,0.6961901660696841,0.540766092806829,False,True,True,False,,,,2026-02-28
19097,2025,IA,0.38534201954397396,0.5359817648974275,0.46066189222070075,True,True,True,True,675.0,2.0,0.6541816316059518,2026-02-28
19099,2025,IA,0.38534201954397396,0.6522305437968089,0.5187862816703914,True,True,True,True,493.0,2.0,0.7475628527449975,2026-02-28
19101,2025,IA,0.38534201954397396,0.44773689352002605,0.416539456532,True,True,True,True,835.0,3.0,0.5720882503848127,2026-02-28
19103,2025,IA,0.38534201954397396,0.6001302507326604,0.49273613513831716,True,True,True,True,577.0,2.0,0.7044638276038995,2026-02-28
19105,2025,IA,0.38534201954397396,0.6453923803321394,0.5153671999380567,True,True,True,True,503.0,2.0,0.7424320164186763,2026-02-28
19107,2025,IA,0.38534201954397396,0.43731683490719636,0.4113294272255852,True,True,True,True,856.0,3.0,0.5613134940995382,2026-02-28
19109,2025,IA,0.38534201954397396,0.5499837186584174,0.4676628691011957,True,True,True,True,649.0,2.0,0.6675218060543868,2026-02-28
19111,2025,IA,0.38534201954397396,0.23640507977857375,0.31087354966127384,True,True,True,True,1172.0,4.0,0.3991790661877886,2026-02-28
19113,2025,IA,0.38534201954397396,0.5955714750895473,0.49045674731676064,True,True,True,True,583.0,2.0,0.7013853258081068,2026-02-28
19115,2025,IA,0.38534201954397396,0.7453598176489743,0.5653509185964741,False,True,True,False,,,,2026-02-28
19117,2025,IA,0.38534201954397396,0.2718984044285249,0.32862021198624947,True,True,True,True,1120.0,3.0,0.4258594150846588,2026-02-28
19119,2025,IA,0.38534201954397396,0.9296646043633996,0.6575033119536868,False,True,True,False,,,,2026-02-28
19121,2025,IA,0.38534201954397396,0.6134809508303484,0.49941148518716116,True,True,True,True,554.0,2.0,0.7162647511544382,2026-02-28
19123,2025,IA,0.38534201954397396,0.8065776619993488,0.5959598407716613,False,True,True,False,,,,2026-02-28
19125,2025,IA,0.38534201954397396,0.6890263757733637,0.5371841976586689,False,True,True,False,,,,2026-02-28
19127,2025,IA,0.38534201954397396,0.65613806577662,0.520740042660297,True,True,True,True,482.0,2.0,0.7532067727039508,2026-02-28
19129,2025,IA,0.38534201954397396,0.5154672745034191,0.45040464702369654,True,True,True,True,702.0,2.0,0.6403283735248846,2026-02-28
19131,2025,IA,0.38534201954397396,0.8026701400195376,0.5940060797817558,False,True,True,False,,,,2026-02-28
19133,2025,IA,0.38534201954397396,0.3917290784760664,0.3885355490100202,True,True,True,True,922.0,3.0,0.5274499743458184,2026-02-28
19135,2025,IA,0.38534201954397396,0.43633995441224355,0.4108409869781088,True,True,True,True,857.0,3.0,0.5608004104669061,2026-02-28
19137,2025,IA,0.38534201954397396,0.7274503419081733,0.5563961807260736,False,True,True,False,,,,2026-02-28
19139,2025,IA,0.38534201954397396,0.6216216216216216,0.5034818205827978,True,True,True,True,543.0,2.0,0.7219086711133915,2026-02-28
19141,2025,IA,0.38534201954397396,0.8990556821882123,0.6421988508660932,False,True,True,False,,,,2026-02-28
19143,2025,IA,0.38534201954397396,0.7349397590361446,0.5601408892900592,False,True,True,False,,,,2026-02-28
19145,2025,IA,0.38534201954397396,0.6642787365678932,0.5248103780559336,True,True,True,True,470.0,2.0,0.7593637762955362,2026-02-28
19147,2025,IA,0.38534201954397396,0.909150113969391,0.6472460667566825,False,True,True,False,,,,2026-02-28
19149,2025,IA,0.38534201954397396,0.6323673070661022,0.5088546633050381,True,True,True,True,530.0,2.0,0.728578758337609,2026-02-28
19151,2025,IA,0.38534201954397396,0.4835558450016281,0.434448932272801,True,True,True,True,768.0,2.0,0.6064648537711647,2026-02-28
19153,2025,IA,0.38534201954397396,0.5604037772712471,0.47287289840761054,True,True,True,True,631.0,2.0,0.676757311441765,2026-02-28
19155,2025,IA,0.38534201954397396,0.8528166720937805,0.6190793458188772,False,True,True,False,,,,2026-02-28
19157,2025,IA,0.38534201954397396,0.5890589384565288,0.4872004790002514,True,True,True,True,590.0,2.0,0.6977937403796819,2026-02-28
19159,2025,IA,0.38534201954397396,0.43015304461087595,0.407747532077425,True,True,True,True,868.0,3.0,0.5551564905079528,2026-02-28
19161,2025,IA,0.38534201954397396,0.6545099316183653,0.5199259755811696,True,True,True,True,487.0,2.0,0.7506413545407902,2026-02-28
19163,2025,IA,0.38534201954397396,0.5763594920221426,0.4808507557830583,True,True,True,True,606.0,2.0,0.689584402257568,2026-02-28
19165,2025,IA,0.38534201954397396,0.8557473135786389,0.6205446665613064,False,True,True,False,,,,2026-02-28
19167,2025,IA,0.38534201954397396,0.7294041028980788,0.5573730612210264,False,True,True,False,,,,2026-02-28
19169,2025,IA,0.38534201954397396,0.4148485835232823,0.40009530153362816,True,True,True,True,883.0,3.0,0.547460236018471,2026-02-28
19171,2025,IA,0.38534201954397396,0.6984695538912407,0.5419057867176074,False,True,True,False,,,,2026-02-28
19173,2025,IA,0.38534201954397396,0.665255617062846,0.52529881830341,True,True,True,True,467.0,2.0,0.7609030271934325,2026-02-28
19175,2025,IA,0.38534201954397396,0.8016932595245848,0.5935176395342794,False,True,True,False,,,,2026-02-28
19177,2025,IA,0.38534201954397396,0.6079452946922826,0.4966436571181283,True,True,True,True,556.0,2.0,0.7152385838891739,2026-02-28
19179,2025,IA,0.38534201954397396,0.6170628459785086,0.5012024327612412,True,True,True,True,547.0,2.0,0.719856336582863,2026-02-28
19181,2025,IA,0.38534201954397396,0.4483881471833279,0.4168650833636509,True,True,True,True,834.0,3.0,0.5726013340174448,2026-02-28
19183,2025,IA,0.38534201954397396,0.7140996418104851,0.5497208306772295,False,True,True,False,,,,2026-02-28
19185,2025,IA,0.38534201954397396,0.461413220449365,0.42337761999666945,True,True,True,True,810.0,3.0,0.5849153412006157,2026-02-28
