fips,year,state_abbr,s2_state_rank_pct,s2_mom_rank_pct,s2_score,quiet,universe_B,has_feb_price,s2_eligible,s2_rank_quiet_B,s2_quintile_quiet_B,s2_pct_quiet_B,s2_as_of
01037,2025,AL,0.28013029315960913,0.13643764246173884,0.208283967810674,True,True,True,True,1461.0,4.0,0.2508978963571062,2026-02-28
01039,2025,AL,0.28013029315960913,0.384565288179746,0.33234779066967757,True,True,True,True,1106.0,3.0,0.43304258594150846,2026-02-28
01041,2025,AL,0.28013029315960913,0.4018235102572452,0.3409769017084272,True,True,True,True,1072.0,3.0,0.4504874294510005,2026-02-28
01043,2025,AL,0.28013029315960913,0.3874959296646044,0.3338131114121068,True,True,True,True,1100.0,3.0,0.4361210877373012,2026-02-28
01045,2025,AL,0.28013029315960913,0.5392380332139368,0.409684163186773,True,True,True,True,862.0,3.0,0.5582349923037455,2026-02-28
01047,2025,AL,0.28013029315960913,0.07521979811136438,0.17767504563548675,True,True,True,True,1548.0,4.0,0.20625962031811185,2026-02-28
01049,2025,AL,0.28013029315960913,0.602084011722566,0.44110715244108756,True,True,True,True,745.0,2.0,0.6182657773217034,2026-02-28
01051,2025,AL,0.28013029315960913,0.6447411266688375,0.46243570991422334,True,True,True,True,668.0,2.0,0.6577732170343766,2026-02-28
01053,2025,AL,0.28013029315960913,0.22272875284923477,0.25142952300442195,True,True,True,True,1345.0,4.0,0.310415597742432,2026-02-28
01055,2025,AL,0.28013029315960913,0.610875936177141,0.44550311466837506,True,True,True,True,724.0,2.0,0.629040533606978,2026-02-28
01057,2025,AL,0.28013029315960913,0.33702377075871054,0.30857703195915986,True,True,True,True,1177.0,4.0,0.396613648024628,2026-02-28
01059,2025,AL,0.28013029315960913,0.44871377401497886,0.36442203358729397,True,True,True,True,992.0,3.0,0.49153412006157005,2026-02-28
01061,2025,AL,0.28013029315960913,0.14620644741126668,0.2131683702854379,True,True,True,True,1446.0,4.0,0.258594150846588,2026-02-28
01063,2025,AL,0.28013029315960913,0.07391729078476067,0.1770237919721849,True,True,True,True,1550.0,4.0,0.20523345305284763,2026-02-28
01065,2025,AL,0.28013029315960913,0.25724519700423315,0.26868774508192117,True,True,True,True,1289.0,4.0,0.3391482811698307,2026-02-28
01067,2025,AL,0.28013029315960913,0.34809508303484205,0.3141126880972256,True,True,True,True,1162.0,3.0,0.4043099025141098,2026-02-28
01069,2025,AL,0.28013029315960913,0.7127971344838815,0.4964637138217453,False,True,True,False,,,,2026-02-28
01071,2025,AL,0.28013029315960913,0.402800390752198,0.34146534195590356,True,True,True,True,1069.0,3.0,0.45202668034889687,2026-02-28
01073,2025,AL,0.28013029315960913,0.20579615760338651,0.24296322538149784,True,True,True,True,1364.0,4.0,0.30066700872242175,2026-02-28
01075,2025,AL,0.28013029315960913,0.03842396613480951,0.15927712964720933,True,True,True,True,1606.0,5.0,0.17650076962544894,2026-02-28
01077,2025,AL,0.28013029315960913,0.41322044936502766,0.3466753712623184,True,True,True,True,1052.0,3.0,0.4607491021036429,2026-02-28
01079,2025,AL,0.28013029315960913,0.40377727124715074,0.3419537822033799,True,True,True,True,1068.0,3.0,0.452539763981529,2026-02-28
01081,2025,AL,0.28013029315960913,0.7114946271572777,0.49581246015844344,False,True,True,False,,,,2026-02-28
01083,2025,AL,0.28013029315960913,0.36307391729078475,0.32160210522519694,True,True,True,True,1142.0,3.0,0.4145715751667522,2026-02-28
01085,2025,AL,0.28013029315960913,0.1823510257245197,0.2312406594420644,True,True,True,True,1396.0,4.0,0.2842483324781939,2026-02-28
01087,2025,AL,0.28013029315960913,0.20416802344513188,0.2421491583023705,True,True,True,True,1369.0,4.0,0.29810159055926116,2026-02-28
01089,2025,AL,0.28013029315960913,0.22989254314555518,0.25501141815258216,True,True,True,True,1324.0,4.0,0.3211903540277065,2026-02-28
01091,2025,AL,0.28013029315960913,0.04982090524259199,0.16497559920110055,True,True,True,True,1588.0,5.0,0.18573627501282708,2026-02-28
