fips,county_name,year,sec_point_in_time_hq_company_count,sec_point_in_time_hq_filing_count,sec_point_in_time_hq_companies,sec_point_in_time_hq_tickers,sec_point_in_time_hq_ciks,sec_point_in_time_hq_source_queue_rows,sec_point_in_time_hq_mean_geocode_confidence,candidate_status,production_change_allowed
08031,Denver County,2026,1,1,ADVANCED ENERGY INDUSTRIES INC,AEIS,0000927003,sec_pit_0208,1.0,report_only_candidate_pending_source_maturity_gate,False
08031,"Denver County, Colorado",2026,1,2,ADVANCED ENERGY INDUSTRIES INC,AEIS,0000927003,sec_pit_0005; sec_pit_0207,0.95,report_only_candidate_pending_source_maturity_gate,False
08059,Jefferson County,2026,1,3,ENERGY FUELS INC,UUUU,0001385849,sec_pit_0145; sec_pit_0339; sec_pit_0340,1.0,report_only_candidate_pending_source_maturity_gate,False
09190,Western Connecticut Planning Region,2026,3,6,"FUELCELL ENERGY INC; Chefs' Warehouse, Inc.; Energy Transition Special Opportunities",FCEL; CHEF; ETSS,0000886128; 0001517175; 0002085932,sec_pit_0377; sec_pit_0378; sec_pit_0089; sec_pit_0284; sec_pit_0355; sec_pit_0356,1.0,report_only_candidate_pending_source_maturity_gate,False
10003,"New Castle County, Delaware",2026,1,2,"ACORN ENERGY, INC.",ACFN,0000880984,sec_pit_0003; sec_pit_0206,0.95,report_only_candidate_pending_source_maturity_gate,False
12086,"Miami-Dade County, Florida",2026,1,1,Blue Star Foods Corp.,BSFC,0001730773,sec_pit_0062,0.92,report_only_candidate_pending_source_maturity_gate,False
13121,Fulton County,2026,1,1,"DELTA AIR LINES, INC.",DAL,0000027904,sec_pit_0315,1.0,report_only_candidate_pending_source_maturity_gate,False
13275,Thomas County,2026,1,2,FLOWERS FOODS INC,FLO,0001128928,sec_pit_0172; sec_pit_0373,1.0,report_only_candidate_pending_source_maturity_gate,False
16001,Ada County,2026,1,1,MICRON TECHNOLOGY INC,MU,0000723125,sec_pit_0402,1.0,report_only_candidate_pending_source_maturity_gate,False
24510,Baltimore city,2026,1,3,Constellation Energy Corp,CEG,0001868275,sec_pit_0108; sec_pit_0305; sec_pit_0304,0.9499999999999998,report_only_candidate_pending_source_maturity_gate,False
25013,Hampden County,2026,1,2,EVERSOURCE ENERGY,ES,0000072741,sec_pit_0147; sec_pit_0342,1.0,report_only_candidate_pending_source_maturity_gate,False
26075,Jackson County,2026,2,3,CONSUMERS ENERGY CO; CMS ENERGY CORP,CMS-PB; CMS,0000201533; 0000811156,sec_pit_0081; sec_pit_0276; sec_pit_0077; sec_pit_0271; sec_pit_0272,0.9800000000000001,report_only_candidate_pending_source_maturity_gate,False
26163,Wayne County,2026,1,3,DTE ENERGY CO,DTE,0000936340,sec_pit_0129; sec_pit_0323; sec_pit_0324,0.98,report_only_candidate_pending_source_maturity_gate,False
28089,Madison County,2026,1,1,CAL-MAINE FOODS INC,CALM,0000016160,sec_pit_0263,1.0,report_only_candidate_pending_source_maturity_gate,False
29095,Jackson County,2026,1,2,"Custom Truck One Source, Inc.",CTOS,0001709682,sec_pit_0114; sec_pit_0311,1.0,report_only_candidate_pending_source_maturity_gate,False
29510,"St. Louis city, Missouri",2026,1,1,BUILD-A-BEAR WORKSHOP INC,BBW,0001113809,sec_pit_0049,0.88,report_only_candidate_pending_source_maturity_gate,False
32003,"Clark County, Nevada",2026,1,1,Barrel Energy Inc.,BRLL,0001631463,sec_pit_0246,0.82,report_only_candidate_pending_source_maturity_gate,False
32031,Washoe County,2026,1,2,Dragonfly Energy Holdings Corp.,DFLI,0001847986,sec_pit_0139; sec_pit_0334,1.0,report_only_candidate_pending_source_maturity_gate,False
32031,"Washoe County, Nevada",2026,1,2,Eagle Nuclear Energy Corp.,NUCL,0002089283,sec_pit_0346; sec_pit_0347,0.92,report_only_candidate_pending_source_maturity_gate,False
34013,Essex County,2026,1,1,AUTOMATIC DATA PROCESSING INC,ADP,0000008670,sec_pit_0225,1.0,report_only_candidate_pending_source_maturity_gate,False
34013,"Essex County, New Jersey",2026,1,1,"Allied Energy, Inc.",AGGI,0001109262,sec_pit_0501,0.92,report_only_candidate_pending_source_maturity_gate,False
34021,Mercer County,2026,1,2,"Clearway Energy, Inc.",CWEN,0001567683,sec_pit_0104; sec_pit_0301,1.0,report_only_candidate_pending_source_maturity_gate,False
34023,Middlesex County,2026,1,2,"Eos Energy Enterprises, Inc.",EOSE,0001805077,sec_pit_0162; sec_pit_0363,1.0,report_only_candidate_pending_source_maturity_gate,False
34027,Morris County,2026,1,2,"B&G Foods, Inc.",BGS,0001278027,sec_pit_0038; sec_pit_0235,1.0,report_only_candidate_pending_source_maturity_gate,False
36059,Nassau County,2026,1,1,"Beyond Air, Inc.",XAIR,0001641631,sec_pit_0248,1.0,report_only_candidate_pending_source_maturity_gate,False
36061,New York County,2026,2,4,Data Storage Corp; DT Cloud Star Acquisition Corp,DTST; DTSQ,0001419951; 0002017950,sec_pit_0131; sec_pit_0326; sec_pit_0127; sec_pit_0322,0.9750000000000001,report_only_candidate_pending_source_maturity_gate,False
36061,"New York County, New York",2026,1,1,Energy Transition Special Opportunities,ETSS,0002085932,sec_pit_0358,0.92,report_only_candidate_pending_source_maturity_gate,False
36103,Suffolk County,2026,1,2,AIR INDUSTRIES GROUP,AIRI,0001009891,sec_pit_0008; sec_pit_0209,1.0,report_only_candidate_pending_source_maturity_gate,False
36119,Westchester County,2026,2,2,GABELLI UTILITY TRUST; GABELLI GLOBAL UTILITY & INCOME TRUST,GUT; GLU,0001080720; 0001282957,sec_pit_0394; sec_pit_0390,1.0,report_only_candidate_pending_source_maturity_gate,False
37119,Mecklenburg County,2026,2,4,AIR T INC; Duke Energy CORP,AIRT; DUK,0000353184; 0001326160,sec_pit_0211; sec_pit_0141; sec_pit_0335; sec_pit_0336,1.0,report_only_candidate_pending_source_maturity_gate,False
38015,Burleigh County,2026,1,2,"Everus Construction Group, Inc.",ECG,0002015845,sec_pit_0166; sec_pit_0367,1.0,report_only_candidate_pending_source_maturity_gate,False
39035,Cuyahoga County,2026,1,1,"ENERGY FOCUS, INC/DE",EFOI,0000924168,sec_pit_0143,1.0,report_only_candidate_pending_source_maturity_gate,False
39035,"Cuyahoga County, Ohio",2026,1,1,"ENERGY FOCUS, INC/DE",EFOI,0000924168,sec_pit_0338,0.92,report_only_candidate_pending_source_maturity_gate,False
40109,"Oklahoma County, Oklahoma",2026,2,2,EXPAND ENERGY Corp; DEVON ENERGY CORP/DE,EXE; DVN,0000895126; 0001090012,sec_pit_0149; sec_pit_0316,0.92,report_only_candidate_pending_source_maturity_gate,False
40143,Tulsa County,2026,1,2,"Circle Energy, Inc./NV",CRCE,0001911467,sec_pit_0098; sec_pit_0291,1.0,report_only_candidate_pending_source_maturity_gate,False
41017,Deschutes County,2026,1,1,BranchOut Food Inc.,BOF,0001962481,sec_pit_0261,1.0,report_only_candidate_pending_source_maturity_gate,False
41017,"Deschutes County, Oregon",2026,1,1,BranchOut Food Inc.,BOF,0001962481,sec_pit_0064,0.92,report_only_candidate_pending_source_maturity_gate,False
42007,Beaver County,2026,1,2,"Big Digital Energy, Inc.",BGDE,0001218683,sec_pit_0055; sec_pit_0250,1.0,report_only_candidate_pending_source_maturity_gate,False
42077,Lehigh County,2026,1,1,"Air Products & Chemicals, Inc.",APD,0000002969,sec_pit_0228,0.95,report_only_candidate_pending_source_maturity_gate,False
47037,Davidson County,2026,2,4,"DOLLAR GENERAL CORP; Delek Logistics Partners, LP",DG; DKL,0000029534; 0001552797,sec_pit_0123; sec_pit_0318; sec_pit_0133; sec_pit_0328,1.0,report_only_candidate_pending_source_maturity_gate,False
47065,Hamilton County,2026,1,2,"COVENANT LOGISTICS GROUP, INC.",CVLG,0000928658,sec_pit_0083; sec_pit_0278,1.0,report_only_candidate_pending_source_maturity_gate,False
47157,Shelby County,2026,3,4,"AUTOZONE INC; FEDEX CORP; FedEx Freight Holding Company, Inc.",AZO; FDX; FDXF,0000866787; 0001048911; 0002082247,sec_pit_0226; sec_pit_0371; sec_pit_0379; sec_pit_0380,1.0,report_only_candidate_pending_source_maturity_gate,False
47187,Williamson County,2026,1,2,TRACTOR SUPPLY CO /DE/,TSCO,0000916365,sec_pit_0197; sec_pit_0406,1.0,report_only_candidate_pending_source_maturity_gate,False
48113,Dallas County,2026,3,6,ATMOS ENERGY CORP; FORWARD AIR CORP; Energy Transfer LP,ATO; FWRD; ET,0000731802; 0000912728; 0001276187,sec_pit_0223; sec_pit_0222; sec_pit_0177; sec_pit_0376; sec_pit_0155; sec_pit_0354,0.9666666666666667,report_only_candidate_pending_source_maturity_gate,False
48157,Fort Bend County,2026,1,3,CVR ENERGY INC,CVI,0001376139,sec_pit_0085; sec_pit_0279; sec_pit_0280,1.0,report_only_candidate_pending_source_maturity_gate,False
48201,Harris County,2026,14,32,"Cheniere Energy, Inc.; BLUE DOLPHIN ENERGY CO; EXPAND ENERGY Corp; GENESIS ENERGY LP; DEVON ENERGY CORP/DE; CENTERPOINT ENERGY INC; Cheniere Energy Partners, L.P.; FORUM ENERGY TECHNOLOGIES, INC.; Chord Energy Corp; Amplify Energy Corp.; Epsilon Energy Ltd.; Fervo Energy Co; Crescent Energy Co; CO2 Energy Transition Corp.",LNG; BDCO; EXE; GEL; DVN; CNP; CQP; FET; CHRD; AMPY; EPSN; FRVO; CRGY; NOEM,0000003570; 0000793306; 0000895126; 0001022321; 0001090012; 0001130310; 0001383650; 0001401257; 0001486159; 0001533924; 0001726126; 0001853868; 0001866175; 0001956648,sec_pit_0093; sec_pit_0288; sec_pit_0042; sec_pit_0239; sec_pit_0344; sec_pit_0343; sec_pit_0189; sec_pit_0398; sec_pit_0317; sec_pit_0071; sec_pit_0265; sec_pit_0266; sec_pit_0091; sec_pit_0286; sec_pit_0174; sec_pit_0375; sec_pit_0096; sec_pit_0289; sec_pit_0031; sec_pit_0230; sec_pit_0164; sec_pit_0364; sec_pit_0365; sec_pit_0382; sec_pit_0383; sec_pit_0384; sec_pit_0381; sec_pit_0112; sec_pit_0308; sec_pit_0309; sec_pit_0079; sec_pit_0274,0.9984375,report_only_candidate_pending_source_maturity_gate,False
48201,"Harris County, Texas",2026,1,2,"CAMBER ENERGY, INC.",CEIN,0001309082,sec_pit_0069; sec_pit_0264,0.88,report_only_candidate_pending_source_maturity_gate,False
48329,Midland County,2026,1,2,"Diamondback Energy, Inc.",FANG,0001539838,sec_pit_0135; sec_pit_0330,1.0,report_only_candidate_pending_source_maturity_gate,False
48339,Montgomery County,2026,2,3,"Freight Technologies, Inc.; Excelerate Energy, Inc.",FRGT; EE,0001687542; 0001888447,sec_pit_0185; sec_pit_0168; sec_pit_0369,1.0,report_only_candidate_pending_source_maturity_gate,False
48453,Travis County,2026,3,6,"ASURE SOFTWARE INC; Tesla, Inc.; Atlas Energy Solutions Inc.",ASUR; TSLA; AESI,0000884144; 0001318605; 0001984060,sec_pit_0020; sec_pit_0220; sec_pit_0221; sec_pit_0202; sec_pit_0035; sec_pit_0234,0.9916666666666667,report_only_candidate_pending_source_maturity_gate,False
48453,"Travis County, Texas",2026,1,2,Alussa Energy Acquisition Corp. II,ALUB,0002041493,sec_pit_0421; sec_pit_0503,0.88,report_only_candidate_pending_source_maturity_gate,False
51013,Arlington County,2026,1,2,"Fluence Energy, Inc.",FLNC,0001868941,sec_pit_0385; sec_pit_0386,1.0,report_only_candidate_pending_source_maturity_gate,False
51760,Richmond city,2026,1,2,"DOMINION ENERGY, INC",D,0000715957,sec_pit_0125; sec_pit_0320,1.0,report_only_candidate_pending_source_maturity_gate,False
53033,King County,2026,3,7,"DATA I/O CORP; ALASKA AIR GROUP, INC.; AMAZON COM INC",DAIO; ALK; AMZN,0000351998; 0000766421; 0001018724,sec_pit_0116; sec_pit_0312; sec_pit_0313; sec_pit_0012; sec_pit_0213; sec_pit_0018; sec_pit_0219,0.9857142857142858,report_only_candidate_pending_source_maturity_gate,False
54011,Cabell County,2026,1,2,Energy Services of America CORP,ESOA,0001357971,sec_pit_0351; sec_pit_0352,1.0,report_only_candidate_pending_source_maturity_gate,False
55025,Dane County,2026,1,2,ALLIANT ENERGY CORP,LNT,0000352541,sec_pit_0014; sec_pit_0215,1.0,report_only_candidate_pending_source_maturity_gate,False
