source_lane,review_issue,review_priority,fips,state_abbr,county_name,source_id,source_name,source_year,detail,recommended_action
IPEDS,missing_enrollment_total,medium,01125,AL,Tuscaloosa County,100733,University of Alabama System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,02090,AK,Fairbanks North Star Borough,103529,University of Alaska System of Higher Education,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,04013,AZ,Maricopa County,105136,Maricopa Community College System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,05131,AR,Sebastian County,106360,Arthur's Beauty College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,05119,AR,Pulaski County,108056,University of Arkansas System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06037,CA,Los Angeles County,110501,California State University-Chancellors Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06019,CA,Fresno County,110918,California Christian College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06059,CA,Orange County,112376,Coast Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06013,CA,Contra Costa County,112817,Contra Costa Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06045,CA,Mendocino County,113616,Dharma Realm Buddhist University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06085,CA,Santa Clara County,114831,Foothill-De Anza Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06073,CA,San Diego County,115287,Grossmont-Cuyamaca Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06001,CA,Alameda County,115728,Holy Names University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06037,CA,Los Angeles County,117681,Los Angeles Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06067,CA,Sacramento County,117900,Los Rios Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06001,CA,Alameda County,118888,Northeastern University Oakland,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06059,CA,Orange County,120023,North Orange County Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06001,CA,Alameda County,121178,Peralta Community College System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06073,CA,San Diego County,121275,Platt College-San Diego,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06073,CA,San Diego County,122320,San Diego Community College District-District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06085,CA,Santa Clara County,122737,San Jose-Evergreen Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06081,CA,San Mateo County,122782,San Mateo County Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06019,CA,Fresno County,123925,State Center Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06001,CA,Alameda County,124557,University of California-System Administration Central Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06111,CA,Ventura County,125019,Ventura County Community College System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06085,CA,Santa Clara County,125222,West Valley Mission Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06099,CA,Stanislaus County,126100,Yosemite Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,08031,CO,Denver County,128300,University of Colorado System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09110,CT,Capitol Planning Region,128577,Asnuntuck Community College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09120,CT,Greater Bridgeport Planning Region,129543,Connecticut State Community College Housatonic,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09110,CT,Capitol Planning Region,129695,Manchester Community College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09140,CT,Naugatuck Valley Planning Region,129729,Naugatuck Valley Community College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09130,CT,Lower Connecticut River Valley Planning Region,129756,Middlesex Community College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09180,CT,Southeastern Connecticut Planning Region,129808,Three Rivers Community College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09190,CT,Western Connecticut Planning Region,130004,Connecticut State Community College Norwalk,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09160,CT,Northwest Hills Planning Region,130040,Northwestern Connecticut Community College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09150,CT,Northeastern Connecticut Planning Region,130217,Quinebaug Valley Community College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09170,CT,South Central Connecticut Planning Region,130396,Connecticut State Community College Gateway,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,09110,CT,Capitol Planning Region,130606,Connecticut State Community College Tunxis,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,10001,DE,Kent County,130882,Delaware Technical Community College-Central Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,12086,FL,Miami-Dade County,134811,AI Miami International University of Art and Design,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,12057,FL,Hillsborough County,137801,Altierus Career College-Tampa,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,13121,GA,Fulton County,138813,The Art Institute of Atlanta,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,15003,HI,Honolulu County,141963,University of Hawaii System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17031,IL,Cook County,144500,City Colleges of Chicago-District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17043,IL,DuPage County,144777,DeVry University-Administrative Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17077,IL,Jackson County,149240,Southern Illinois University-System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17019,IL,Champaign County,149587,University of Illinois System Offices,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,19087,IA,Henry County,153621,Iowa Wesleyan University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,21239,KY,Woodford County,157854,Kentucky Community and Technical College System,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,22033,LA,East Baton Rouge Parish,160533,Southern University-Board and System,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,23019,ME,Penobscot County,161280,University of Maine-System Central Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,24510,MD,Baltimore City,164146,University System of Maryland,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,25025,MA,Suffolk County,164641,Bay State College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,25025,MA,Suffolk County,166665,University of Massachusetts-Central Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,26061,MI,Houghton County,172440,Finlandia University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,28049,MS,Hinds County,175999,Board of Trustees-Mississippi State Institutions of Higher Learning,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,29019,MO,Boone County,178439,University of Missouri-System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,31109,NE,Lancaster County,181747,University of Nebraska-Central Administration System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,32031,NV,Washoe County,182519,Nevada System of Higher Education-System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,33009,NH,Grafton County,182999,New England School of Hair Design,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,33013,NH,Merrimack County,183327,University System of New Hampshire System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,34027,NJ,Morris County,185174,Joe Kubert School of Cartoon and Graphic Art,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36061,NY,New York County,188696,Joffrey Ballet School,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36053,NY,Madison County,189848,Cazenovia College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36061,NY,New York County,190035,CUNY System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36029,NY,Erie County,192925,Medaille University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36061,NY,New York County,194161,Alliance University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36001,NY,Albany County,195827,SUNY-System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,37183,NC,Wake County,199175,University of North Carolina System,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,39015,OH,Brown County,201751,Chatfield College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,39049,OH,Franklin County,205559,Hussian College-Daymar College Columbus,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,42101,PA,Philadelphia County,212993,Hussian College-Philadelphia,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,42043,PA,Dauphin County,214661,Pennsylvania State System of Higher Education-Central Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,46013,SD,Brown County,219295,Presentation College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,46135,SD,Yankton County,219338,Avera Sacred Heart Hospital,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47167,TN,Tipton County,219921,Tennessee College of Applied Technology-Covington,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47037,TN,Davidson County,220002,Hussian College-Daymar College Nashville,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47097,TN,Lauderdale County,221388,Tennessee College of Applied Technology-Ripley,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48029,TX,Bexar County,222497,Alamo Community College District Central Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48201,TX,Harris County,222938,The Art Institute of Houston,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48113,TX,Dallas County,224776,Miami International University of Art & Design-Art Institute Dallas,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48041,TX,Brazos County,228732,Texas A & M University-System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48453,TX,Travis County,229090,The University of Texas System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48201,TX,Harris County,229407,University of Houston-System Administration,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,50021,VT,Rutland County,230834,Castleton University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,50015,VT,Lamoille County,230913,Northern Vermont University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,50023,VT,Washington County,231156,Vermont State Colleges-Office of the Chancellor,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,53061,WA,Snohomish County,235583,Highlights Beauty Schools,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,54001,WV,Barbour County,237118,Alderson Broaddus University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,55079,WI,Milwaukee County,238430,Cardinal Stritch University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,55025,WI,Dane County,240435,University of Wisconsin-System Administration,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,72127,PR,San Juan Municipio,242060,Sistema Universitario Ana G. Mendez,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,72127,PR,San Juan Municipio,242671,Inter American University of Puerto Rico-Central Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,72127,PR,San Juan Municipio,243160,University of Puerto Rico-Central Administration,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48201,TX,Harris County,246345,Houston Graduate School of Theology,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,22033,LA,East Baton Rouge Parish,247083,University of Louisiana-System Administration,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,28049,MS,Hinds County,247737,Mississippi Community College Board,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,42051,PA,Fayette County,261861,West Virginia Junior College-United Career Institute,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,24037,MD,St. Mary's County,366438,Blades School of Hair Design,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,35049,NM,Santa Fe County,366605,Southwest Acupuncture College-Santa Fe,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,42085,PA,Mercer County,366632,Mercer County Career Center,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47125,TN,Montgomery County,368443,Hussian College-Daymar College Clarksville,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48091,TX,Comal County,368540,Seguin Beauty School-New Braunfels,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,24510,MD,Baltimore City,404480,University System of Maryland-Research Centers,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,42039,PA,Crawford County,408729,Laurel Technical Institute,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47037,TN,Davidson County,409379,Tennessee Board of Regents,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,37183,NC,Wake County,413972,Mitchells Academy,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,72021,PR,Bayamón Municipio,418764,Quality Technical and Beauty College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,04013,AZ,Maricopa County,420802,Arizona Board of Regents,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06071,CA,San Bernardino County,428426,San Bernardino Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,27123,MN,Ramsey County,428453,Minnesota State Colleges and Universities System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06059,CA,Orange County,432144,South Orange County Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,12086,FL,Miami-Dade County,434539,City College-Miami,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,08013,CO,Boulder County,436261,Southwest Acupuncture College-Boulder,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,01003,AL,Baldwin County,436641,Fortis College-Foley,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06059,CA,Orange County,438665,Rancho Santiago Community College District Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48303,TX,Lubbock County,439154,Texas Tech University System Administration,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,39057,OH,Greene County,440138,Antioch University-System Administration,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,22033,LA,East Baton Rouge Parish,440916,Southern University Law Center,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06037,CA,Los Angeles County,441238,Irell & Manella Graduate School of Biological Sciences at City of Hope,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17159,IL,Richland County,443368,Illinois Eastern Community College-System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48113,TX,Dallas County,443711,University of North Texas System,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,13135,GA,Gwinnett County,443748,Altierus Career College-Norcross,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47149,TN,Rutherford County,444255,Hussian College-Daymar College Murfreesboro,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48201,TX,Harris County,445461,Altierus Career College-Bissonnet,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,08031,CO,Denver County,446978,Colorado State University-System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,05119,AR,Pulaski County,448336,Arkansas State University System,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06107,CA,Tulare County,448381,San Joaquin Valley College-Central Administrative Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06019,CA,Fresno County,448637,West Hills Community College District,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,22109,LA,Terrebonne Parish,450021,Blue Cliff College-Houma,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,05143,AR,Washington County,450119,Blue Cliff College-Fayetteville,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06067,CA,Sacramento County,450702,Carrington College-Citrus Heights,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,72021,PR,Bayamón Municipio,451741,CEM College-Bayamon,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48021,TX,Bastrop County,451820,The Art Institute of Austin,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,39133,OH,Portage County,452540,Community Technology Learning Center of Portage,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36061,NY,New York County,454184,The King's College,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17031,IL,Cook County,454218,Chamberlain University-Administrative Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17109,IL,McDonough County,457554,Innovations Design Academy,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,51810,VA,Virginia Beach City,458496,The Art Institute of Virginia Beach,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,48029,TX,Bexar County,458982,The Art Institute of San Antonio,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06067,CA,Sacramento County,459189,Cosmo Beauty Academy,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,26081,MI,Kent County,459417,Compass College of Film and Media,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,42087,PA,Mifflin County,460385,Geisinger-Lewistown Hospital School of Nursing,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,17197,IL,Will County,462345,The Salon Professional Academy,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06071,CA,San Bernardino County,467368,Carrington College-Ontario,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06065,CA,Riverside County,475237,The University of America,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,12011,FL,Broward County,475477,City College-Hollywood,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,16053,ID,Jerome County,476957,Academy di Firenze,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,04013,AZ,Maricopa County,480347,International School of Cosmetology,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,08001,CO,Adams County,482440,DeVry University-Colorado,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,29095,MO,Jackson County,482538,DeVry University-Missouri,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47037,TN,Davidson County,482617,DeVry University-Tennessee,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06067,CA,Sacramento County,485467,Carrington College-Administrative Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,55127,WI,Walworth County,486460,Wright Graduate University for the Realization of Human Potential,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06037,CA,Los Angeles County,486965,Hussian College-Los Angeles,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,45045,SC,Greenville County,487898,B-Unique Beauty and Barber Academy,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47093,TN,Knox County,488068,Huntington University of Health Sciences,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,12095,FL,Orange County,490559,Gwinnett Institute,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,29097,MO,Jasper County,490601,Kansas City University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47093,TN,Knox County,492263,The University of Tennessee System Office,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,36081,NY,Queens County,495396,Royal Learning Institute,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,39049,OH,Franklin County,496061,Mason Anthony School of Cosmetology Arts & Sciences,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,06085,CA,Santa Clara County,497666,California University-Silicon Valley,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,12086,FL,Miami-Dade County,497790,Atlantis University-Florida Palms University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,04013,AZ,Maricopa County,498243,Pathways College-Arizona,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,04013,AZ,Maricopa County,498465,National Tractor Trailer School,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,51059,VA,Fairfax County,498915,Agora University,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,55035,WI,Eau Claire County,498960,Healthcare Workforce Training Institute,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
IPEDS,missing_enrollment_total,medium,47011,TN,Bradley County,498979,Jersey College - Cleveland,2023,IPEDS 12-month enrollment is missing.,operator_review_before_source_promotion
