triage_rank,provider_year_key,cms_provider_number,fiscal_year,provider_name,state_abbr,street_address,city,zip5,triage_priority,provider_volume_score,nppes_organization_name,nppes_other_names,nppes_status,nppes_taxonomy,nppes_location_address,nppes_location_city,nppes_location_state,nppes_location_postal_code,census_input_address,census_county_fips,census_county_name,manual_fips,manual_county_name,authority_address_score,authority_address_checks,reviewer_decision,authority_review_issue,retry_candidate_fips,retry_candidate_county_name,retry_match_status,retry_match_type,retry_matched_address,retry_candidate_confidence,provider_site_url,county_directory_url,nppes_query_url,census_query_url
1,464007__2024,464007,2024,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,UT,592 WEST 1350 SOUTH,WOOD CROSS,84087,P0,0.0,"BENCHMARK BEHAVIORAL HEALTH SYSTEM, INC.",BENCHMARK BEHAVIORAL HEALTH SYSTEMS,A,Psychiatric Hospital,592 W 1350 S,WOODS CROSS,UT,840108180,"592 W 1350 S, Woods Cross, UT 84010",49011,Davis County,49011,"Davis County, Utah",1.0000,nppes_name_or_dba_match; nppes_active; state_match; nppes_city_woods_cross; street_match; nppes_zip_84010; census_current_geography_match; census_input_street_supported; provider_site_and_county_directory_urls_recorded,accept,"Official NPPES active organization/address, official Census county geographies, and recorded provider-site/county-directory evidence support Davis County.",49011,"Davis County, Utah",Match,Non_Exact,"592 W 1350 S, WOODS CROSS, UT, 84010",0.76,https://bbhsnet.com/contact-us/,https://www.daviscountyutah.gov/docs/librariesprovider5/reports-and-assessments/2024-behavioral-health-directory.pdf,https://npiregistry.cms.hhs.gov/api/?number=1407832249&version=2.1,https://geocoding.geo.census.gov/geocoder/geographies/onelineaddress?address=592+W+1350+S%2C+Woods+Cross%2C+UT+84010&benchmark=Public_AR_Current&vintage=Current_Current&format=json
