external_manual_rank,provider_year_key,cms_provider_number,fiscal_year,provider_name,street_address,city,state_abbr,zip5,geocoder_query,external_manual_lane,review_priority,review_issue,provider_volume_score,reviewer_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_geocode_source,manual_geocode_match_type,manual_review_note,reviewed_by,reviewed_at
39,050367__2023,050367,2023,NORTHBAY HOSPITAL GROUP,1200 B. GALE WILSON BLVD,FAIRFIELD,CA,94533,"1200 B. GALE WILSON BLVD, FAIRFIELD, CA, 94533",external_geocoder_required_no_local_candidate,high,cms_county_blank,1.0,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
40,390180__2023,390180,2023,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BLVD.,UPLAND,PA,19013,"ONE MEDICAL CENTER BLVD., UPLAND, PA, 19013",external_geocoder_required_no_local_candidate,high,cms_county_blank,1.0,hold,42045,"Delaware County, Pennsylvania",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; leading_street_number_not_supported; matched_address_lacks_city_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
41,500036__2023,500036,2023,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,98902,"2811 TIETON DRIVE, YAKIMA, WA, 98902",external_geocoder_required_no_local_candidate,high,cms_county_blank,1.0,accept,53077,"Yakima County, Washington",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Yakima County, Washington (53077) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 2811 W TIETON DR, YAKIMA, WA, 98902.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
42,250141__2023,250141,2023,BAPTIST MEM HOSPITAL DESOTO,7601 SOUTHCREST,SOUTHAVEN,MS,38671,"7601 SOUTHCREST, SOUTHAVEN, MS, 38671",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.9594,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
43,230151__2023,230151,2023,COREWELL HEALTH- FARMINGTON HILLS,28050 GRAND RIVER,FARMINGTON HILLS,MI,48336,"28050 GRAND RIVER, FARMINGTON HILLS, MI, 48336",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.871,accept,26125,"Oakland County, Michigan",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Oakland County, Michigan (26125) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 28050 GRAND RIVER AVE, FARMINGTON HILLS, MI, 48336.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
44,220084__2023,220084,2023,EMERSON HOSPITAL,113 ORNC,CONCORD,MA,01742,"113 ORNC, CONCORD, MA, 01742",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.8425,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
45,100189__2023,100189,2023,HCA FLORIDA NORTHWEST HOSPITAL,2801 NORTH STATE ROAD 7,MARGATE,FL,33063,"2801 NORTH STATE ROAD 7, MARGATE, FL, 33063",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.7788,hold,12011,"Broward County, Florida",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
46,150015__2023,150015,2023,FRANCISCAN HEALTH MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,"3500 FRANCISCAN WAY, MICHIGAN CITY, IN, 46360",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.744,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
47,100269__2024,100269,2024,HCA FLORIDA PALMS WEST HOSPITAL,13001 STATE ROAD 80,LOXAHATCHEE,FL,33470,"13001 STATE ROAD 80, LOXAHATCHEE, FL, 33470",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.7166,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
48,140164__2024,140164,2024,MEMORIAL HOSPITAL OF CARBONDALE,405 W. JACKSON ST.,CARBONDALE,IL,62902,"405 W. JACKSON ST., CARBONDALE, IL, 62902",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.7138,hold,17077,"Jackson County, Illinois",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
49,264010__2024,264010,2024,ST. LOUIS FORENSIC TREATMENT CENTER,500 ARSENAL STREET,ST.LOUIS,MO,63119,"500 ARSENAL STREET, ST.LOUIS, MO, 63119",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.6871,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
50,140054__2024,140054,2024,MACNEAL HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,"3249 SOUTH OAK PARK AVENUE, BERWYN, IL, 60402",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.6793,accept,17031,"Cook County, Illinois",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Cook County, Illinois (17031) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 3249 OAK PARK AVE, BERWYN, IL, 60402.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
51,110192__2024,110192,2024,PIEDMONT EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30278,"1700 MEDICAL WAY, SNELLVILLE, GA, 30278",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.607,hold,13135,"Gwinnett County, Georgia",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
52,100224__2024,100224,2024,HCA FLORIDA WOODMONT HOSPITAL,7201 UNIVERSITY DRIVE,TAMARAC,FL,33321,"7201 UNIVERSITY DRIVE, TAMARAC, FL, 33321",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.5228,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
53,440068__2023,440068,2023,ATHENS REGIONAL MEDICAL CENTER,1114 MADISON AVENUE,ATHENS,TN,37303,"1114 MADISON AVENUE, ATHENS, TN, 37303",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.4635,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
54,450669__2024,450669,2024,MEDICAL CITY LEWISVILLE,500 WEST MAIN,LEWISVILLE,TX,75067,"500 WEST MAIN, LEWISVILLE, TX, 75067",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.4312,accept,48121,"Denton County, Texas",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Denton County, Texas (48121) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 500 W MAIN ST, LEWISVILLE, TX, 75067.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
55,230142__2024,230142,2024,COREWELL HEALTH WAYNE,33155 ANNAPOLIS AVENUE,WAYNE,MI,48184,"33155 ANNAPOLIS AVENUE, WAYNE, MI, 48184",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.4159,accept,26163,"Wayne County, Michigan",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Wayne County, Michigan (26163) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 33155 ANNAPOLIS ST, WAYNE, MI, 48184.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
56,440194__2024,440194,2024,TRISTAR HENDERSONVILLE MEDICAL CENTE,355 NEW SHACKLE ISLAND,HENDERSONVILLE,TN,37215,"355 NEW SHACKLE ISLAND, HENDERSONVILLE, TN, 37215",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.3965,hold,47165,"Sumner County, Tennessee",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
57,230099__2023,230099,2023,MONROE REGIONAL HOSPITAL,718 NORTH MACOMB,MONROE,MI,48162,"718 NORTH MACOMB, MONROE, MI, 48162",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.3961,accept,26115,"Monroe County, Michigan",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Monroe County, Michigan (26115) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 718 N MACOMB ST, MONROE, MI, 48162.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
58,140008__2024,140008,2024,GOTTLIEB MEMORIAL HOSPITAL,8700 WEST NORTH AVENUE,MELROSE PARK,IL,60160,"8700 WEST NORTH AVENUE, MELROSE PARK, IL, 60160",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.3638,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
59,054154__2023,054154,2023,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BLVD,SANN JOSE,CA,95138,"455 SILICON VALLEY BLVD, SANN JOSE, CA, 95138",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.3584,hold,06085,"Santa Clara County, California",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: matched_address_lacks_city_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
60,390336__2024,390336,2024,HAMPDEN MEDICAL CENTER,2200 GOOD HOPE ROAD,ENOLA,PA,17025,"2200 GOOD HOPE ROAD, ENOLA, PA, 17025",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.358,accept,42041,"Cumberland County, Pennsylvania",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Cumberland County, Pennsylvania (42041) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 2200 N GOOD HOPE RD, ENOLA, PA, 17025.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
61,460013__2024,460013,2024,MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,PAYSON,UT,84651,"1000 EAST 100 NORTH, PAYSON, UT, 84651",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.3207,hold,49049,"Utah County, Utah",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
62,110023__2023,110023,2023,ADVENTHEALTH GORDON,1035 RED BUD ROAD,CALHOUN,GA,30703,"1035 RED BUD ROAD, CALHOUN, GA, 30703",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.317,hold,13129,"Gordon County, Georgia",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
63,440065__2024,440065,2024,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,"100 NORTHCREST DRIVE, SPRINGFIELD, TN, 37172",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2937,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
64,190013__2023,190013,2023,WEST CALCASIEU-CAMERON HOSPITAL,701 EAST CYPRESS,SULPHUR,LA,70663,"701 EAST CYPRESS, SULPHUR, LA, 70663",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2883,accept,22019,"Calcasieu Parish, Louisiana",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports Calcasieu Parish, Louisiana (22019) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 701 CYPRESS ST, SULPHUR, LA, 70663.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
65,190014__2023,190014,2023,OCHSNER ST. MARY,1125 MARGUERITE STREET,MORGAN CITY,LA,70308,"1125 MARGUERITE STREET, MORGAN CITY, LA, 70308",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2829,hold,22101,"St. Mary Parish, Louisiana",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
66,194114__2023,194114,2023,RIVER PLACE BEHAVIORAL HEALTH,500 RUE DE SANTE,LAPLACE,LA,70068,"500 RUE DE SANTE, LAPLACE, LA, 70068",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2802,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
67,230193__2023,230193,2023,MCLAREN LAPEER REGION,1375 NORTH MAIN STREET,LAPEER,MI,48436,"1375 NORTH MAIN STREET, LAPEER, MI, 48436",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2756,hold,26087,"Lapeer County, Michigan",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
68,450587__2024,450587,2024,HENDRICK MEDICAL CENTER BROWNWOOD,1501 BURNET DRIVE,BROWNWOOD,TX,76804,"1501 BURNET DRIVE, BROWNWOOD, TX, 76804",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2688,hold,48049,"Brown County, Texas",0.84,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
69,100320__2024,100320,2024,HCA FLORIDA POINCIANA HOSPITAL,325 CYPRESS PARKWAY,KISSIMMMEE,FL,34758,"325 CYPRESS PARKWAY, KISSIMMMEE, FL, 34758",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2533,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
70,110128__2024,110128,2024,MEADOWS REGIONAL MEDICAL CENTER,1 MEADOWS PARKWAY,VIDALIA,GA,30474,"1 MEADOWS PARKWAY, VIDALIA, GA, 30474",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2457,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
71,061317__2023,061317,2023,GRAND RIVER HOSPITAL DISTRICT,501 AIRPORT ROAD,RIFLE,CO,81650,"501 AIRPORT ROAD, RIFLE, CO, 81650",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2456,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
72,230095__2024,230095,2024,MYMICHIGAN MEDICAL CTR  WEST BRAN,2463 S M-30,WEST BRANCH,MI,48661,"2463 S M-30, WEST BRANCH, MI, 48661",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2371,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
73,170006__2024,170006,2024,VIA CHRISTI HOSPITAL PITTSBURG  INC.,1 MT CARMEL WAY,PITTSBURG,KS,66762,"1 MT CARMEL WAY, PITTSBURG, KS, 66762",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.2191,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
74,380071__2023,380071,2023,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVENUE,MCMINNVILLE,OR,97128,"2700 SE STRATUS AVENUE, MCMINNVILLE, OR, 97128",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.205,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
75,524042__2023,524042,2023,MIRAMOUNT BEHAVIORAL HEALTH,3169 DEMMING WAY,MIDDLETON,WI,53562,"3169 DEMMING WAY, MIDDLETON, WI, 53562",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.194,hold,55025,"Dane County, Wisconsin",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: street_token_support_missing.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
76,190079__2024,190079,2024,ST. CHARLES PARISH HOSPITAL,1057 PAUL MALLARD ROAD,LULING,LA,70070,"1057 PAUL MALLARD ROAD, LULING, LA, 70070",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1692,accept,22089,"St. Charles Parish, Louisiana",0.89,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,"Accepted from strict official Census non-exact context review: provider-original match supports St. Charles Parish, Louisiana (22089) with matching leading street number, ZIP, city/state support, no conflicting FIPS, score 0.88, confidence 0.89. Matched address: 1057 PAUL MAILLARD RD, LULING, LA, 70070.",codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
77,490143__2023,490143,2023,RIVERSIDE DOCTORS HOSPITAL WILLIAMSB,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,"1500 COMMONWEALTH AVENUE, WILLIAMSBURG, VA, 23185",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1635,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
78,300014__2024,300014,2024,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,03867,"11 WHITEHALL ROAD, ROCHESTER, NH, 03867",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1626,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
79,241355__2023,241355,2023,GLENCOE REGIONAL HEALTH SERVICES,705 EAST 18TH STREEET,GLENCOE,MN,55336,"705 EAST 18TH STREEET, GLENCOE, MN, 55336",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1576,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
80,010158__2023,010158,2023,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,"15155 HIGHWAY 43, RUSSELLVILLE, AL, 35653",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1374,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
81,370113__2024,370113,2024,INTEGRIS GROVE  HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,"1001 EAST 18TH STREET, GROVE, OK, 74344",external_geocoder_required_no_local_candidate,high,cms_county_blank,0.1353,hold,,,,official_census_geographies_batch_context_review,census_non_exact_street_number_zip_city_state,Held by strict Census context review: not_external_census_context_only; census_status_not_match; census_match_type_not_non_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_score_below_0_88; census_confidence_below_0_89; matched_address_missing_provider_zip5; leading_street_number_not_supported; street_token_support_missing; matched_address_lacks_city_support; matched_address_lacks_state_support.,codex_official_census_context_policy,2026-06-04T17:01:04.193568+00:00
