spotcheck_priority,spotcheck_reason,recommended_action,queue_row_id,entity_name,primary_ticker,filing_date,form_type,filing_accession,business_street,business_city,business_state,business_zip,current_snapshot_business_street,current_snapshot_business_city,current_snapshot_business_state,current_snapshot_business_zip,current_snapshot_fips,current_snapshot_county_name,filing_document_cache_path,fips,county_name,geocode_confidence,address_key
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0169,FEDEX CORP,FDX,2015-07-14,10-K,0001193125-15-252494,942 South Shady Grove Road,Memphis,TN,38120,942 SOUTH SHADY GROVE ROAD,MEMPHIS,TN,38120-,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0001048911/000119312515252494/d48165d10k.htm,47157,Shelby County,1.0,942 SOUTH SHADY GROVE ROAD|MEMPHIS|TN|38120
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0170,FEDEX CORP,FDX,2025-07-21,10-K,0001048911-25-000011,942 South Shady Grove Road,Memphis,TN,38120,942 SOUTH SHADY GROVE ROAD,MEMPHIS,TN,38120-,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0001048911/000104891125000011/fdx-20250531.htm,47157,Shelby County,1.0,942 SOUTH SHADY GROVE ROAD|MEMPHIS|TN|38120
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0371,FEDEX CORP,FDX,2026-03-19,10-Q,0001048911-26-000011,942 South Shady Grove Road,Memphis,TN,38120,942 SOUTH SHADY GROVE ROAD,MEMPHIS,TN,38120-,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0001048911/000104891126000011/fdx-20260228.htm,47157,Shelby County,1.0,942 SOUTH SHADY GROVE ROAD|MEMPHIS|TN|38120
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0372,FLOWERS FOODS INC,FLO,2013-08-13,10-Q,0001193125-13-331720,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,13275,Thomas County,data/raw/sec_edgar_hq/filing_documents/CIK0001128928/000119312513331720/d542498d10q.htm,13275,Thomas County,1.0,1919 FLOWERS CIRCLE|THOMASVILLE|GA|31757
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0171,FLOWERS FOODS INC,FLO,2014-02-19,10-K,0001193125-14-058624,1919 Flowers Circle,Thomasville,GA,31757,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,13275,Thomas County,data/raw/sec_edgar_hq/filing_documents/CIK0001128928/000119312514058624/d634175d10k.htm,13275,Thomas County,1.0,1919 FLOWERS CIRCLE|THOMASVILLE|GA|31757
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0172,FLOWERS FOODS INC,FLO,2026-02-25,10-K,0001193125-26-071441,1919 Flowers Circle,Thomasville,GA,31757,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,13275,Thomas County,data/raw/sec_edgar_hq/filing_documents/CIK0001128928/000119312526071441/flo-20260103.htm,13275,Thomas County,1.0,1919 FLOWERS CIRCLE|THOMASVILLE|GA|31757
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0373,FLOWERS FOODS INC,FLO,2026-05-21,10-Q,0001193125-26-234437,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,13275,Thomas County,data/raw/sec_edgar_hq/filing_documents/CIK0001128928/000119312526234437/flo-20260425.htm,13275,Thomas County,1.0,1919 FLOWERS CIRCLE|THOMASVILLE|GA|31757
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0174,"FORUM ENERGY TECHNOLOGIES, INC.",FET,2026-02-27,10-K,0001401257-26-000015,10344 Sam Houston Park Drive Suite 300,Houston,TX,77064,10344 SAM HOUSTON PARK DRIVE SUITE 300,HOUSTON,TX,77064,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001401257/000140125726000015/fet-20251231.htm,48201,Harris County,1.0,10344 SAM HOUSTON PARK DRIVE SUITE 300|HOUSTON|TX|77064
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0375,"FORUM ENERGY TECHNOLOGIES, INC.",FET,2026-05-01,10-Q,0001401257-26-000034,10344 Sam Houston Park Drive Suite 300,Houston,TX,77064,10344 SAM HOUSTON PARK DRIVE SUITE 300,HOUSTON,TX,77064,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001401257/000140125726000034/fet-20260331.htm,48201,Harris County,1.0,10344 SAM HOUSTON PARK DRIVE SUITE 300|HOUSTON|TX|77064
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0177,FORWARD AIR CORP,FWRD,2026-03-11,10-K,0001628280-26-016793,3200 Olympus Boulevard Suite 300,Dallas,TX,75019,3200 OLYMPUS BOULEVARD SUITE 300,DALLAS,TX,75019,48113,Dallas County,data/raw/sec_edgar_hq/filing_documents/CIK0000912728/000162828026016793/fwrd-20251231.htm,48113,Dallas County,0.9,3200 OLYMPUS BOULEVARD SUITE 300|DALLAS|TX|75019
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0376,FORWARD AIR CORP,FWRD,2026-05-11,10-Q,0001628280-26-033501,3200 Olympus Boulevard Suite 300,Dallas,TX,75019,3200 OLYMPUS BOULEVARD SUITE 300,DALLAS,TX,75019,48113,Dallas County,data/raw/sec_edgar_hq/filing_documents/CIK0000912728/000162828026033501/fwrd-20260331.htm,48113,Dallas County,0.9,3200 OLYMPUS BOULEVARD SUITE 300|DALLAS|TX|75019
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0179,FUELCELL ENERGY INC,FCEL,2025-12-18,10-K,0001104659-25-122302,3 Great Pasture Road ​ ​,DANBURY,CT,06810,3 GREAT PASTURE ROAD,DANBURY,CT,06810,09190,Western Connecticut Planning Region,data/raw/sec_edgar_hq/filing_documents/CIK0000886128/000110465925122302/fcel-20251031x10k.htm,09190,Western Connecticut Planning Region,1.0,3 GREAT PASTURE ROAD|DANBURY|CT|06810
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0377,FUELCELL ENERGY INC,FCEL,2026-03-09,10-Q,0001104659-26-024970,3 Great Pasture Road,DANBURY,CT,06810,3 GREAT PASTURE ROAD,DANBURY,CT,06810,09190,Western Connecticut Planning Region,data/raw/sec_edgar_hq/filing_documents/CIK0000886128/000110465926024970/fcel-20260131x10q.htm,09190,Western Connecticut Planning Region,1.0,3 GREAT PASTURE ROAD|DANBURY|CT|06810
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0378,FUELCELL ENERGY INC,FCEL,2026-05-21,8-K,0001104659-26-064902,3 Great Pasture Road,DANBURY,CT,06810,3 GREAT PASTURE ROAD,DANBURY,CT,06810,09190,Western Connecticut Planning Region,data/raw/sec_edgar_hq/filing_documents/CIK0000886128/000110465926064902/fcel-20260519x8k.htm,09190,Western Connecticut Planning Region,1.0,3 GREAT PASTURE ROAD|DANBURY|CT|06810
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0180,"Fluence Energy, Inc.",FLNC,2021-12-14,10-K,0001868941-21-000012,"4601 Fairfax Drive, Suite 600",Arlington,VA,22203,4601 FAIRFAX DRIVE SUITE 600,ARLINGTON,VA,22203,51013,Arlington County,data/raw/sec_edgar_hq/filing_documents/CIK0001868941/000186894121000012/fluenceenergyllc10-k2021.htm,51013,Arlington County,1.0,"4601 FAIRFAX DRIVE, SUITE 600|ARLINGTON|VA|22203"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0181,"Fluence Energy, Inc.",FLNC,2025-11-25,10-K,0001868941-25-000081,"4601 Fairfax Drive, Suite 600",Arlington,VA,22203,4601 FAIRFAX DRIVE SUITE 600,ARLINGTON,VA,22203,51013,Arlington County,data/raw/sec_edgar_hq/filing_documents/CIK0001868941/000186894125000081/flnc-20250930.htm,51013,Arlington County,1.0,"4601 FAIRFAX DRIVE, SUITE 600|ARLINGTON|VA|22203"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0385,"Fluence Energy, Inc.",FLNC,2026-05-06,10-Q,0001104659-26-056304,"4601 Fairfax Drive , Suite 600",Arlington,VA,22203,4601 FAIRFAX DRIVE SUITE 600,ARLINGTON,VA,22203,51013,Arlington County,data/raw/sec_edgar_hq/filing_documents/CIK0001868941/000110465926056304/flnc-20260331x10q.htm,51013,Arlington County,1.0,"4601 FAIRFAX DRIVE , SUITE 600|ARLINGTON|VA|22203"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0386,"Fluence Energy, Inc.",FLNC,2026-05-15,8-K,0001104659-26-062654,"4601 Fairfax Drive , Suite 600",Arlington,VA,22203,4601 FAIRFAX DRIVE SUITE 600,ARLINGTON,VA,22203,51013,Arlington County,data/raw/sec_edgar_hq/filing_documents/CIK0001868941/000110465926062654/tm2614667d1_8k.htm,51013,Arlington County,1.0,"4601 FAIRFAX DRIVE , SUITE 600|ARLINGTON|VA|22203"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0185,"Freight Technologies, Inc.",FRGT,2026-05-14,20-F,0001493152-26-023206,2001 TIMBERLOCH PLACE SUITE 500,THE WOODLANDS,TX,77380,2001 TIMBERLOCH PLACE SUITE 500,THE WOODLANDS,TX,77380,48339,Montgomery County,data/raw/sec_edgar_hq/filing_documents/CIK0001687542/000149315226023206/form20-f.htm,48339,Montgomery County,1.0,2001 TIMBERLOCH PLACE SUITE 500|THE WOODLANDS|TX|77380
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0387,GABELLI GLOBAL UTILITY & INCOME TRUST,GLU,2010-01-22,8-K,0001341004-10-000120,One Corporate Center,Rye,NY,10580-1422,ONE CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001282957/000134100410000120/utility.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580-1422
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0388,GABELLI GLOBAL UTILITY & INCOME TRUST,GLU,2010-03-31,8-K,0001341004-10-000619,One Corporate Center,Rye,NY,10580-1422,ONE CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001282957/000134100410000619/utility.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580-1422
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0389,GABELLI GLOBAL UTILITY & INCOME TRUST,GLU,2010-09-21,8-K,0001341004-10-001610,One Corporate Center,Rye,NY,10580-1422,ONE CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001282957/000134100410001610/gabelli-utility_form8k.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580-1422
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0390,GABELLI GLOBAL UTILITY & INCOME TRUST,GLU,2026-05-07,8-K,0001829126-26-004784,One Corporate Center,Rye,NY,10580,ONE CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001282957/000182912626004784/glu_8k.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0187,"GCT Semiconductor Holding, Inc.",GCTS,2026-03-25,10-K,0001193125-26-124183,"2290 North 1st Street, Suite 201",San Jose,CA,95131,2290 NORTH 1ST STREET SUITE 201,SAN JOSE,CA,95131,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001851961/000119312526124183/gcts-20251231.htm,06085,Santa Clara County,1.0,"2290 NORTH 1ST STREET, SUITE 201|SAN JOSE|CA|95131"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0396,"GCT Semiconductor Holding, Inc.",GCTS,2026-05-12,10-Q,0001193125-26-219536,"2290 North 1st Street, Suite 201",San Jose,CA,95131,2290 NORTH 1ST STREET SUITE 201,SAN JOSE,CA,95131,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001851961/000119312526219536/gcts-20260331.htm,06085,Santa Clara County,1.0,"2290 NORTH 1ST STREET, SUITE 201|SAN JOSE|CA|95131"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0403,NVIDIA CORP,NVDA,2020-05-21,10-Q,0001045810-20-000065,2788 San Tomas Expressway,SANTA CLARA,CA,95051,2788 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,95051,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001045810/000104581020000065/nvda-20200426.htm,06085,Santa Clara County,1.0,2788 SAN TOMAS EXPRESSWAY|SANTA CLARA|CA|95051
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0194,NVIDIA CORP,NVDA,2021-02-26,10-K,0001045810-21-000010,2788 San Tomas Expressway,SANTA CLARA,CA,95051,2788 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,95051,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001045810/000104581021000010/nvda-20210131.htm,06085,Santa Clara County,1.0,2788 SAN TOMAS EXPRESSWAY|SANTA CLARA|CA|95051
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0195,NVIDIA CORP,NVDA,2026-02-25,10-K,0001045810-26-000021,2788 San Tomas Expressway,SANTA CLARA,CA,95051,2788 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,95051,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001045810/000104581026000021/nvda-20260125.htm,06085,Santa Clara County,1.0,2788 SAN TOMAS EXPRESSWAY|SANTA CLARA|CA|95051
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0404,NVIDIA CORP,NVDA,2026-05-20,10-Q,0001045810-26-000052,2788 San Tomas Expressway,SANTA CLARA,CA,95051,2788 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,95051,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001045810/000104581026000052/nvda-20260426.htm,06085,Santa Clara County,1.0,2788 SAN TOMAS EXPRESSWAY|SANTA CLARA|CA|95051
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0197,TRACTOR SUPPLY CO /DE/,TSCO,2026-02-19,10-K,0000916365-26-000014,5401 Virginia Way,Brentwood,TN,37027,5401 VIRGINIA WAY,BRENTWOOD,TN,37027,47187,Williamson County,data/raw/sec_edgar_hq/filing_documents/CIK0000916365/000091636526000014/tsco-20251227.htm,47187,Williamson County,1.0,5401 VIRGINIA WAY|BRENTWOOD|TN|37027
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0406,TRACTOR SUPPLY CO /DE/,TSCO,2026-05-07,10-Q,0000916365-26-000024,5401 Virginia Way,Brentwood,TN,37027,5401 VIRGINIA WAY,BRENTWOOD,TN,37027,47187,Williamson County,data/raw/sec_edgar_hq/filing_documents/CIK0000916365/000091636526000024/tsco-20260328.htm,47187,Williamson County,1.0,5401 VIRGINIA WAY|BRENTWOOD|TN|37027
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0205,Walmart Inc.,WMT,2026-03-13,10-K,0000104169-26-000055,1 CUSTOMER DRIVE,BENTONVILLE,AR,72716,1 CUSTOMER DRIVE,BENTONVILLE,AR,72716,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000104169/000010416926000055/wmt-20260131.htm,05007,Benton County,0.98,1 CUSTOMER DRIVE|BENTONVILLE|AR|72716
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,sec_pit_0410,Walmart Inc.,WMT,2026-05-21,8-K,0000104169-26-000095,1 Customer Drive,Bentonville,AR,72716,1 CUSTOMER DRIVE,BENTONVILLE,AR,72716,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000104169/000010416926000095/wmt-20260521.htm,05007,Benton County,0.98,1 CUSTOMER DRIVE|BENTONVILLE|AR|72716
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0208,ADVANCED ENERGY INDUSTRIES INC,AEIS,2026-05-18,8-K,0001104659-26-063191,"1595 Wynkoop Street , Suite 800",Denver,CO,80202,"ATTN:  PAUL OLDHAM 1595 WYNKOOP ST, SUITE 800",DENVER,CO,80202,08031,Denver County,data/raw/sec_edgar_hq/filing_documents/CIK0000927003/000110465926063191/tm2612734d5_8k.htm,08031,Denver County,1.0,"1595 WYNKOOP STREET , SUITE 800|DENVER|CO|80202"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0214,ALLIANT ENERGY CORP,LNT,2013-11-07,10-Q,0000352541-13-000026,4902 N. Biltmore Lane,MADISON,WI,53718,4902 NORTH BILTMORE LANE SUITE 1000,MADISON,WI,53718-2148,55025,Dane County,data/raw/sec_edgar_hq/filing_documents/CIK0000352541/000035254113000026/lnt930201310-q.htm,55025,Dane County,1.0,4902 N. BILTMORE LANE|MADISON|WI|53718
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0013,ALLIANT ENERGY CORP,LNT,2014-02-25,10-K,0000352541-14-000006,4902 N. Biltmore Lane,MADISON,WI,53718,4902 NORTH BILTMORE LANE SUITE 1000,MADISON,WI,53718-2148,55025,Dane County,data/raw/sec_edgar_hq/filing_documents/CIK0000352541/000035254114000006/lnt1231201310-k.htm,55025,Dane County,1.0,4902 N. BILTMORE LANE|MADISON|WI|53718
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0014,ALLIANT ENERGY CORP,LNT,2026-02-20,10-K,0000352541-26-000007,4902 N. Biltmore Lane,MADISON,WI,53718,4902 NORTH BILTMORE LANE SUITE 1000,MADISON,WI,53718-2148,55025,Dane County,data/raw/sec_edgar_hq/filing_documents/CIK0000352541/000035254126000007/lnt-20251231.htm,55025,Dane County,1.0,4902 N. BILTMORE LANE|MADISON|WI|53718
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0215,ALLIANT ENERGY CORP,LNT,2026-05-01,10-Q,0000352541-26-000033,4902 N. Biltmore Lane,MADISON,WI,53718,4902 NORTH BILTMORE LANE SUITE 1000,MADISON,WI,53718-2148,55025,Dane County,data/raw/sec_edgar_hq/filing_documents/CIK0000352541/000035254126000033/lnt-20260331.htm,55025,Dane County,1.0,4902 N. BILTMORE LANE|MADISON|WI|53718
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0020,ASURE SOFTWARE INC,ASUR,2026-02-26,10-K,0001628280-26-012270,"405 Colorado Street, Suite 1800",Austin,TX,78701,405 COLORADO ST #1800,AUSTIN,TX,78701,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0000884144/000162828026012270/asur-20251231.htm,48453,Travis County,1.0,"405 COLORADO STREET, SUITE 1800|AUSTIN|TX|78701"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0220,ASURE SOFTWARE INC,ASUR,2026-04-30,10-Q,0001628280-26-028860,"405 Colorado Street, Suite 1800",Austin,TX,78701,405 COLORADO ST #1800,AUSTIN,TX,78701,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0000884144/000162828026028860/asur-20260331.htm,48453,Travis County,1.0,"405 COLORADO STREET, SUITE 1800|AUSTIN|TX|78701"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0221,ASURE SOFTWARE INC,ASUR,2026-05-13,8-K,0001628280-26-034245,"405 Colorado Street, Suite 1800",Austin,TX,78701,405 COLORADO ST #1800,AUSTIN,TX,78701,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0000884144/000162828026034245/asur-20260512.htm,48453,Travis County,1.0,"405 COLORADO STREET, SUITE 1800|AUSTIN|TX|78701"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0223,ATMOS ENERGY CORP,ATO,2026-05-06,8-K,0000731802-26-000086,1800 Three Lincoln Centre 5430 LBJ Freeway,Dallas,TX,75240,1800 THREE LINCOLN CTR 5430 LBJ FREEWAY,DALLAS,TX,75240,48113,Dallas County,data/raw/sec_edgar_hq/filing_documents/CIK0000731802/000073180226000086/ato-20260506.htm,48113,Dallas County,1.0,1800 THREE LINCOLN CENTRE 5430 LBJ FREEWAY|DALLAS|TX|75240
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0222,ATMOS ENERGY CORP,ATO,2026-05-06,10-Q,0000731802-26-000089,1800 Three Lincoln Centre 5430 LBJ Freeway,Dallas,TX,75240,1800 THREE LINCOLN CTR 5430 LBJ FREEWAY,DALLAS,TX,75240,48113,Dallas County,data/raw/sec_edgar_hq/filing_documents/CIK0000731802/000073180226000089/ato-20260331.htm,48113,Dallas County,1.0,1800 THREE LINCOLN CENTRE 5430 LBJ FREEWAY|DALLAS|TX|75240
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0025,AUTOZONE INC,AZO,2017-10-25,10-K,0001193125-17-319357,123 South Front Street,Memphis,TN,38103,123 SOUTH FRONT ST DEPT 8074,MEMPHIS,TN,38103,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0000866787/000119312517319357/d447746d10k.htm,47157,Shelby County,1.0,123 SOUTH FRONT STREET|MEMPHIS|TN|38103
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0026,AUTOZONE INC,AZO,2018-10-24,10-K,0001193125-18-306452,123 South Front Street,Memphis,TN,38103,123 SOUTH FRONT ST DEPT 8074,MEMPHIS,TN,38103,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0000866787/000119312518306452/d597971d10k.htm,47157,Shelby County,1.0,123 SOUTH FRONT STREET|MEMPHIS|TN|38103
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0027,AUTOZONE INC,AZO,2025-10-27,10-K,0001104659-25-102611,123 South Front Street,Memphis,TN,38103,123 SOUTH FRONT ST DEPT 8074,MEMPHIS,TN,38103,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0000866787/000110465925102611/azo-20250830x10k.htm,47157,Shelby County,1.0,123 SOUTH FRONT STREET|MEMPHIS|TN|38103
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0226,AUTOZONE INC,AZO,2026-03-20,10-Q,0001104659-26-032757,123 South Front Street,Memphis,TN,38103,123 SOUTH FRONT ST DEPT 8074,MEMPHIS,TN,38103,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0000866787/000110465926032757/azo-20260214x10q.htm,47157,Shelby County,1.0,123 SOUTH FRONT STREET|MEMPHIS|TN|38103
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0233,Atlas Energy Solutions Inc.,AESI,2023-10-31,10-Q,0000950170-23-056532,"5918 W. Courtyard Drive , Suite 500",Austin,TX,78730,5918 WEST COURTYARD DRIVE SUITE 500,AUSTIN,TX,78730,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0001984060/000095017023056532/aesi-20230930.htm,48453,Travis County,1.0,"5918 W. COURTYARD DRIVE , SUITE 500|AUSTIN|TX|78730"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0034,Atlas Energy Solutions Inc.,AESI,2024-02-27,10-K,0000950170-24-021342,"5918 W. Courtyard Drive, Suite 500",Austin,TX,78730,5918 WEST COURTYARD DRIVE SUITE 500,AUSTIN,TX,78730,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0001984060/000095017024021342/aesi-20231231.htm,48453,Travis County,1.0,"5918 W. COURTYARD DRIVE, SUITE 500|AUSTIN|TX|78730"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0035,Atlas Energy Solutions Inc.,AESI,2026-02-24,10-K,0001193125-26-067145,"5918 W. Courtyard Drive, Suite 500",Austin,TX,78730,5918 WEST COURTYARD DRIVE SUITE 500,AUSTIN,TX,78730,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0001984060/000119312526067145/aesi-20251231.htm,48453,Travis County,1.0,"5918 W. COURTYARD DRIVE, SUITE 500|AUSTIN|TX|78730"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0234,Atlas Energy Solutions Inc.,AESI,2026-05-05,10-Q,0001193125-26-206587,"5918 W. Courtyard Drive , Suite 500",Austin,TX,78730,5918 WEST COURTYARD DRIVE SUITE 500,AUSTIN,TX,78730,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0001984060/000119312526206587/aesi-20260331.htm,48453,Travis County,1.0,"5918 W. COURTYARD DRIVE , SUITE 500|AUSTIN|TX|78730"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0040,BARFRESH FOOD GROUP INC.,BRFH,2026-04-15,10-K,0001493152-26-016807,12100 Wilshire Boulevard,Los Angeles,CA,90025,"12100 WILSHIRE BOULEVARD, 8TH FLOOR,",LOS ANGELES,CA,90025,06037,Los Angeles County,data/raw/sec_edgar_hq/filing_documents/CIK0001487197/000149315226016807/form10-k.htm,06037,Los Angeles County,1.0,12100 WILSHIRE BOULEVARD|LOS ANGELES|CA|90025
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0041,BLUE DOLPHIN ENERGY CO,BDCO,2009-03-13,10-K,0000950134-09-005313,"801 Travis Street, Suite 2100",Houston,TX,77002,801 TRAVIS SUITE 2100,HOUSTON,TX,77002-5729,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0000793306/000095013409005313/h66126e10vk.htm,48201,Harris County,1.0,"801 TRAVIS STREET, SUITE 2100|HOUSTON|TX|77002"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0042,BLUE DOLPHIN ENERGY CO,BDCO,2026-03-31,10-K,0001437749-26-010712,"801 Travis Street, Suite 2100",Houston,TX,77002,801 TRAVIS SUITE 2100,HOUSTON,TX,77002-5729,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0000793306/000143774926010712/bdco20251231_10k.htm,48201,Harris County,1.0,"801 TRAVIS STREET, SUITE 2100|HOUSTON|TX|77002"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0239,BLUE DOLPHIN ENERGY CO,BDCO,2026-05-15,10-Q,0001437749-26-017402,"801 Travis Street, Suite 2100",Houston,TX,77002,801 TRAVIS SUITE 2100,HOUSTON,TX,77002-5729,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0000793306/000143774926017402/bdco20260331_10q.htm,48201,Harris County,1.0,"801 TRAVIS STREET, SUITE 2100|HOUSTON|TX|77002"
medium,street number matches but street text differs,operator_spot_check_before_source_promotion,sec_pit_0044,BRIDGFORD FOODS CORP,BRID,2003-01-28,10-K,0000892569-03-000210,1308 North Patt Street,Anaheim,CA,92801,1308 N PATT ST P O BOX 3773,ANAHEIM,CA,92801,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0000014177/000089256903000210/a87175e10vk.htm,06059,Orange County,1.0,1308 NORTH PATT STREET|ANAHEIM|CA|92801
