batch_id,queue_row_id,attempt_label,census_street,census_city,census_state,census_zip,repair_notes,address_key,entity_name,primary_ticker,filing_date,filing_accession,geocode_review_reason,current_snapshot_fips,current_snapshot_county_name
sec_pit_0285__019,sec_pit_0285,parsed_original,"700 Milam Street, Suite 800",Houston,TX,77002,,"700 MILAM STREET, SUITE 800|HOUSTON|TX|77002","Cheniere Energy Partners, L.P.",CQP,2007-05-09,0001193125-07-106387,,48201,Harris County
sec_pit_0285__020,sec_pit_0285,suite_stripped_parser_repair,700 Milam Street,Houston,TX,77002,suite_stripped,"700 MILAM STREET, SUITE 800|HOUSTON|TX|77002","Cheniere Energy Partners, L.P.",CQP,2007-05-09,0001193125-07-106387,,48201,Harris County
sec_pit_0285__021,sec_pit_0285,snapshot_street_after_parser_repair,845 TEXAS AVENUE SUITE 1250,Houston,TX,77002,snapshot_street_check,"700 MILAM STREET, SUITE 800|HOUSTON|TX|77002","Cheniere Energy Partners, L.P.",CQP,2007-05-09,0001193125-07-106387,,48201,Harris County
sec_pit_0090__022,sec_pit_0090,parsed_original,"700 Milam Street, Suite 800",Houston,TX,77002,,"700 MILAM STREET, SUITE 800|HOUSTON|TX|77002","Cheniere Energy Partners, L.P.",CQP,2008-02-27,0001193125-08-039309,,48201,Harris County
sec_pit_0090__023,sec_pit_0090,suite_stripped_parser_repair,700 Milam Street,Houston,TX,77002,suite_stripped,"700 MILAM STREET, SUITE 800|HOUSTON|TX|77002","Cheniere Energy Partners, L.P.",CQP,2008-02-27,0001193125-08-039309,,48201,Harris County
sec_pit_0090__024,sec_pit_0090,snapshot_street_after_parser_repair,845 TEXAS AVENUE SUITE 1250,Houston,TX,77002,snapshot_street_check,"700 MILAM STREET, SUITE 800|HOUSTON|TX|77002","Cheniere Energy Partners, L.P.",CQP,2008-02-27,0001193125-08-039309,,48201,Harris County
sec_pit_0287__025,sec_pit_0287,parsed_original,"700 Milam Street, Suite 1900",Houston,TX,77002,,"700 MILAM STREET, SUITE 1900|HOUSTON|TX|77002","Cheniere Energy, Inc.",LNG,2015-04-30,0000003570-15-000084,,48201,Harris County
sec_pit_0287__026,sec_pit_0287,suite_stripped_parser_repair,700 Milam Street,Houston,TX,77002,suite_stripped,"700 MILAM STREET, SUITE 1900|HOUSTON|TX|77002","Cheniere Energy, Inc.",LNG,2015-04-30,0000003570-15-000084,,48201,Harris County
sec_pit_0287__027,sec_pit_0287,snapshot_street_after_parser_repair,845 TEXAS AVENUE SUITE 1250,Houston,TX,77002,snapshot_street_check,"700 MILAM STREET, SUITE 1900|HOUSTON|TX|77002","Cheniere Energy, Inc.",LNG,2015-04-30,0000003570-15-000084,,48201,Harris County
sec_pit_0092__028,sec_pit_0092,parsed_original,"700 Milam Street, Suite 1900",Houston,TX,77002,,"700 MILAM STREET, SUITE 1900|HOUSTON|TX|77002","Cheniere Energy, Inc.",LNG,2016-02-19,0000003570-16-000284,,48201,Harris County
sec_pit_0092__029,sec_pit_0092,suite_stripped_parser_repair,700 Milam Street,Houston,TX,77002,suite_stripped,"700 MILAM STREET, SUITE 1900|HOUSTON|TX|77002","Cheniere Energy, Inc.",LNG,2016-02-19,0000003570-16-000284,,48201,Harris County
sec_pit_0092__030,sec_pit_0092,snapshot_street_after_parser_repair,845 TEXAS AVENUE SUITE 1250,Houston,TX,77002,snapshot_street_check,"700 MILAM STREET, SUITE 1900|HOUSTON|TX|77002","Cheniere Energy, Inc.",LNG,2016-02-19,0000003570-16-000284,,48201,Harris County
sec_pit_0300__031,sec_pit_0300,parsed_original,804 Carnegie Center,Princeton,NJ,08540,,804 CARNEGIE CENTER|PRINCETON|NJ|08540,"Clearway Energy, Inc.",CWEN,2016-11-04,0001567683-16-000067,,34021,Mercer County
sec_pit_0300__032,sec_pit_0300,snapshot_street_after_parser_repair,"300 CARNEGIE CENTER, SUITE 300",Princeton,NJ,08540,snapshot_street_check,804 CARNEGIE CENTER|PRINCETON|NJ|08540,"Clearway Energy, Inc.",CWEN,2016-11-04,0001567683-16-000067,,34021,Mercer County
sec_pit_0103__033,sec_pit_0103,parsed_original,804 Carnegie Center,Princeton,NJ,08540,,804 CARNEGIE CENTER|PRINCETON|NJ|08540,"Clearway Energy, Inc.",CWEN,2017-02-28,0001567683-17-000010,,34021,Mercer County
