cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,packet_rank,provider_name,state_abbr,street_address,city,zip5,raw_county,review_issue,candidate_method,suggested_fips,suggested_county_name,supporting_matched_provider_rows,closeout_action,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
050708,2023,assign_county,06019,"Fresno County, California",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Fresno County, California (06019) for provider 050708 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,31,FRESNO SURGICAL HOSPITAL,CA,6125 NORTH FRESNO STREET,FRESNO,96710,,cms_county_blank,same_state_city_unique_matched_cms_rows,06019,"Fresno County, California",4,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
212002,2024,assign_county,24043,"Washington County, Maryland",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Washington County, Maryland (24043) for provider 212002 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,32,WESTERN MARYLAND HOSPITAL CENTER,MD,1500 PENNSYLVANIA AVENUE,HAGERSTOWN,21740,,cms_county_blank,same_state_city_unique_matched_cms_rows,24043,"Washington County, Maryland",2,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
670112,2024,assign_county,48029,"Bexar County, Texas",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Bexar County, Texas (48029) for provider 670112 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,33,CUMBERLAND SURGICAL HOSPITAL,TX,5330 NORTH LOOP 1604 WEST,SAN ANTONIO,78249,,cms_county_blank,same_state_city_unique_matched_cms_rows,48029,"Bexar County, Texas",21,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
190044,2023,assign_county,22001,"Acadia Parish, Louisiana",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Acadia Parish, Louisiana (22001) for provider 190044 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,34,ACADIA GENERAL HOSPITAL,LA,190044,CROWLEY,70526,,cms_county_blank,same_state_city_unique_matched_cms_rows,22001,"Acadia Parish, Louisiana",1,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
103052,2023,assign_county,12031,"Duval County, Florida",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Duval County, Florida (12031) for provider 103052 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,35,ENCOMPASS HEALTH REHABILITATION HOSP,FL,11595 BURNT MILL ROAD,JACKSONVILLE,32256,,cms_county_blank,same_state_city_unique_matched_cms_rows,12031,"Duval County, Florida",10,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
393036,2024,assign_county,42079,"Luzerne County, Pennsylvania",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Luzerne County, Pennsylvania (42079) for provider 393036 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,36,JOHN HEINZ INSTIT. OF REHAB MEDICINE,PA,150 MUNDY ST,WILKES-BARRE,18436,,cms_county_blank,same_state_city_unique_matched_cms_rows,42079,"Luzerne County, Pennsylvania",1,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
190116,2024,assign_county,22067,"Morehouse Parish, Louisiana",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Morehouse Parish, Louisiana (22067) for provider 190116 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,37,MOREHOUSE GENERAL HOSPITAL,LA,323 W. WALNUT STREET,BASTROP,71121,,cms_county_blank,same_state_city_unique_matched_cms_rows,22067,"Morehouse Parish, Louisiana",2,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
670265,2024,assign_county,48121,"Denton County, Texas",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Denton County, Texas (48121) for provider 670265 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,38,LEGENT ORTHOPEDIC HOSPITAL CARROLLTO,TX,1401 EAST TRINITY MILLS ROAD,CARROLLTON,75007,,cms_county_blank,same_state_city_unique_matched_cms_rows,48121,"Denton County, Texas",2,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
670136,2023,assign_county,48453,"Travis County, Texas",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Travis County, Texas (48453) for provider 670136 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,39,BSW MEDICAL CENTER - AUSTIN,TX,5245 W US 290,AUSTIN,78735,,cms_county_blank,same_state_city_unique_matched_cms_rows,48453,"Travis County, Texas",17,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
054149,2024,assign_county,06001,"Alameda County, California",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Alameda County, California (06001) for provider 054149 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,40,WILLOW ROCK CENTER,CA,22050 FAIRMONT DRIVE,SAN LEANDRO,94578,,cms_county_blank,same_state_city_unique_matched_cms_rows,06001,"Alameda County, California",2,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
213300,2024,assign_county,24005,"Baltimore County, Maryland",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Baltimore County, Maryland (24005) for provider 213300 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,41,MT WASHINGTON PEDIATRICS,MD,1708 WEST ROGERS AVENUE,BALTIMORE,21209,,cms_county_blank,same_state_city_unique_matched_cms_rows,24005,"Baltimore County, Maryland",12,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
443303,2024,assign_county,47093,"Knox County, Tennessee",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Knox County, Tennessee (47093) for provider 443303 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,42,EAST TENNESSEE CHILDRENS HOSPITAL,TN,2018 CLINCH AVENUE,KNOXVILLE,37901,,cms_county_blank,same_state_city_unique_matched_cms_rows,47093,"Knox County, Tennessee",9,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400016,2023,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400016 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,43,AUXILIO MUTUO HOSPITAL,PR,PONCE DE LEON,SAN JUAN,00919,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400044,2023,assign_county,72113,Ponce Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Ponce Muno (72113) for provider 400044 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,44,SAN LUCAS PONCE,PR,917 AVE TITO CASTRO,PONCE,00733,,cms_county_blank,same_state_city_unique_matched_cms_rows,72113,Ponce Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400061,2024,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400061 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,45,UNIVERSITY DISCTRICT HOSPITAL,PR,BO. MONACILLO,SAN JUAN,00922,PUERTO RICO,county_text_unmatched,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400001,2024,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400001 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,46,ASHFORD PRESBYTERIAN COMMUNITY CORP,PR,1451 ASHFORD AVE.,SAN JUAN,00902,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400015,2024,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400015 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,47,SAN JUAN MUNICIPAL HOSPITAL,PR,RIO PIEDRAS STATION,SAN JUAN,00928,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400098,2023,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400098 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,48,HOSPITAL SAN FRANCISCO,PR,DE DIEGO AVE. #371,RIO PIEDRAS,00923,RIO PIEDRAS,county_text_unmatched,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,1,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400127,2024,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400127 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,49,ADMIN DE SERVICIOS MEDICOS DE PR,PR,CENTRO MEDICO,SAN JUAN,00922,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400106,2023,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400106 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,50,HOSPITAL METROPOLITANO,PR,21 #1785,RIO PIEDRAS,00922,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,1,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400022,2023,assign_county,72113,Ponce Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Ponce Muno (72113) for provider 400022 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,51,HOSPITAL DAMAS,PR,2213 PONCE BY PASS,PONCE,00717,,cms_county_blank,same_state_city_unique_matched_cms_rows,72113,Ponce Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
224045,2023,assign_county,25027,"Worcester County, Massachusetts",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Worcester County, Massachusetts (25027) for provider 224045 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,52,HOSPITAL FOR BEHAVIORAL MEDICINE,MA,100 CENTURY DR,WORCESTER,01606,COLES,county_text_unmatched,same_state_city_unique_matched_cms_rows,25027,"Worcester County, Massachusetts",5,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400003,2023,assign_county,72113,Ponce Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Ponce Muno (72113) for provider 400003 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,53,HOSPITAL DR. PILA,PR,2445 AVE. LAS AMERICAS,PONCE,00731,,cms_county_blank,same_state_city_unique_matched_cms_rows,72113,Ponce Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400006,2023,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400006 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,54,DOCTORS CENTER HOSPITAL SAN JUAN I,PR,1395 SAN RAFAEL ST. PDA. 20,SAN JUAN,00910,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
450874,2023,assign_county,48113,"Dallas County, Texas",0.76,"Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned Dallas County, Texas (48113) for provider 450874 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,55,BAYLOR SURGICAL HOSPITAL LAS COLINAS,TX,400 W I-635 SUITE 101,IRVING,75063,IRVING,county_text_unmatched,same_state_city_unique_matched_cms_rows,48113,"Dallas County, Texas",1,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
400134,2023,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 400134 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,56,SAN JORGE CHILDRENS & WOMEN HOSPITAL,PR,258 SAN JORGE STREET,SAN JUAN,00914,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
403301,2024,assign_county,72127,San Juan Muno,0.76,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned San Juan Muno (72127) for provider 403301 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,57,UNIVERSITY PEDIATRIC HOSPITAL,PR,PO BOX 191079,SAN JUAN,00910,,cms_county_blank,same_state_city_unique_matched_cms_rows,72127,San Juan Muno,3,spot_check_same_city_candidate_before_assignment,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; candidate_confidence_below_0_86,False
050224,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 050224 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,58,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,ONE HOAG DRIVE,NEWPORT BEACH,92658,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
050367,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 050367 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,59,NORTHBAY HOSPITAL GROUP,CA,1200 B. GALE WILSON BLVD,FAIRFIELD,94533,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
390180,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 390180 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,60,CROZER CHESTER MEDICAL CENTER,PA,ONE MEDICAL CENTER BLVD.,UPLAND,19013,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
250141,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 250141 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,61,BAPTIST MEM HOSPITAL DESOTO,MS,7601 SOUTHCREST,SOUTHAVEN,38671,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
500036,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 500036 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,62,YAKIMA VALLEY MEMORIAL HOSPITAL,WA,2811 TIETON DRIVE,YAKIMA,98902,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
100189,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 100189 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,63,HCA FLORIDA NORTHWEST HOSPITAL,FL,2801 NORTH STATE ROAD 7,MARGATE,33063,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
230151,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 230151 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,64,COREWELL HEALTH- FARMINGTON HILLS,MI,28050 GRAND RIVER,FARMINGTON HILLS,48336,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
100269,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 100269 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,65,HCA FLORIDA PALMS WEST HOSPITAL,FL,13001 STATE ROAD 80,LOXAHATCHEE,33470,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
220084,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 220084 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,66,EMERSON HOSPITAL,MA,113 ORNC,CONCORD,01742,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
