cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,packet_rank,provider_name,state_abbr,street_address,city,zip5,raw_county,review_issue,candidate_method,suggested_fips,suggested_county_name,supporting_matched_provider_rows,closeout_action,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
110236,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 110236 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,106,CHI MEMORIAL HOSPITAL - GEORGIA,GA,101 GROSS CRESCENT CIRCLE,FT OGLETHORPE,30742,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
150022,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 150022 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,107,FRANCISCAN HEALTH CRAWFORDSVILLE,IN,1710 LAFAYETTE ROAD,CRAWFORDSVILLE,47933,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
144028,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 144028 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,108,JOHN J MADDEN MENTAL HEALTH CENTER,IL,1200 S FIRST AVE,HINES,60141,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
231325,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 231325 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,109,MYMICHIGAN MEDICAL CENTER GLADWIN,MI,515 QUATER STREET,GLADWIN,48624,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
370178,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 370178 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,110,ADAIR COUNTY HEALTH CENTER,OK,100 HIGHWAY WEST,STILWELL,74960,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
361330,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 361330 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,111,HOCKING VALLEY,OH,601 STATE ROUTE 664,LOGAN,43138,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
451333,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 451333 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,112,MARTIN COUNTY HOSPITAL,TX,610 N. SAINT PETER STREET,STANTON,79782,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
251300,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 251300 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,113,S.E. LACKEY MEMORIAL HOSPITAL,MS,330 NORTH BROAD STEET,FOREST,39074,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
110111,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 110111 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,114,UNIVERSITY HOSPITAL MCDUFFIE,GA,2460 WASHINGTON RD NE,THOMSON,30824,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
110111,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 110111 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,115,UNIVERSITY HOSPITAL MCDUFFIE,GA,2460 WASHINGTON RD NE,THOMSON,30824,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
140167,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 140167 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,116,IROQUOIS MEMORIAL HOSPITAL,IL,200 FAIRMAN AVENUE,WATSEKA,60970,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
141353,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 141353 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,117,IROQUOIS MEMORIAL HOSPITAL,IL,200 FAIRMAN AVENUE,WATSEKA,60970,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
181331,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 181331 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,118,MCDOWELL ARH,KY,9879 ROUTE 122,MCDOWELL,41647,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
341317,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 341317 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,119,LIFEBRITE COMM HOSP OF STOKES,NC,1570 NC 8 & 89 HWY N,DANBURY,27016,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
291311,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 291311 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,120,DESERT VIEW REGIONAL MEDICAL CENTER,NV,360 S LOLA LANE,PAHRUMP,89048,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
451396,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 451396 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,121,MID COAST MEDICAL CENTER-CENTRAL,TX,200 N. OLLIE STREET,LLANO,78643,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
511310,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 511310 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,122,SUMMERS COUNTY ARH,WV,TERRACE STREET,HINTON,25951,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
370015,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 370015 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,123,HILLCREST HOSPITAL PRYOR,OK,111 N. BAILEY,PRYOR,74361,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
670131,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 670131 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,124,BAYLOR SCOTT & WHITE - BUDA,TX,5330 OVERPASS ROAD SUITE 110,BUDA,78610,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
371338,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 371338 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,125,HARMON MEMORIAL HOSPITAL,OK,400 EAST CHESTNUT,HOLLIS,73550,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
451331,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 451331 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,126,COON MEMORIAL HOSPITAL,TX,1411 DENVER,DALHART,79022,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
390104,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 390104 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,127,UPMC KANE,PA,4372 ROUTE 6,KANE,16735,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
011306,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 011306 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,128,TANNER MEDICAL CENTER ALABAMA INC.,AL,1032 MAIN STREET SOUTH,WEDOWEE,36278,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
171357,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 171357 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,129,HILLSBORO COMMUNITY HOSPITAL,KS,101 INDUSTRIAL BLVD,HILLSBORO,67063,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
241301,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 241301 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,130,LAKEWOOD HEALTH CENTER,MN,600 MAIN AVENUE S,BAUDETTE,56623,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
371331,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 371331 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,131,DRUMRIGHT REGIONAL HOSPITAL,OK,610 WEST BYPASS,DRUMRIGHT,74030,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
371303,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 371303 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,132,ROGER MILLS MEMORIAL HOSPITAL,OK,501 SOUTH LL MALES AVENUE,CHEYENNE,73628,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
521300,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 521300 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,133,ASPIRUS EAGLE RIVER HOSPITAL,WI,201 HOSPITAL ROAD,EAGLE RIVER,54521,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
670285,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 670285 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,134,KINGWOOD EMERGENCY HOSPITAL,TX,23330 HIGHWAY 59 N,KINGWOOD,77339,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
014006,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 014006 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,135,MOUNTAIN VIEW HOSPITAL,AL,3001 SCENIC HWY,GADSEN,35904,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
194118,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 194118 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,136,MERCY BEHAVIORAL HOSPITAL,LA,2810 US HIGHWAY 71 S,LECOMPTE,71346,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
244016,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 244016 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,137,PRAIRIECARE,MN,9400 ZANE AVE N,BROOKLYN PARK,55443,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
264020,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 264020 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,138,ROYAL OAKS HOSPITAL,MO,307 NORTH MAIN,WINDSOR,65360,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
414003,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 414003 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,139,EMMA P BRADLEY HOSPITAL,RI,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,02915,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
453317,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 453317 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,140,COOK CHILDREN CARE,TX,4100 W UNIVERSITY DR,PROSPER,75078,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
464007,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 464007 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,141,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,UT,592 WEST 1350 SOUTH,WOOD CROSS,84087,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
493300,2024,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 493300 fiscal year 2024. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,142,CUMBERLAND HOSPITAL LLC,VA,9407 CUMBERLAND RD,NEW KENT,23124,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
514011,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 514011 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,143,HIGHLAND CLARKSBURG HOSPITAL INC,WV,3 HOSPITAL PLAZA,CLARKSBURG,26301,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
400109,2023,assign_county,,,0.0,Accepted report-only institutional-anchor CMS provider geocode closeout: same-state/same-ZIP unique matched CMS county assigned  () for provider 400109 fiscal year 2023. Same-city and external-geocode rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_closeout_packet.csv,approve_same_zip_candidate_after_address_spotcheck,2026-06-04T15:35:17.159055+00:00,144,HOSPITAL HIMA SAN PABLO BAYAMON,PR,SANTA CRUZ # 70,BAYAMON,00959,,cms_county_blank,external_geocode_required,,,0,external_geocode_required,held_or_rejected,not_same_zip_closeout_action; not_same_zip_candidate_method; suggested_fips_not_in_county_lookup; candidate_confidence_below_0_86,False
