display_guarded_residual_rank,current_residual_rank,fips,county,state_abbr,investable_residual_model_score,preboom_classifier_score,total_population,emerging_market_depth_adequacy,wave3_net_support,preboom_prior_momentum_rank_pct,short_thesis,structural_summary
52,79.0,26047,"Emmet County, Michigan",MI,0.050782592484642564,0.23509728270326158,33949.0,0.9764309178455082,0.1082598691361107,0.34348671419313026,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 34.3%, inside the not-hot gate. Market-depth adequacy is high (0.976).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.732); scarcity/amenity balance is moderate (0.643). Brakes: wetlands constraint is heavy (0.745); constraint pressure is moderate (0.612).
53,81.0,35005,"Chaves County, New Mexico",NM,0.050145571825169453,0.6477902509788129,63697.0,0.9129171771491311,0.3327727551676472,0.09202851587815943,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 9.2%, inside the not-hot gate. Market-depth adequacy is high (0.913).",Wave 3 support is strong; structural brakes are light. Supports: optionality is strong (0.731); fragility/support balance is strong (0.718); site-thesis support is strong (0.715). Brakes: no major structural brakes flagged.
54,85.0,37153,"Richmond County, North Carolina",NC,0.048813567018669686,0.5668769701245444,41990.0,0.9573164812127898,-0.0921908018518161,0.41250810110174985,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 41.3%, inside the not-hot gate. Market-depth adequacy is high (0.957).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.631). Brakes: wetlands constraint is moderate (0.638); fragility pressure is moderate (0.629); constraint complexity is moderate (0.585).
55,86.0,32019,"Lyon County, Nevada",NV,0.04878390043845124,0.36707221069680873,63718.0,0.899419403125107,0.1049467448694452,0.15780946208684382,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 15.8%, inside the not-hot gate. Market-depth adequacy is high (0.899).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.793); optionality is moderate (0.660); site-thesis support is moderate (0.648). Brakes: constraint pressure is moderate (0.563).
56,90.0,42035,"Clinton County, Pennsylvania",PA,0.04818186707266986,0.32494525634507265,37865.0,0.9346375233448657,0.2331944522954054,0.3285806869734284,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 32.9%, inside the not-hot gate. Market-depth adequacy is high (0.935).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.758); fragility/support balance is moderate (0.668); optionality is moderate (0.657). Brakes: constraint pressure is moderate (0.595).
57,91.0,36047,"Kings County, New York",NY,0.048125266696657565,0.43934571023548574,2617631.0,0.4780702053765269,0.0359194962228243,0.16753078418664938,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 16.8%, inside the not-hot gate. Market-depth adequacy is moderate (0.478).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.745); site-thesis support is strong (0.719); optionality is moderate (0.624). Brakes: fragility pressure is heavy (0.721); wetlands constraint is moderate (0.615); constraint complexity is moderate (0.557).
58,92.0,36003,"Allegany County, New York",NY,0.04790195113843279,0.051696857844582535,47299.0,0.9438763657606708,-0.0175818429415159,0.712248865845755,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 71.2%, inside the not-hot gate. Market-depth adequacy is high (0.944).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.681).
59,95.0,12021,"Collier County, Florida",FL,0.04685435602885603,0.040716210516311226,416233.0,0.5403108631071571,-0.1252469106733681,0.6850291639662994,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 68.5%, inside the not-hot gate. Market-depth adequacy is moderate (0.540).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is strong (0.904); site-thesis support is strong (0.733). Brakes: wetlands constraint is heavy (0.990); fragility pressure is heavy (0.784); constraint complexity is moderate (0.636).
60,96.0,21089,"Greenup County, Kentucky",KY,0.046580234866292335,0.6070180189424511,35273.0,0.8605672680066107,0.1234386357191276,0.48152948801036943,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 48.2%, inside the not-hot gate. Market-depth adequacy is high (0.861).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.616); fragility/support balance is moderate (0.612). Brakes: no major structural brakes flagged.
61,97.0,37191,"Wayne County, North Carolina",NC,0.04655064486977736,0.052315765927403446,120338.0,0.7318003636608839,-0.2035671830569631,0.6950745301360985,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 69.5%, inside the not-hot gate. Market-depth adequacy is high (0.732).",Wave 3 support is thin; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.686); fragility pressure is moderate (0.564); constraint complexity is moderate (0.559).
62,99.0,35006,"Cibola County, New Mexico",NM,0.046460620074039935,0.6221271175240561,26686.0,0.649216955862457,0.1704649993789556,0.34996759559300067,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 35.0%, inside the not-hot gate. Market-depth adequacy is moderate (0.649).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.649); scarcity/amenity balance is moderate (0.647); site-thesis support is moderate (0.607). Brakes: fragility pressure is moderate (0.633).
63,100.0,54051,"Marshall County, West Virginia",WV,0.046106895285977695,0.3674900536340504,29354.0,0.8045617117078119,0.2290451887772691,0.1594296824368114,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 15.9%, inside the not-hot gate. Market-depth adequacy is high (0.805).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.726); optionality is strong (0.674). Brakes: no major structural brakes flagged.
64,,01015,"Calhoun County, Alabama",AL,0.04534830525240706,0.616311609162995,116427.0,0.7405342075641788,-0.0169398584301371,0.2031756318859365,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 20.3%, inside the not-hot gate. Market-depth adequacy is high (0.741).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.681). Brakes: fragility pressure is moderate (0.668); constraint complexity is moderate (0.588).
65,,28047,"Harrison County, Mississippi",MS,0.04495744983099883,0.41445093285293344,213730.0,0.6264813418668975,-0.1551248570725546,0.29909267660401817,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 29.9%, inside the not-hot gate. Market-depth adequacy is moderate (0.626).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is strong (0.834); site-thesis support is moderate (0.626); optionality is moderate (0.625). Brakes: wetlands constraint is heavy (0.920); fragility pressure is heavy (0.863); constraint complexity is moderate (0.648).
66,,13055,"Chattooga County, Georgia",GA,0.044373294625506626,0.2170902924963403,25306.0,0.6837326759562152,-0.1097755428933372,0.4014906027219702,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 40.1%, inside the not-hot gate. Market-depth adequacy is moderate (0.684).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is heavy (0.688); constraint complexity is moderate (0.628); constraint pressure is moderate (0.588).
67,,02090,"Fairbanks North Star Borough, Alaska",AK,0.04387559988275746,0.3190869180863487,94951.0,0.7910343020226464,0.2097373554877659,0.152300712896954,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 15.2%, inside the not-hot gate. Market-depth adequacy is high (0.791).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.709); fragility/support balance is strong (0.681); optionality is moderate (0.670). Brakes: no major structural brakes flagged.
68,,42101,"Philadelphia County, Pennsylvania",PA,0.04271974659059933,0.5919137267019516,1573916.0,0.47593339018978864,0.2983633005511744,0.27025275437459495,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 27.0%, inside the not-hot gate. Market-depth adequacy is moderate (0.476).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.785); fragility/support balance is strong (0.775); site-thesis support is strong (0.722). Brakes: wetlands constraint is moderate (0.561).
69,,54099,"Wayne County, West Virginia",WV,0.04194816604949601,0.4981843185140421,37589.0,0.8627789812819942,0.2104214455858495,0.45366169799092676,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 45.4%, inside the not-hot gate. Market-depth adequacy is high (0.863).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.696); scarcity/amenity balance is strong (0.693); fragility/support balance is moderate (0.630). Brakes: no major structural brakes flagged.
70,,12107,"Putnam County, Florida",FL,0.041705130355876044,0.4543114153664829,77301.0,0.8531457567684632,-0.2419399388494169,0.4128321451717434,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 41.3%, inside the not-hot gate. Market-depth adequacy is high (0.853).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is strong (0.751); site-thesis support is moderate (0.605). Brakes: fragility pressure is heavy (0.866); wetlands constraint is heavy (0.794); constraint complexity is heavy (0.711).
71,,17163,"St. Clair County, Illinois",IL,0.03968514405346133,0.26739905701198197,251149.0,0.6097259822452998,-0.0135009269585805,0.36163318211276735,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 36.2%, inside the not-hot gate. Market-depth adequacy is moderate (0.610).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.620).
72,,17135,"Montgomery County, Illinois",IL,0.039513891299207286,0.3740646601355229,27615.0,0.7449008587659225,0.0599476267621332,0.18535320803629293,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 18.5%, inside the not-hot gate. Market-depth adequacy is high (0.745).",Wave 3 support is moderate; structural brakes are light. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
73,,42127,"Wayne County, Pennsylvania",PA,0.03910881751238433,0.5628031284626142,51419.0,0.91740149550034,-0.0964565745341606,0.4471808165910564,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 44.7%, inside the not-hot gate. Market-depth adequacy is high (0.917).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.641); constraint complexity is moderate (0.600); wetlands constraint is moderate (0.564).
74,,21193,"Perry County, Kentucky",KY,0.03895488099174777,0.48424872761440835,26739.0,0.740238790397886,0.1424667447997377,0.21062864549578741,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 21.1%, inside the not-hot gate. Market-depth adequacy is high (0.740).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.645). Brakes: no major structural brakes flagged.
75,,23029,"Washington County, Maine",ME,0.038871111971553136,0.12452429416972395,31383.0,0.9029992556544153,-0.1944322941301954,0.6510045366169799,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 65.1%, inside the not-hot gate. Market-depth adequacy is high (0.903).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.913); constraint pressure is moderate (0.652); constraint complexity is moderate (0.583).
76,,47029,"Cocke County, Tennessee",TN,0.03884017352094188,0.37374851645307167,37596.0,0.8586791989463108,0.0557956952427177,0.4358392741412832,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 43.6%, inside the not-hot gate. Market-depth adequacy is high (0.859).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.754); optionality is moderate (0.642). Brakes: fragility pressure is moderate (0.593).
77,,42129,"Westmoreland County, Pennsylvania",PA,0.03833524872031391,0.4692609542157036,350935.0,0.5684475145764284,0.2314038857268859,0.25534672715489304,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 25.5%, inside the not-hot gate. Market-depth adequacy is moderate (0.568).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.684); optionality is moderate (0.668). Brakes: no major structural brakes flagged.
78,,42039,"Crawford County, Pennsylvania",PA,0.038305958829705576,0.505948760550316,82089.0,0.8190642448211709,-0.1826749218709842,0.19539857420609202,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 19.5%, inside the not-hot gate. Market-depth adequacy is high (0.819).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.676); wetlands constraint is moderate (0.669); constraint complexity is moderate (0.633).
79,,47115,"Marion County, Tennessee",TN,0.038021493410283665,0.019933618320994124,29826.0,0.8243625542334803,0.0744556860945935,0.6989630589760207,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 69.9%, inside the not-hot gate. Market-depth adequacy is high (0.824).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.657); optionality is moderate (0.644). Brakes: no major structural brakes flagged.
80,,05023,"Cleburne County, Arkansas",AR,0.03780086692301317,0.3037241343081864,25646.0,0.8013401262112261,0.1653515636136042,0.4854180168502916,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 48.5%, inside the not-hot gate. Market-depth adequacy is high (0.801).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.707); scarcity/amenity balance is strong (0.694); optionality is strong (0.685). Brakes: wetlands constraint is moderate (0.594).
81,,37111,"McDowell County, North Carolina",NC,0.03754825724527424,0.41990520112832097,45269.0,0.9946298732084097,0.1054820941635827,0.4630589760207388,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 46.3%, inside the not-hot gate. Market-depth adequacy is high (0.995).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.710); optionality is moderate (0.660); site-thesis support is moderate (0.612). Brakes: constraint pressure is moderate (0.574).
82,,46103,"Pennington County, South Dakota",SD,0.037354658603426266,0.051157777508255044,115979.0,0.7134108873020693,0.1552710101644525,0.659753726506805,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 66.0%, inside the not-hot gate. Market-depth adequacy is high (0.713).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.671); scarcity/amenity balance is moderate (0.624); site-thesis support is moderate (0.622). Brakes: no major structural brakes flagged.
83,,47109,"McNairy County, Tennessee",TN,0.03702877143245242,0.21980631392983546,26103.0,0.7290721245658702,-0.1938198955258802,0.3946856772521063,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 39.5%, inside the not-hot gate. Market-depth adequacy is high (0.729).",Wave 3 support is thin; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is moderate (0.645); constraint complexity is moderate (0.578).
84,,29187,"St. Francois County, Missouri",MO,0.03680692605067519,0.3290376450029924,67503.0,0.8692092637639307,0.0224919099782779,0.6228127025275437,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 62.3%, inside the not-hot gate. Market-depth adequacy is high (0.869).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.608). Brakes: no major structural brakes flagged.
85,,39009,"Athens County, Ohio",OH,0.036494224098401896,0.46558356064052836,63218.0,0.9602605624658468,0.0631122135033979,0.4115359688917693,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 41.2%, inside the not-hot gate. Market-depth adequacy is high (0.960).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.651). Brakes: constraint pressure is moderate (0.624).
86,,53047,"Okanogan County, Washington",WA,0.036347470585142067,0.3647481450894721,44942.0,0.9943794189823448,0.1550553473685808,0.20868438107582632,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 20.9%, inside the not-hot gate. Market-depth adequacy is high (0.994).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.711); optionality is moderate (0.666); site-thesis support is moderate (0.645). Brakes: no major structural brakes flagged.
87,,16019,"Bonneville County, Idaho",ID,0.03599021002129792,0.6625842000382623,133644.0,0.696662733952822,0.0599250429343566,0.13836681788723265,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 13.8%, inside the not-hot gate. Market-depth adequacy is moderate (0.697).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.789); optionality is moderate (0.659); site-thesis support is moderate (0.642). Brakes: fragility pressure is moderate (0.595); constraint complexity is moderate (0.566); constraint pressure is moderate (0.555).
88,,50019,"Orleans County, Vermont",VT,0.03514897343880691,0.43901825704845826,27726.0,0.8638706689213724,-0.0057657000545096,0.5502268308489955,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 55.0%, inside the not-hot gate. Market-depth adequacy is high (0.864).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.621). Brakes: wetlands constraint is heavy (0.701); constraint pressure is heavy (0.679).
89,,05015,"Carroll County, Arkansas",AR,0.035095597183652176,0.3188192003728349,28968.0,0.8297668966355078,0.2025140513325989,0.43843162670123137,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 43.8%, inside the not-hot gate. Market-depth adequacy is high (0.830).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.663); developability is moderate (0.622); optionality is moderate (0.622). Brakes: no major structural brakes flagged.
90,,02122,"Kenai Peninsula Borough, Alaska",AK,0.034863874303099694,0.39388842049298256,61259.0,0.8829717908982697,0.1559909142656328,0.1406351263771873,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 14.1%, inside the not-hot gate. Market-depth adequacy is high (0.883).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.885); optionality is moderate (0.666); site-thesis support is moderate (0.657). Brakes: fragility pressure is moderate (0.628).
91,,22039,"Evangeline Parish, Louisiana",LA,0.034817812730987455,0.39783770884289343,31745.0,0.7713681831146408,-0.1860173712754216,0.07744653272845108,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 7.7%, inside the not-hot gate. Market-depth adequacy is high (0.771).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is heavy (0.755); wetlands constraint is moderate (0.665); constraint complexity is moderate (0.614).
92,,54069,"Ohio County, West Virginia",WV,0.034619618364372974,0.35081773461768617,41090.0,0.990353191217716,0.2703269852966414,0.2744653272845107,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 27.4%, inside the not-hot gate. Market-depth adequacy is high (0.990).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.763); optionality is strong (0.698); developability is moderate (0.610). Brakes: no major structural brakes flagged.
93,,36023,"Cortland County, New York",NY,0.034329038875810645,0.02136506261799714,45945.0,0.9813063736795561,-0.0433921079399379,0.7083603370058328,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 70.8%, inside the not-hot gate. Market-depth adequacy is high (0.981).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.709); constraint complexity is moderate (0.562).
94,,41043,"Linn County, Oregon",OR,0.03426485888466171,0.2507442197105276,132474.0,0.7116499217901553,-0.1289372975726742,0.3856124432922878,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 38.6%, inside the not-hot gate. Market-depth adequacy is high (0.712).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.635). Brakes: constraint pressure is heavy (0.673); constraint complexity is moderate (0.665); fragility pressure is moderate (0.632).
95,,21177,"Muhlenberg County, Kentucky",KY,0.03394332571572031,0.4162692594966868,30512.0,0.8025411564442462,-0.0624115726333006,0.4219053791315619,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 42.2%, inside the not-hot gate. Market-depth adequacy is high (0.803).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.679). Brakes: constraint pressure is moderate (0.649); wetlands constraint is moderate (0.615); constraint complexity is moderate (0.591).
96,,51035,"Carroll County, Virginia",VA,0.033828222794606295,0.3542408043210682,29242.0,0.8198045534094813,0.1718806878011257,0.3438107582631238,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 34.4%, inside the not-hot gate. Market-depth adequacy is high (0.820).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.640); fragility/support balance is moderate (0.604). Brakes: no major structural brakes flagged.
97,,42047,"Elk County, Pennsylvania",PA,0.03369446834471019,0.7106955378164843,30124.0,0.8553517350354872,0.2108944037257135,0.2741412832145172,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 27.4%, inside the not-hot gate. Market-depth adequacy is high (0.855).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.749); optionality is moderate (0.634); fragility/support balance is moderate (0.627). Brakes: constraint pressure is moderate (0.641).
98,,22071,"Orleans Parish, Louisiana",LA,0.03342809282219232,0.4643231420540861,362701.0,0.5666734265773721,-0.2787348023080144,0.04504212572909916,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 4.5%, inside the not-hot gate. Market-depth adequacy is moderate (0.567).",Wave 3 support is moderate; structural brakes are heavy. Supports: scarcity/amenity balance is moderate (0.657). Brakes: wetlands constraint is heavy (0.919); fragility pressure is heavy (0.838); constraint complexity is heavy (0.684).
99,,40015,"Caddo County, Oklahoma",OK,0.032713241742289116,0.5770647972097463,26337.0,0.7101882076511765,0.0815755850488756,0.12346079066753078,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 12.3%, inside the not-hot gate. Market-depth adequacy is high (0.710).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.670). Brakes: fragility pressure is moderate (0.580).
100,,26029,"Charlevoix County, Michigan",MI,0.032649889310637156,0.0425051331012789,26105.0,0.8658303241020013,0.1793198676055922,0.7271548930654569,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 72.7%, inside the not-hot gate. Market-depth adequacy is high (0.866).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.768); scarcity/amenity balance is strong (0.722). Brakes: wetlands constraint is heavy (0.775).
