boundary_name,boundary_n,boundary_window,boundary_margin,boundary_side,boundary_review_label,boundary_risk_points,primary_issue,review_action,fips,county_name,state,overall_rank,pred_avg_5yr,fiveyr_interval_width,fiveyr_model_disagreement_abs,confidence,confidence_score,source_confidence_score,source_confidence_band,n_runs_present,std_rank,rank_range,top25_presence_share,top50_presence_share,top100_presence_share,is_stable_top25,is_watchlist_boundary,risk_interval_uncertainty,risk_model_disagreement,risk_source_confidence,risk_run_history_churn,risk_confidence_label,operator_summary
top_100,100,20,-12,inside,do_not_promote_boundary,4,run_history_churn,block_boundary_promotion_until_uncertainty_reconciled,18121,"Parke County, Indiana",IN,88,0.18148167796558307,0.6346567641432402,0.06620342418802105,MEDIUM,0.7456985335066668,77.06666666666668,high,12.0,30.845165624846988,117.0,0.0,0.0,0.9166666666666666,False,True,1,0,0,2,1,rank #88 at top_100 (inside); interval 0.635; model gap 0.066; source confidence 77.1; run std 30.8; run range 117.
top_100,100,20,-11,inside,do_not_promote_boundary,4,run_history_churn,block_boundary_promotion_until_uncertainty_reconciled,26135,"Oscoda County, Michigan",MI,89,0.17228535960656466,0.6358250637931296,0.04035353115284557,MEDIUM,0.777762826747449,73.33333333333334,high,12.0,107.06101347390938,374.0,0.0,0.0,0.8333333333333334,False,True,1,0,0,2,1,rank #89 at top_100 (inside); interval 0.636; model gap 0.040; source confidence 73.3; run std 107.1; run range 374.
top_100,100,20,-1,inside,do_not_promote_boundary,4,run_history_churn,block_boundary_promotion_until_uncertainty_reconciled,01127,"Walker County, Alabama",AL,99,0.20918889608817887,0.6488094054441046,0.00037557565843238105,MEDIUM,0.7490250919037709,77.06666666666668,high,12.0,34.15339727544751,141.0,0.0833333333333333,0.0833333333333333,0.75,False,True,1,0,0,2,1,rank #99 at top_100 (inside); interval 0.649; model gap 0.000; source confidence 77.1; run std 34.2; run range 141.
top_100,100,20,0,inside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,26001,"Alcona County, Michigan",MI,100,0.17407704514635447,0.676349607017533,0.021426790900485493,HIGH,0.819248240967646,77.06666666666668,high,12.0,65.39645991716195,230.0,0.0,0.0,0.5,False,True,2,0,0,2,0,rank #100 at top_100 (inside); interval 0.676; model gap 0.021; source confidence 77.1; run std 65.4; run range 230.
top_100,100,20,10,outside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,18131,"Pulaski County, Indiana",IN,110,0.15921771430068987,0.6151958101678237,0.09988453940736797,MEDIUM,0.7604528129722092,77.06666666666668,high,12.0,15.062496070664643,50.0,0.0,0.0,0.1666666666666666,False,True,1,1,0,1,1,rank #110 at top_100 (outside); interval 0.615; model gap 0.100; source confidence 77.1; run std 15.1; run range 50.
top_100,100,20,11,outside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,34011,"Cumberland County, New Jersey",NJ,111,0.178217122457354,0.6356698910923319,0.07498460064714885,MEDIUM,0.7280362054361883,77.06666666666668,high,12.0,14.801719801796988,57.0,0.0,0.0,0.1666666666666666,False,True,1,1,0,1,1,rank #111 at top_100 (outside); interval 0.636; model gap 0.075; source confidence 77.1; run std 14.8; run range 57.
top_100,100,20,13,outside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,26085,"Lake County, Michigan",MI,113,0.1742982200566215,0.6519410994699154,0.005531090355571533,MEDIUM,0.7790492505598308,73.33333333333334,high,12.0,25.29283046096804,82.0,0.0,0.0,0.0,False,True,2,0,0,1,1,rank #113 at top_100 (outside); interval 0.652; model gap 0.006; source confidence 73.3; run std 25.3; run range 82.
top_100,100,20,16,outside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,36043,"Herkimer County, New York",NY,116,0.18130136190411023,0.645219813182312,0.07368867066614959,MEDIUM,0.789866216284004,73.33333333333334,high,12.0,16.20231932518155,67.0,0.0,0.0,0.0,False,True,1,1,0,1,1,rank #116 at top_100 (outside); interval 0.645; model gap 0.074; source confidence 73.3; run std 16.2; run range 67.
top_100,100,20,17,outside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,29081,"Harrison County, Missouri",MO,117,0.22436348866586137,0.7524588850905468,0.05852210827342186,HIGH,0.8008001374137999,73.33333333333334,high,12.0,55.96664320392238,177.0,0.0,0.0,0.0,False,True,2,0,0,2,0,rank #117 at top_100 (outside); interval 0.752; model gap 0.059; source confidence 73.3; run std 56.0; run range 177.
top_100,100,20,19,outside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,37065,"Edgecombe County, North Carolina",NC,119,0.23128994504816308,0.6998838069560102,0.00464673390402337,HIGH,0.7959874552439465,77.06666666666668,high,12.0,72.38465223227834,267.0,0.0,0.0,0.1666666666666666,False,True,2,0,0,2,0,rank #119 at top_100 (outside); interval 0.700; model gap 0.005; source confidence 77.1; run std 72.4; run range 267.
top_100,100,20,20,outside,do_not_promote_boundary,4,interval_uncertainty,block_boundary_promotion_until_uncertainty_reconciled,17029,"Coles County, Illinois",IL,120,0.15650922867853706,0.6327578452847045,0.08920382237830282,MEDIUM,0.7849280677580059,77.06666666666668,high,12.0,22.35661382719176,80.0,0.0,0.0,0.25,False,True,1,1,0,1,1,rank #120 at top_100 (outside); interval 0.633; model gap 0.089; source confidence 77.1; run std 22.4; run range 80.
top_100,100,20,-20,inside,stable,1,interval_uncertainty,eligible_for_operator_acceptance_only_no_auto_promotion,18083,"Knox County, Indiana",IN,80,0.17488779072335808,0.6026793897578558,0.005563795951434858,HIGH,0.8859874886760888,73.33333333333334,high,12.0,10.908364874829974,33.0,0.0,0.0,0.8333333333333334,False,False,1,0,0,0,0,rank #80 at top_100 (inside); interval 0.603; model gap 0.006; source confidence 73.3; run std 10.9; run range 33.
top_100,100,20,-15,inside,stable,1,interval_uncertainty,eligible_for_operator_acceptance_only_no_auto_promotion,39071,"Highland County, Ohio",OH,85,0.1851424135763512,0.6058835828811084,0.043935600022289245,HIGH,0.8434988689042104,77.06666666666668,high,12.0,5.160308893737651,18.0,0.0,0.0,1.0,False,False,1,0,0,0,0,rank #85 at top_100 (inside); interval 0.606; model gap 0.044; source confidence 77.1; run std 5.2; run range 18.
top_100,100,20,-13,inside,stable,1,interval_uncertainty,eligible_for_operator_acceptance_only_no_auto_promotion,19179,"Wapello County, Iowa",IA,87,0.18652298572900566,0.6453351906652687,0.03783597743993339,HIGH,0.8170530754297181,77.06666666666668,high,12.0,10.586941642104833,37.0,0.0,0.0,0.8333333333333334,False,False,1,0,0,0,0,rank #87 at top_100 (inside); interval 0.645; model gap 0.038; source confidence 77.1; run std 10.6; run range 37.
top_100,100,20,-10,inside,stable,1,interval_uncertainty,eligible_for_operator_acceptance_only_no_auto_promotion,39139,"Richland County, Ohio",OH,90,0.16864088298201946,0.5863742794642606,0.0481765011215286,HIGH,0.8008319458663287,77.06666666666668,high,12.0,11.436252829833675,40.0,0.0,0.0,0.9166666666666666,False,True,1,0,0,0,0,rank #90 at top_100 (inside); interval 0.586; model gap 0.048; source confidence 77.1; run std 11.4; run range 40.
top_100,100,20,-3,inside,stable,1,interval_uncertainty,eligible_for_operator_acceptance_only_no_auto_promotion,18053,"Grant County, Indiana",IN,97,0.17139122234071374,0.6026796139061887,0.056329407717487734,HIGH,0.8252562101384188,77.06666666666668,high,12.0,7.3608299927262415,31.0,0.0,0.0,0.8333333333333334,False,False,1,0,0,0,0,rank #97 at top_100 (inside); interval 0.603; model gap 0.056; source confidence 77.1; run std 7.4; run range 31.
top_100,100,20,-2,inside,stable,1,interval_uncertainty,eligible_for_operator_acceptance_only_no_auto_promotion,26039,"Crawford County, Michigan",MI,98,0.1715387874355188,0.6180263446616348,0.024514442882988985,HIGH,0.824218900122702,77.06666666666668,high,12.0,7.802486006317978,24.0,0.0,0.0,0.6666666666666666,False,False,1,0,0,0,0,rank #98 at top_100 (inside); interval 0.618; model gap 0.025; source confidence 77.1; run std 7.8; run range 24.
top_100,100,20,14,outside,stable,1,interval_uncertainty,eligible_for_operator_acceptance_only_no_auto_promotion,17039,"De Witt County, Illinois",IL,114,0.15190121499521014,0.577572585990449,0.021323234693655824,HIGH,0.8262608664331907,77.06666666666668,high,12.0,14.81681068205566,45.0,0.0,0.0,0.0,False,True,1,0,0,0,0,rank #114 at top_100 (outside); interval 0.578; model gap 0.021; source confidence 77.1; run std 14.8; run range 45.
top_100,100,20,-17,inside,watch,3,interval_uncertainty,hold_for_model_source_review_before_policy_change,17161,"Rock Island County, Illinois",IL,83,0.1539230027822403,0.5474848014954894,0.05838647217109749,MEDIUM,0.7811871633386407,77.06666666666668,high,12.0,20.57506581601462,78.0,0.0833333333333333,0.0833333333333333,1.0,False,True,1,0,0,1,1,rank #83 at top_100 (inside); interval 0.547; model gap 0.058; source confidence 77.1; run std 20.6; run range 78.
top_100,100,20,-16,inside,watch,3,run_history_churn,hold_for_model_source_review_before_policy_change,17187,"Warren County, Illinois",IL,84,0.17405014037339023,0.6137008553599196,0.001660935595668822,HIGH,0.8404048497047902,73.33333333333334,high,12.0,117.68714947484774,413.0,0.0,0.0,0.75,False,True,1,0,0,2,0,rank #84 at top_100 (inside); interval 0.614; model gap 0.002; source confidence 73.3; run std 117.7; run range 413.
top_100,100,20,-9,inside,watch,3,run_history_churn,hold_for_model_source_review_before_policy_change,36063,"Niagara County, New York",NY,91,0.16136618312681422,0.5652796106021324,0.051584967602982146,HIGH,0.8436640850438545,77.06666666666668,high,12.0,28.673184600799313,104.0,0.0,0.0,0.9166666666666666,False,True,1,0,0,2,0,rank #91 at top_100 (inside); interval 0.565; model gap 0.052; source confidence 77.1; run std 28.7; run range 104.
top_100,100,20,-6,inside,watch,3,interval_uncertainty,hold_for_model_source_review_before_policy_change,36075,"Oswego County, New York",NY,94,0.19115427237791727,0.7189910731202246,0.048112366140741214,MEDIUM,0.755587438921524,77.06666666666668,high,12.0,11.04124498908936,42.0,0.0,0.0,0.8333333333333334,False,True,2,0,0,0,1,rank #94 at top_100 (inside); interval 0.719; model gap 0.048; source confidence 77.1; run std 11.0; run range 42.
top_100,100,20,1,outside,watch,3,interval_uncertainty,hold_for_model_source_review_before_policy_change,18089,"Lake County, Indiana",IN,101,0.1486231238406726,0.501534470000197,0.08383411333199897,HIGH,0.8602786524788679,77.06666666666668,high,12.0,12.131539161386009,50.0,0.0,0.0,0.1666666666666666,False,True,1,1,0,1,0,rank #101 at top_100 (outside); interval 0.502; model gap 0.084; source confidence 77.1; run std 12.1; run range 50.
top_100,100,20,2,outside,watch,3,interval_uncertainty,hold_for_model_source_review_before_policy_change,18093,"Lawrence County, Indiana",IN,102,0.1621650908794729,0.5794724010391502,0.07570749757820916,MEDIUM,0.7667499145589678,77.06666666666668,high,12.0,12.940422924098945,49.0,0.0,0.0,0.25,False,True,1,1,0,0,1,rank #102 at top_100 (outside); interval 0.579; model gap 0.076; source confidence 77.1; run std 12.9; run range 49.
top_100,100,20,3,outside,watch,3,run_history_churn,hold_for_model_source_review_before_policy_change,37157,"Rockingham County, North Carolina",NC,103,0.18799780374708247,0.6033791694221214,0.054246666847516445,HIGH,0.8147544178671412,77.06666666666668,high,12.0,70.82944730873315,252.0,0.0,0.0,0.1666666666666666,False,True,1,0,0,2,0,rank #103 at top_100 (outside); interval 0.603; model gap 0.054; source confidence 77.1; run std 70.8; run range 252.
top_100,100,20,4,outside,watch,3,interval_uncertainty,hold_for_model_source_review_before_policy_change,26051,"Gladwin County, Michigan",MI,104,0.15999689206893997,0.6366145179993473,0.07658555270067358,MEDIUM,0.7667603684148686,77.06666666666668,high,12.0,10.770329614269007,37.0,0.0,0.0,0.1666666666666666,False,False,1,1,0,0,1,rank #104 at top_100 (outside); interval 0.637; model gap 0.077; source confidence 77.1; run std 10.8; run range 37.
top_100,100,20,5,outside,watch,3,interval_uncertainty,hold_for_model_source_review_before_policy_change,36041,"Hamilton County, New York",NY,105,0.17114291712999807,0.6850204728340827,0.0522096216607002,HIGH,0.8717643045325378,68.00000000000001,medium,12.0,29.79017531762016,78.0,0.0,0.0,0.0,False,True,2,0,0,1,0,rank #105 at top_100 (outside); interval 0.685; model gap 0.052; source confidence 68.0; run std 29.8; run range 78.
top_100,100,20,6,outside,watch,3,run_history_churn,hold_for_model_source_review_before_policy_change,40147,"Washington County, Oklahoma",OK,106,0.18134025984079666,0.6134081743543954,0.002606574136594486,HIGH,0.8653151991487149,77.06666666666668,high,12.0,55.681657389996666,195.0,0.0,0.0,0.0,False,True,1,0,0,2,0,rank #106 at top_100 (outside); interval 0.613; model gap 0.003; source confidence 77.1; run std 55.7; run range 195.
top_100,100,20,12,outside,watch,3,run_history_churn,hold_for_model_source_review_before_policy_change,39145,"Scioto County, Ohio",OH,112,0.16249371487798686,0.5999711692011183,0.0018224220692636406,HIGH,0.8481417978315865,77.06666666666668,high,12.0,32.11154800303958,134.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,False,True,1,0,0,2,0,rank #112 at top_100 (outside); interval 0.600; model gap 0.002; source confidence 77.1; run std 32.1; run range 134.
top_100,100,20,15,outside,watch,3,interval_uncertainty,hold_for_model_source_review_before_policy_change,54077,"Preston County, West Virginia",WV,115,0.19263118032214188,0.7040221960996748,0.04031107627159081,HIGH,0.8494582634895247,72.00000000000001,high,12.0,27.265807202873024,80.0,0.0,0.0,0.0,False,True,2,0,0,1,0,rank #115 at top_100 (outside); interval 0.704; model gap 0.040; source confidence 72.0; run std 27.3; run range 80.
top_100,100,20,18,outside,watch,3,run_history_churn,hold_for_model_source_review_before_policy_change,20035,"Cowley County, Kansas",KS,118,0.16121261517448537,0.5380449418591797,0.010130986069772474,HIGH,0.9038436325308474,77.06666666666668,high,12.0,38.784857245001575,134.0,0.0,0.0,0.0,False,True,1,0,0,2,0,rank #118 at top_100 (outside); interval 0.538; model gap 0.010; source confidence 77.1; run std 38.8; run range 134.
top_100,100,20,-19,inside,watch,2,interval_uncertainty,hold_for_model_source_review_before_policy_change,51169,"Scott County, Virginia",VA,81,0.22035965400858376,0.7362375517408244,0.026401016174229963,HIGH,0.8051321215181999,72.00000000000001,high,12.0,8.317105411394182,28.0,0.0,0.0,0.9166666666666666,False,False,2,0,0,0,0,rank #81 at top_100 (inside); interval 0.736; model gap 0.026; source confidence 72.0; run std 8.3; run range 28.
top_100,100,20,-7,inside,watch,2,interval_uncertainty,hold_for_model_source_review_before_policy_change,18141,"St. Joseph County, Indiana",IN,93,0.14847711681644982,0.5152290245229532,0.09258460073313834,HIGH,0.8459154909961742,77.06666666666668,high,12.0,12.415776864599136,38.0,0.0,0.0,0.9166666666666666,False,False,1,1,0,0,0,rank #93 at top_100 (inside); interval 0.515; model gap 0.093; source confidence 77.1; run std 12.4; run range 38.
top_100,100,20,-5,inside,watch,2,interval_uncertainty,hold_for_model_source_review_before_policy_change,13215,"Muscogee County, Georgia",GA,95,0.19637038364253723,0.6625563514318596,0.026043129548277033,HIGH,0.8347937701561072,73.33333333333334,high,12.0,11.912242238618015,39.0,0.0,0.0,0.6666666666666666,False,False,2,0,0,0,0,rank #95 at top_100 (inside); interval 0.663; model gap 0.026; source confidence 73.3; run std 11.9; run range 39.
top_100,100,20,9,outside,watch,2,interval_uncertainty,hold_for_model_source_review_before_policy_change,18009,"Blackford County, Indiana",IN,109,0.1814681782723906,0.6571101547329877,0.031317423165130975,HIGH,0.8123848889681304,77.06666666666668,high,12.0,10.49206049035809,31.0,0.0,0.0,0.0,False,False,2,0,0,0,0,rank #109 at top_100 (outside); interval 0.657; model gap 0.031; source confidence 77.1; run std 10.5; run range 31.
