batch_id,provider_row_id,attempt_label,census_street,census_city,census_state,census_zip,cms_provider_number,provider_name,fiscal_year,closeout_action,candidate_method,suggested_fips,suggested_county_name
054152__2024__105,054152__2024,provider_original,2250 SOQUEL AVE SUITE 150,SANTA CRUZ,CA,95062,054152,TELECARE SANTA CRUZ PHF,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,06087,"Santa Cruz County, California"
054152__2024__106,054152__2024,suite_stripped,2250 SOQUEL AVE,SANTA CRUZ,CA,95062,054152,TELECARE SANTA CRUZ PHF,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,06087,"Santa Cruz County, California"
193092__2024__107,193092__2024,provider_original,7414 SUMRALL DR,BATON ROUGE,LA,70812,193092,BETHESDA REHABILITATION HOSPITAL INC,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,22033,"East Baton Rouge Parish, Louisiana"
330411__2023__108,330411__2023,provider_original,89 GENESEE STREET,ROCHESTER,NY,14611,330411,UNITY SPECIALITY HOSPITAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,36055,"Monroe County, New York"
491991__2023__109,491991__2023,provider_original,4400 W BRADDOCK ROAD,ALEXANDRIA,VA,22304,491991,LYNN HOUSE OF POTOMAC VALLEY  INC.,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,51059,"Fairfax County, Virginia"
014014__2023__110,014014__2023,provider_original,5800 SOUTHLAND DRIVE,MOBILE,AL,36693,014014,BAYPOINTE BEHAVIORAL HEALTH,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,01097,"Mobile County, Alabama"
014000__2024__111,014000__2024,provider_original,6869 FIFTH AVNUE SOUTH,BIRMINGHAM,AL,35212,014000,HILL CREST HOSPITAL,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,01073,"Jefferson County, Alabama"
053308__2024__112,053308__2024,provider_original,393 EAST TUSTIN STREET,ORANGE,CA,92866,053308,HEALTHBRIDGE CHILDRENS ACUTE,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,06059,"Orange County, California"
054083__2024__113,054083__2024,provider_original,4211 SOUTH AVALON BLVD,LOS ANGELES,CA,90011,054083,KEDREN COMMUNITY MENTAL HEALTH,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,06037,"Los Angeles County, California"
051990__2023__114,051990__2023,provider_original,691 SPARTA DRIVE,ENCINITAS,CA,92024,051990,SUNLAND HOME FOUNDATION,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,06073,"San Diego County, California"
054149__2024__115,054149__2024,provider_original,22050 FAIRMONT DRIVE,SAN LEANDRO,CA,94578,054149,WILLOW ROCK CENTER,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,06001,"Alameda County, California"
143302__2023__116,143302__2023,provider_original,2211 NORTH OAK PARK AVENUE,CHICAGO,IL,60707,143302,SHRINERS HOSPITALS FOR CHILDREN,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,17031,"Cook County, Illinois"
174023__2023__117,174023__2023,provider_original,2114 N 127 COURT E SUITE 100,WICHITA,KS,67206,174023,ST ANTHONYS SENIOR CARE HOSPITAL LLC,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,20173,"Sedgwick County, Kansas"
174023__2023__118,174023__2023,suite_stripped,2114 N 127 COURT E,WICHITA,KS,67206,174023,ST ANTHONYS SENIOR CARE HOSPITAL LLC,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,20173,"Sedgwick County, Kansas"
213300__2024__119,213300__2024,provider_original,1708 WEST ROGERS AVENUE,BALTIMORE,MD,21209,213300,MT WASHINGTON PEDIATRICS,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,24005,"Baltimore County, Maryland"
264028__2024__120,264028__2024,provider_original,1901 PENNSYLVANIA AVE,ST LOUIS,MO,63133,264028,HAWTHORN CHILDRENS PSYCH. CTR.,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,29189,"St. Louis County, Missouri"
264033__2023__121,264033__2023,provider_original,2828 N NATIONAL AVE,SPRINGFIELD,MO,65803,264033,SPRINGFIELD BEHAVIORAL HOSPITAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,29077,"Greene County, Missouri"
363304__2023__122,363304__2023,provider_original,2801 MARTIN LUTHER KING JR DR,CLEVELAND,OH,44104,363304,CHILDRENS HOSPITAL FOR REHABILITATI,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,39035,"Cuyahoga County, Ohio"
374012__2023__123,374012__2023,provider_original,201 SOUTH GARNETT ROAD,TULSA,OK,74128,374012,BROOKHAVEN MEADOWBROOK HOSPITAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,40143,"Tulsa County, Oklahoma"
373300__2024__124,373300__2024,provider_original,2002 E. ROBINSON ST,NORMAN,OK,73071,373300,J D MCCARTY HANDICAPPED CTR,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,40027,"Cleveland County, Oklahoma"
393304__2024__125,393304__2024,provider_original,5618 KENTUCKY AVENUE,PITTSBURGH,PA,15232,393304,THE CHILDRENS HOME OF PITTSBURGH,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,42003,"Allegheny County, Pennsylvania"
424013__2024__126,424013__2024,provider_original,910 COOK ROAD,ORANGEBURG,SC,29118,424013,WILLIAM J MCCORD TREATMENT FACILITY,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,45075,"Orangeburg County, South Carolina"
444033__2024__127,444033__2024,provider_original,7890 LOWRANCE,MEMPHIS,TN,38125,444033,COMPASS INTERVENTION CENTER,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,47157,"Shelby County, Tennessee"
443303__2024__128,443303__2024,provider_original,2018 CLINCH AVENUE,KNOXVILLE,TN,37901,443303,EAST TENNESSEE CHILDRENS HOSPITAL,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,47093,"Knox County, Tennessee"
443302__2024__129,443302__2024,provider_original,262 DANNY THOMAS PLACE,MEMPHIS,TN,38105,443302,ST JUDE CHILDRENS RESEARCH HOSPITAL,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,47157,"Shelby County, Tennessee"
444023__2023__130,444023__2023,provider_original,49 OLD HICKORY BOULEVARD,JACKSON,TN,38305,444023,WOODRIDGE OF WEST TENNESSEE  LLC,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,47113,"Madison County, Tennessee"
453311__2023__131,453311__2023,provider_original,815 MARKET STREET,GALVESTON,TX,77550,453311,SHRINERS HOSPITAL FOR CHILDREN,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,48167,"Galveston County, Texas"
453314__2023__132,453314__2023,provider_original,2222 WELBORN STREET,DALLAS,TX,75219,453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHI,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,48113,"Dallas County, Texas"
503302__2023__133,503302__2023,provider_original,911 W FIFTH AVENUE,SPOKANE,WA,99204,503302,SHRINERS HOSPITALS FOR CHILDREN,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,53063,"Spokane County, Washington"
290057__2023__134,290057__2023,provider_original,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,290057,HENDERSON HOSPITAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,32003,"Clark County, Nevada"
400016__2023__135,400016__2023,provider_original,PONCE DE LEON,SAN JUAN,PR,00919,400016,AUXILIO MUTUO HOSPITAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400044__2023__136,400044__2023,provider_original,917 AVE TITO CASTRO,PONCE,PR,00733,400044,SAN LUCAS PONCE,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72113,Ponce Muno
100206__2023__137,100206__2023,provider_original,2901 SWANN AVENUE,TAMPA,FL,33609,100206,MEMORIAL HOSPITAL OF TAMPA,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,12057,"Hillsborough County, Florida"
400061__2024__138,400061__2024,provider_original,BO. MONACILLO,SAN JUAN,PR,00922,400061,UNIVERSITY DISCTRICT HOSPITAL,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400001__2024__139,400001__2024,provider_original,1451 ASHFORD AVE.,SAN JUAN,PR,00902,400001,ASHFORD PRESBYTERIAN COMMUNITY CORP,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400014__2023__140,400014__2023,provider_original,349 KM 2.7,MAYAGUEZ,PR,00680,400014,HOSPITAL BELLA VISTA,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72097,Mayagüez Muno
400015__2024__141,400015__2024,provider_original,RIO PIEDRAS STATION,SAN JUAN,PR,00928,400015,SAN JUAN MUNICIPAL HOSPITAL,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400127__2024__142,400127__2024,provider_original,CENTRO MEDICO,SAN JUAN,PR,00922,400127,ADMIN DE SERVICIOS MEDICOS DE PR,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400098__2023__143,400098__2023,provider_original,DE DIEGO AVE. #371,RIO PIEDRAS,PR,00923,400098,HOSPITAL SAN FRANCISCO,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400098__2023__144,400098__2023,suite_stripped,DE DIEGO AVE.,RIO PIEDRAS,PR,00923,400098,HOSPITAL SAN FRANCISCO,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400106__2023__145,400106__2023,provider_original,21 #1785,RIO PIEDRAS,PR,00922,400106,HOSPITAL METROPOLITANO,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400106__2023__146,400106__2023,suite_stripped,21,RIO PIEDRAS,PR,00922,400106,HOSPITAL METROPOLITANO,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
400022__2023__147,400022__2023,provider_original,2213 PONCE BY PASS,PONCE,PR,00717,400022,HOSPITAL DAMAS,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72113,Ponce Muno
224045__2023__148,224045__2023,provider_original,100 CENTURY DR,WORCESTER,MA,01606,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,25027,"Worcester County, Massachusetts"
400003__2023__149,400003__2023,provider_original,2445 AVE. LAS AMERICAS,PONCE,PR,00731,400003,HOSPITAL DR. PILA,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72113,Ponce Muno
400006__2023__150,400006__2023,provider_original,1395 SAN RAFAEL ST. PDA. 20,SAN JUAN,PR,00910,400006,DOCTORS CENTER HOSPITAL SAN JUAN I,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
054095__2023__151,054095__2023,provider_original,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,054095,AURORA SAN DIEGO BEHAVIORAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,06073,"San Diego County, California"
374016__2023__152,374016__2023,provider_original,1000 ROLLING HILLS LANE,ADA,OK,74820,374016,ROLLING HILLS HOSPITAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,40123,"Pontotoc County, Oklahoma"
104001__2024__153,104001__2024,provider_original,800 EAST CYPRESS DRIVE,PEMBROKE PINES,FL,33025,104001,SOUTH FLORIDA STATE HOSPITAL,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,12011,"Broward County, Florida"
450874__2023__154,450874__2023,provider_original,400 W I-635 SUITE 101,IRVING,TX,75063,450874,BAYLOR SURGICAL HOSPITAL LAS COLINAS,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,48113,"Dallas County, Texas"
450874__2023__155,450874__2023,suite_stripped,400 W I-635,IRVING,TX,75063,450874,BAYLOR SURGICAL HOSPITAL LAS COLINAS,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,48113,"Dallas County, Texas"
063036__2023__156,063036__2023,provider_original,4650 CENTRAL PARK BLVD.,DENVER,CO,80238,063036,DENVER REHABILITATION HOSPITAL  LLC,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,08031,"Denver County, Colorado"
400136__2024__157,400136__2024,provider_original,18 CALLE DR RAMON E BETANCES N,MAYAGUEZ,PR,00680,400136,HOSPITAL SAN ANTONIO INC,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72097,Mayagüez Muno
400134__2023__158,400134__2023,provider_original,258 SAN JORGE STREET,SAN JUAN,PR,00914,400134,SAN JORGE CHILDRENS & WOMEN HOSPITAL,2023,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
403301__2024__159,403301__2024,provider_original,PO BOX 191079,SAN JUAN,PR,00910,403301,UNIVERSITY PEDIATRIC HOSPITAL,2024,spot_check_same_city_candidate_before_assignment,same_state_city_unique_matched_cms_rows,72127,San Juan Muno
050224__2023__160,050224__2023,provider_original,ONE HOAG DRIVE,NEWPORT BEACH,CA,92658,050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,2023,external_geocode_required,external_geocode_required,,
050367__2023__161,050367__2023,provider_original,1200 B. GALE WILSON BLVD,FAIRFIELD,CA,94533,050367,NORTHBAY HOSPITAL GROUP,2023,external_geocode_required,external_geocode_required,,
100034__2023__162,100034__2023,provider_original,4300 ALTON ROAD,MIAMI BEACH,FL,33140,100034,MOUNT SINAI MEDICAL CENTER OF FLORID,2023,external_geocode_required,external_geocode_required,,
140276__2024__163,140276__2024,provider_original,2160 SOUTH FIRST AVENUE,MAYWOOD,IL,60153,140276,LOYOLA UNIVERSITY MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
190176__2023__164,190176__2023,provider_original,4200 HOUMA,METAIRIE,LA,70006,190176,EAST JEFFERSON GENERAL HOSPIAL,2023,external_geocode_required,external_geocode_required,,
214004__2024__165,214004__2024,provider_original,6655 SYKESVILLE RD,SYKESVILLE,MD,21784,214004,SPRINGFIELD HOSPITAL CENTER,2024,external_geocode_required,external_geocode_required,,
214018__2024__166,214018__2024,provider_original,55 WADE AVE,CATONSVILLE,MD,21228,214018,SPRINGGROVE HOSPITAL CENTER,2024,external_geocode_required,external_geocode_required,,
220063__2023__167,220063__2023,provider_original,295 VARNUM AVE,LOWELL,MA,01854,220063,LOWELL GENERAL HOSPITAL,2023,external_geocode_required,external_geocode_required,,
250141__2023__168,250141__2023,provider_original,7601 SOUTHCREST,SOUTHAVEN,MS,38671,250141,BAPTIST MEM HOSPITAL DESOTO,2023,external_geocode_required,external_geocode_required,,
193300__2023__169,193300__2023,provider_original,200 HENRY CLAY AVENUE,NEW ORLEANS,LA,70118,193300,CHILDRENS HOSPITAL,2023,external_geocode_required,external_geocode_required,,
220033__2023__170,220033__2023,provider_original,85 HERRICK STREET,BEVERLY,MA,01915,220033,BEVERLY HOSPITAL,2023,external_geocode_required,external_geocode_required,,
390180__2023__171,390180__2023,provider_original,ONE MEDICAL CENTER BLVD.,UPLAND,PA,19013,390180,CROZER CHESTER MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
260027__2023__172,260027__2023,provider_original,2316 E MEYER BLVD,KANSAS CITY,MO,64132,260027,AMEND#3 LIP RESEARCH MED CTR,2023,external_geocode_required,external_geocode_required,,
300018__2023__173,300018__2023,provider_original,789 CENTRAL AV,DOVER,NH,03820,300018,WENTWORTH DOUGLASS HOSPITAL,2023,external_geocode_required,external_geocode_required,,
060112__2024__174,060112__2024,provider_original,10101 RIDGEGATE PARKWAY,LONE TREE,CO,80124,060112,SKY RIDGE MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
500036__2023__175,500036__2023,provider_original,2811 TIETON DRIVE,YAKIMA,WA,98902,500036,YAKIMA VALLEY MEMORIAL HOSPITAL,2023,external_geocode_required,external_geocode_required,,
490048__2023__176,490048__2023,provider_original,1900 ELECTRIC ROAD,SALEM,VA,24153,490048,LEWIS GALE MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
100269__2024__177,100269__2024,provider_original,13001 STATE ROAD 80,LOXAHATCHEE,FL,33470,100269,HCA FLORIDA PALMS WEST HOSPITAL,2024,external_geocode_required,external_geocode_required,,
100189__2023__178,100189__2023,provider_original,2801 NORTH STATE ROAD 7,MARGATE,FL,33063,100189,HCA FLORIDA NORTHWEST HOSPITAL,2023,external_geocode_required,external_geocode_required,,
230151__2023__179,230151__2023,provider_original,28050 GRAND RIVER,FARMINGTON HILLS,MI,48336,230151,COREWELL HEALTH- FARMINGTON HILLS,2023,external_geocode_required,external_geocode_required,,
270051__2023__180,270051__2023,provider_original,310 SUNNYVIEW LANE,KALISPELL,MT,59901,270051,LOGAN HEALTH MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
060027__2023__181,060027__2023,provider_original,4747 ARAPAHOE AVENUE,BOULDER,CO,80303,060027,BOULDER COMMUNITY HOSPITAL,2023,external_geocode_required,external_geocode_required,,
220084__2023__182,220084__2023,provider_original,113 ORNC,CONCORD,MA,01742,220084,EMERSON HOSPITAL,2023,external_geocode_required,external_geocode_required,,
220060__2023__183,220060__2023,provider_original,275 SANDWICH STREET,PLYMOUTH,MA,02360,220060,BETH ISRAEL DEACONESS - PLYMOUTH,2023,external_geocode_required,external_geocode_required,,
070017__2023__184,070017__2023,provider_original,435 LEWIS AVENUE,MERIDEN,CT,06451,070017,MIDSTATE MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
100223__2024__185,100223__2024,provider_original,1000 MAR-WALT DRIVE,FORT WALTON BEACH,FL,32547,100223,HCA FL FT WALTON-DESTIN HOSP,2024,external_geocode_required,external_geocode_required,,
264010__2024__186,264010__2024,provider_original,500 ARSENAL STREET,ST.LOUIS,MO,63119,264010,ST. LOUIS FORENSIC TREATMENT CENTER,2024,external_geocode_required,external_geocode_required,,
230089__2024__187,230089__2024,provider_original,468 CADIEUX ROAD,GROSSE POINTE,MI,48230,230089,COREWELL HEALTH - GROSSE POINTE,2024,external_geocode_required,external_geocode_required,,
140054__2024__188,140054__2024,provider_original,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,140054,MACNEAL HOSPITAL,2024,external_geocode_required,external_geocode_required,,
114010__2023__189,114010__2023,provider_original,2151 PEACHFORD ROAD,ATLANTA,GA,30338,114010,UHS OF PEACHFORD LP,2023,external_geocode_required,external_geocode_required,,
310050__2023__190,310050__2023,provider_original,25 POCONO ROAD,DENVILLE,NJ,07834,310050,ST. CLARES  HOSPITAL,2023,external_geocode_required,external_geocode_required,,
220105__2023__191,220105__2023,provider_original,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,220105,WINCHESTER HOSPITAL,2023,external_geocode_required,external_geocode_required,,
310005__2023__192,310005__2023,provider_original,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,310005,HUNTERDON MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
150015__2023__193,150015__2023,provider_original,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,150015,FRANCISCAN HEALTH MICHIGAN CITY,2023,external_geocode_required,external_geocode_required,,
140164__2024__194,140164__2024,provider_original,405 W. JACKSON ST.,CARBONDALE,IL,62902,140164,MEMORIAL HOSPITAL OF CARBONDALE,2024,external_geocode_required,external_geocode_required,,
110192__2024__195,110192__2024,provider_original,1700 MEDICAL WAY,SNELLVILLE,GA,30278,110192,PIEDMONT EASTSIDE MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
210027__2024__196,210027__2024,provider_original,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,210027,UPMC-WESTERN MARYLAND CORP,2024,external_geocode_required,external_geocode_required,,
184006__2023__197,184006__2023,provider_original,820 DOLWICK DRIVE,ERLANGER,KY,41018,184006,SUN BEHAVIORAL HEALTH - KENTUCKY,2023,external_geocode_required,external_geocode_required,,
100224__2024__198,100224__2024,provider_original,7201 UNIVERSITY DRIVE,TAMARAC,FL,33321,100224,HCA FLORIDA WOODMONT HOSPITAL,2024,external_geocode_required,external_geocode_required,,
050289__2024__199,050289__2024,provider_original,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,050289,SETON MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
234035__2023__200,234035__2023,provider_original,30901 PALMER ROAD,WESTLAND,MI,48186,234035,WALTER REUTHER PSYCHIATRIC HOSPITAL,2023,external_geocode_required,external_geocode_required,,
280065__2023__201,280065__2023,provider_original,601 W LEOTA ST,NORTH PLATTE,NE,69101,280065,GREAT PLAINS HEALTH,2023,external_geocode_required,external_geocode_required,,
440068__2023__202,440068__2023,provider_original,1114 MADISON AVENUE,ATHENS,TN,37303,440068,ATHENS REGIONAL MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
450669__2024__203,450669__2024,provider_original,500 WEST MAIN,LEWISVILLE,TX,75067,450669,MEDICAL CITY LEWISVILLE,2024,external_geocode_required,external_geocode_required,,
364029__2023__204,364029__2023,provider_original,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,364029,LAURELWOOD HOSPITAL,2023,external_geocode_required,external_geocode_required,,
440194__2024__205,440194__2024,provider_original,355 NEW SHACKLE ISLAND,HENDERSONVILLE,TN,37215,440194,TRISTAR HENDERSONVILLE MEDICAL CENTE,2024,external_geocode_required,external_geocode_required,,
100360__2023__206,100360__2023,provider_original,3476 S UNIVERSITY DR,DAVIE,FL,33328,100360,HCA FLORIDA UNIVERSITY HOSPITAL,2023,external_geocode_required,external_geocode_required,,
230099__2023__207,230099__2023,provider_original,718 NORTH MACOMB,MONROE,MI,48162,230099,MONROE REGIONAL HOSPITAL,2023,external_geocode_required,external_geocode_required,,
390334__2024__208,390334__2024,provider_original,12351 PERRY HWY,WEXFORD,PA,15090,390334,AHN WEXFORD HOSPITAL,2024,external_geocode_required,external_geocode_required,,
030016__2023__209,030016__2023,provider_original,1800 EAST FLORENCE BLVD,CASA GRANDE,AZ,85122,030016,BANNER CASA GRANDE MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
030016__2023__210,030016__2023,suite_stripped,1800 EAST,CASA GRANDE,AZ,85122,030016,BANNER CASA GRANDE MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
140008__2024__211,140008__2024,provider_original,8700 WEST NORTH AVENUE,MELROSE PARK,IL,60160,140008,GOTTLIEB MEMORIAL HOSPITAL,2024,external_geocode_required,external_geocode_required,,
390016__2024__212,390016__2024,provider_original,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,390016,UPMC JAMESON,2024,external_geocode_required,external_geocode_required,,
054154__2023__213,054154__2023,provider_original,455 SILICON VALLEY BLVD,SANN JOSE,CA,95138,054154,SAN JOSE BEHAVIORAL HEALTH,2023,external_geocode_required,external_geocode_required,,
500021__2024__214,500021__2024,provider_original,11315 BRIDGEPORT WAY SW,LAKEWOOD,WA,98499,500021,ST CLARE HOSPITAL,2024,external_geocode_required,external_geocode_required,,
310025__2023__215,310025__2023,provider_original,29 EAST 29TH STREET,BAYONNE,NJ,07002,310025,BAYONNE MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
210028__2024__216,210028__2024,provider_original,25500 POINT LOOKOUT RD,LEONARDTOWN,MD,20650,210028,ST. MARYS HOSPITAL,2024,external_geocode_required,external_geocode_required,,
230142__2024__217,230142__2024,provider_original,33155 ANNAPOLIS AVENUE,WAYNE,MI,48184,230142,COREWELL HEALTH WAYNE,2024,external_geocode_required,external_geocode_required,,
220019__2023__218,220019__2023,provider_original,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,220019,HARRINGTON MEMORIAL HOSPITAL,2023,external_geocode_required,external_geocode_required,,
440046__2024__219,440046__2024,provider_original,111 HIGHWAY 70 EAST,DICKSON,TN,37055,440046,HORIZON MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
050211__2024__220,050211__2024,provider_original,2070 CLINTON AVE,ALAMEDA,CA,94501,050211,ALAMEDA HOSPITAL,2024,external_geocode_required,external_geocode_required,,
030130__2023__221,030130__2023,provider_original,37000 N GANTZEL ROAD,QUEEN CREEK,AZ,85140,030130,BANNER IRONWOOD MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
460013__2024__222,460013__2024,provider_original,1000 EAST 100 NORTH,PAYSON,UT,84651,460013,MOUNTAIN VIEW HOSPITAL,2024,external_geocode_required,external_geocode_required,,
050498__2023__223,050498__2023,provider_original,11815 EDUCATION STREET,AUBURN,CA,95602,050498,SUTTER AUBURN FAITH HOSPITAL,2023,external_geocode_required,external_geocode_required,,
360096__2023__224,360096__2023,provider_original,425 WEST FIFTH STREET,EAST LIVERPOOL,OH,43920,360096,EAST LIVERPOOL CITY HOSPITAL,2023,external_geocode_required,external_geocode_required,,
220108__2023__225,220108__2023,provider_original,199 REEDSDALE ROAD,MILTON,MA,02186,220108,BIDMC-MILTON HOSPITAL  INC,2023,external_geocode_required,external_geocode_required,,
140011__2024__226,140011__2024,provider_original,201 S. 14TH STREET,HERRIN,IL,62948,140011,HERRIN HOSPITAL,2024,external_geocode_required,external_geocode_required,,
310040__2023__227,310040__2023,provider_original,308 WILLOW AVENUE,HOBOKEN,NJ,07030,310040,HOBOKEN UNIVERSITY MEDICAL CENTER,2023,external_geocode_required,external_geocode_required,,
390178__2024__228,390178__2024,provider_original,110 NORTH MAIN STREET,GREENVILLE,PA,16125,390178,UPMC HORIZON HOSPITAL,2024,external_geocode_required,external_geocode_required,,
390336__2024__229,390336__2024,provider_original,2200 GOOD HOPE ROAD,ENOLA,PA,17025,390336,HAMPDEN MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
440065__2024__230,440065__2024,provider_original,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,440065,NORTHCREST MEDICAL CENTER,2024,external_geocode_required,external_geocode_required,,
190013__2023__231,190013__2023,provider_original,701 EAST CYPRESS,SULPHUR,LA,70663,190013,WEST CALCASIEU-CAMERON HOSPITAL,2023,external_geocode_required,external_geocode_required,,
490020__2023__232,490020__2023,provider_original,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,490020,TRICITIES HOSPITAL,2023,external_geocode_required,external_geocode_required,,
190014__2023__233,190014__2023,provider_original,1125 MARGUERITE STREET,MORGAN CITY,LA,70308,190014,OCHSNER ST. MARY,2023,external_geocode_required,external_geocode_required,,
194114__2023__234,194114__2023,provider_original,500 RUE DE SANTE,LAPLACE,LA,70068,194114,RIVER PLACE BEHAVIORAL HEALTH,2023,external_geocode_required,external_geocode_required,,
114016__2023__235,114016__2023,provider_original,2927 DEMERE ROAD,ST. SIMONS ISLAND,GA,31522,114016,ST. SIMONS BY THE SEA,2023,external_geocode_required,external_geocode_required,,
