spotcheck_priority,spotcheck_reason,recommended_action,spotcheck_acceptance_status,spotcheck_acceptance_evidence,spotcheck_accepted,normalized_business_street,normalized_snapshot_street,snapshot_token_coverage,queue_row_id,entity_name,primary_ticker,filing_date,form_type,filing_accession,business_street,business_city,business_state,business_zip,current_snapshot_business_street,current_snapshot_business_city,current_snapshot_business_state,current_snapshot_business_zip,current_snapshot_fips,current_snapshot_county_name,filing_document_cache_path,fips,county_name,geocode_confidence,address_key
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1940 AIR PRODUCTS BLVD,1940 AIR PRODUCTS BLVD,1.0,sec_pit_0228,"Air Products & Chemicals, Inc.",APD,2026-04-30,10-Q,0000002969-26-000020,1940 Air Products Boulevard,Allentown,PA,18106-5500,1940 AIR PRODUCTS BLVD.,ALLENTOWN,PA,18106-5500,42077,Lehigh County,data/raw/sec_edgar_hq/filing_documents/CIK0000002969/000000296926000020/apd-20260331.htm,42077,Lehigh County,0.95,1940 AIR PRODUCTS BOULEVARD|ALLENTOWN|PA|18106-5500
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,500 DALLAS ST STE 1700,500 DALLAS ST STE 1700,1.0,sec_pit_0031,Amplify Energy Corp.,AMPY,2026-03-09,10-K,0001104659-26-025299,"500 Dallas Street , Suite 1700",Houston,TX,77002,500 DALLAS STREET SUITE 1700,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001533924/000110465926025299/ampy-20251231x10k.htm,48201,Harris County,1.0,"500 DALLAS STREET , SUITE 1700|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,8 SYLVAN WAY,8 SYLVAN WAY,1.0,sec_pit_0038,"B&G Foods, Inc.",BGS,2026-03-03,10-K,0001104659-26-022961,8 Sylvan Way,Parsippany,NJ,07054,8 SYLVAN WAY,PARSIPPANY,NJ,07054,34027,Morris County,data/raw/sec_edgar_hq/filing_documents/CIK0001278027/000110465926022961/bgs-20260103x10k.htm,34027,Morris County,1.0,8 SYLVAN WAY|PARSIPPANY|NJ|07054
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,900 STEWART AVE STE 301,900 STEWART AVE STE 301,1.0,sec_pit_0053,"Beyond Air, Inc.",XAIR,2025-06-20,10-K,0001641172-25-015750,"900 Stewart Avenue , Suite 301",Garden City,NY,11530,900 STEWART AVENUE SUITE 301,GARDEN CITY,NY,11530,36059,Nassau County,data/raw/sec_edgar_hq/filing_documents/CIK0001641631/000164117225015750/form10-k.htm,36059,Nassau County,1.0,"900 STEWART AVENUE , SUITE 301|GARDEN CITY|NY|11530"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,900 STEWART AVE STE 301,900 STEWART AVE STE 301,1.0,sec_pit_0248,"Beyond Air, Inc.",XAIR,2026-02-13,10-Q,0001493152-26-006688,"900 Stewart Avenue , Suite 301",Garden City,NY,11530,900 STEWART AVENUE SUITE 301,GARDEN CITY,NY,11530,36059,Nassau County,data/raw/sec_edgar_hq/filing_documents/CIK0001641631/000149315226006688/form10-q.htm,36059,Nassau County,1.0,"900 STEWART AVENUE , SUITE 301|GARDEN CITY|NY|11530"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,950 RAILROAD AVE,950 RAILROAD AVE,1.0,sec_pit_0055,"Big Digital Energy, Inc.",BGDE,2026-03-31,10-K,0001213900-26-037417,950 Railroad Avenue,Midland,PA,15059,950 RAILROAD AVE,MIDLAND,PA,15059,42007,Beaver County,data/raw/sec_edgar_hq/filing_documents/CIK0001218683/000121390026037417/ea0281617-10k_mawson.htm,42007,Beaver County,1.0,950 RAILROAD AVENUE|MIDLAND|PA|15059
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,950 RAILROAD AVE,950 RAILROAD AVE,1.0,sec_pit_0250,"Big Digital Energy, Inc.",BGDE,2026-05-14,10-Q,0001213900-26-056680,950 Railroad Avenue,Midland,PA,15059,950 RAILROAD AVE,MIDLAND,PA,15059,42007,Beaver County,data/raw/sec_edgar_hq/filing_documents/CIK0001218683/000121390026056680/ea0289951-10q_bigdigital.htm,42007,Beaver County,1.0,950 RAILROAD AVENUE|MIDLAND|PA|15059
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,895 DOVE ST STE 300,895 DOVE ST STE 300,1.0,sec_pit_0057,Bimergen Energy Corp,BESS,2026-03-31,10-K,0001493152-26-014356,"895 Dove Street , Suite 300",Newport Beach,CA,92660,895 DOVE STREET SUITE 300,NEWPORT BEACH,CA,92660,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0001066764/000149315226014356/form10-k.htm,06059,Orange County,1.0,"895 DOVE STREET , SUITE 300|NEWPORT BEACH|CA|92660"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,895 DOVE ST STE 300,895 DOVE ST STE 300,1.0,sec_pit_0252,Bimergen Energy Corp,BESS,2026-05-15,10-Q,0001493152-26-023798,"895 Dove Street , Suite 300",Newport Beach,CA,92660,895 DOVE STREET SUITE 300,NEWPORT BEACH,CA,92660,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0001066764/000149315226023798/form10-q.htm,06059,Orange County,1.0,"895 DOVE STREET , SUITE 300|NEWPORT BEACH|CA|92660"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,4353 N 1ST ST,4353 N 1ST ST,1.0,sec_pit_0058,Bloom Energy Corp,BE,2019-03-22,10-K,0001664703-19-000008,4353 North First Street,San Jose,CA,95134,4353 NORTH FIRST STREET,SAN JOSE,CA,95134,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001664703/000166470319000008/a2018q410kbloomenergycorp.htm,06085,Santa Clara County,1.0,4353 NORTH FIRST STREET|SAN JOSE|CA|95134
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,4353 N 1ST ST,4353 N 1ST ST,1.0,sec_pit_0059,Bloom Energy Corp,BE,2026-02-09,10-K,0001628280-26-006516,4353 North First Street,San Jose,CA,95134,4353 NORTH FIRST STREET,SAN JOSE,CA,95134,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001664703/000162828026006516/be-20251231.htm,06085,Santa Clara County,1.0,4353 NORTH FIRST STREET|SAN JOSE|CA|95134
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,4353 N 1ST ST,4353 N 1ST ST,1.0,sec_pit_0258,Bloom Energy Corp,BE,2026-04-29,10-Q,0001628280-26-028021,4353 North First Street,San Jose,CA,95134,4353 NORTH FIRST STREET,SAN JOSE,CA,95134,06085,Santa Clara County,data/raw/sec_edgar_hq/filing_documents/CIK0001664703/000162828026028021/be-20260331.htm,06085,Santa Clara County,1.0,4353 NORTH FIRST STREET|SAN JOSE|CA|95134
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1052 HIGHLAND COLONY PKWY STE 200,1052 HIGHLAND COLONY PKWY STE 200,1.0,sec_pit_0066,CAL-MAINE FOODS INC,CALM,2025-07-22,10-K,0001562762-25-000170,"1052 Highland Colony Pkwy , Suite 200",Ridgeland,MS,39157,1052 HIGHLAND COLONY PKWY SUITE 200,RIDGELAND,MS,39157,28089,Madison County,data/raw/sec_edgar_hq/filing_documents/CIK0000016160/000156276225000170/calm2025053110K.htm,28089,Madison County,1.0,"1052 HIGHLAND COLONY PKWY , SUITE 200|RIDGELAND|MS|39157"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1052 HIGHLAND COLONY PKWY STE 200,1052 HIGHLAND COLONY PKWY STE 200,1.0,sec_pit_0263,CAL-MAINE FOODS INC,CALM,2026-04-01,10-Q,0001562762-26-000046,"1052 Highland Colony Pkwy , Suite 200",Ridgeland,MS,39157,1052 HIGHLAND COLONY PKWY SUITE 200,RIDGELAND,MS,39157,28089,Madison County,data/raw/sec_edgar_hq/filing_documents/CIK0000016160/000156276226000046/calm-20260228.htm,28089,Madison County,1.0,"1052 HIGHLAND COLONY PKWY , SUITE 200|RIDGELAND|MS|39157"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,8707 RESEARCH DR,8707 RESEARCH DR,1.0,sec_pit_0270,CHEETAH NET SUPPLY CHAIN SERVICE INC.,CTNT,2026-05-14,10-Q,0001104659-26-060534,8707 Research Drive,Irvine,CA,92618,8707 RESEARCH DRIVE,IRVINE,CA,92618,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0001951667/000110465926060534/ctnt-20260331x10q.htm,06059,Orange County,1.0,8707 RESEARCH DRIVE|IRVINE|CA|92618
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1334 BRITTMOORE RD STE 190,1334 BRITTMOORE RD STE 190,1.0,sec_pit_0273,CO2 Energy Transition Corp.,NOEM,2024-12-27,10-Q,0001213900-24-113137,"1334 Brittmoore Rd, Suite 190",Houston,TX,77043,"1334 BRITTMOORE RD, SUITE 190",HOUSTON,TX,77043,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001956648/000121390024113137/ea0225652-10q_co2energy.htm,48201,Harris County,1.0,"1334 BRITTMOORE RD, SUITE 190|HOUSTON|TX|77043"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1334 BRITTMOORE RD STE 190,1334 BRITTMOORE RD STE 190,1.0,sec_pit_0078,CO2 Energy Transition Corp.,NOEM,2025-03-31,10-K,0001013762-25-004368,"1334 Brittmoore Rd, Suite 190",Houston,TX,77043,"1334 BRITTMOORE RD, SUITE 190",HOUSTON,TX,77043,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001956648/000101376225004368/ea0234870-10k_co2energy.htm,48201,Harris County,1.0,"1334 BRITTMOORE RD, SUITE 190|HOUSTON|TX|77043"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1334 BRITTMOORE RD STE 190,1334 BRITTMOORE RD STE 190,1.0,sec_pit_0079,CO2 Energy Transition Corp.,NOEM,2026-03-16,10-K,0001213900-26-027784,"1334 Brittmoore Rd , Suite 190",Houston,TX,77043,"1334 BRITTMOORE RD, SUITE 190",HOUSTON,TX,77043,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001956648/000121390026027784/ea0279184-10k_co2energy.htm,48201,Harris County,1.0,"1334 BRITTMOORE RD , SUITE 190|HOUSTON|TX|77043"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1334 BRITTMOORE RD STE 190,1334 BRITTMOORE RD STE 190,1.0,sec_pit_0274,CO2 Energy Transition Corp.,NOEM,2026-05-15,10-Q,0001213900-26-056909,"1334 Brittmoore Rd , Suite 190",Houston,TX,77043,"1334 BRITTMOORE RD, SUITE 190",HOUSTON,TX,77043,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001956648/000121390026056909/ea0288756-10q_co2energy.htm,48201,Harris County,1.0,"1334 BRITTMOORE RD , SUITE 190|HOUSTON|TX|77043"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,2277 PLAZA DR STE 500,2277 PLAZA DR STE 500,1.0,sec_pit_0084,CVR ENERGY INC,CVI,2009-03-13,10-K,0000950123-09-004595,"2277 Plaza Drive, Suite 500",Sugar Land,TX,77479,2277 PLAZA DRIVE SUITE 500,SUGAR LAND,TX,77479,48157,Fort Bend County,data/raw/sec_edgar_hq/filing_documents/CIK0001376139/000095012309004595/y75140e10vk.htm,48157,Fort Bend County,1.0,"2277 PLAZA DRIVE, SUITE 500|SUGAR LAND|TX|77479"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,2277 PLAZA DR STE 500,2277 PLAZA DR STE 500,1.0,sec_pit_0085,CVR ENERGY INC,CVI,2026-02-18,10-K,0001376139-26-000014,"2277 Plaza Drive, Suite 500",Sugar Land,TX,77479,2277 PLAZA DRIVE SUITE 500,SUGAR LAND,TX,77479,48157,Fort Bend County,data/raw/sec_edgar_hq/filing_documents/CIK0001376139/000137613926000014/cvi-20251231.htm,48157,Fort Bend County,1.0,"2277 PLAZA DRIVE, SUITE 500|SUGAR LAND|TX|77479"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,2277 PLAZA DR STE 500,2277 PLAZA DR STE 500,1.0,sec_pit_0279,CVR ENERGY INC,CVI,2026-04-29,10-Q,0001376139-26-000028,"2277 Plaza Drive, Suite 500",Sugar Land,TX,77479,2277 PLAZA DRIVE SUITE 500,SUGAR LAND,TX,77479,48157,Fort Bend County,data/raw/sec_edgar_hq/filing_documents/CIK0001376139/000137613926000028/cvi-20260331.htm,48157,Fort Bend County,1.0,"2277 PLAZA DRIVE, SUITE 500|SUGAR LAND|TX|77479"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,100 E RIDGE RD,100 E RIDGE RD,1.0,sec_pit_0284,"Chefs' Warehouse, Inc.",CHEF,2026-04-29,10-Q,0001517175-26-000023,100 East Ridge Road,Ridgefield,CT,06877,100 EAST RIDGE ROAD,RIDGEFIELD,CT,06877,09190,Western Connecticut Planning Region,data/raw/sec_edgar_hq/filing_documents/CIK0001517175/000151717526000023/chef-20260327.htm,09190,Western Connecticut Planning Region,1.0,100 EAST RIDGE ROAD|RIDGEFIELD|CT|06877
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,845 TEXAS AVE STE 1250,845 TEXAS AVE STE 1250,1.0,sec_pit_0091,"Cheniere Energy Partners, L.P.",CQP,2026-02-26,10-K,0001383650-26-000005,"845 Texas Avenue , Suite 1250",Houston,TX,77002,845 TEXAS AVENUE SUITE 1250,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001383650/000138365026000005/cqp-20251231.htm,48201,Harris County,1.0,"845 TEXAS AVENUE , SUITE 1250|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,845 TEXAS AVE STE 1250,845 TEXAS AVE STE 1250,1.0,sec_pit_0286,"Cheniere Energy Partners, L.P.",CQP,2026-05-07,10-Q,0001383650-26-000014,"845 Texas Avenue , Suite 1250",Houston,TX,77002,845 TEXAS AVENUE SUITE 1250,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001383650/000138365026000014/cqp-20260331.htm,48201,Harris County,1.0,"845 TEXAS AVENUE , SUITE 1250|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,845 TEXAS AVE STE 1250,845 TEXAS AVE STE 1250,1.0,sec_pit_0093,"Cheniere Energy, Inc.",LNG,2026-02-26,10-K,0000003570-26-000005,"845 Texas Avenue , Suite 1250",Houston,TX,77002,845 TEXAS AVENUE SUITE 1250,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0000003570/000000357026000005/lng-20251231.htm,48201,Harris County,1.0,"845 TEXAS AVENUE , SUITE 1250|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,845 TEXAS AVE STE 1250,845 TEXAS AVE STE 1250,1.0,sec_pit_0288,"Cheniere Energy, Inc.",LNG,2026-05-07,10-Q,0000003570-26-000014,"845 Texas Avenue , Suite 1250",Houston,TX,77002,845 TEXAS AVENUE SUITE 1250,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0000003570/000000357026000014/lng-20260331.htm,48201,Harris County,1.0,"845 TEXAS AVENUE , SUITE 1250|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1001 FANNIN ST STE 1500,1001 FANNIN ST STE 1500,1.0,sec_pit_0094,Chord Energy Corp,CHRD,2013-03-01,10-K,0001193125-13-087568,"1001 Fannin Street, Suite 1500",Houston,TX,77002,1001 FANNIN STREET SUITE 1500,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001486159/000119312513087568/d456381d10k.htm,48201,Harris County,1.0,"1001 FANNIN STREET, SUITE 1500|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1001 FANNIN ST STE 1500,1001 FANNIN ST STE 1500,1.0,sec_pit_0095,Chord Energy Corp,CHRD,2014-02-27,10-K,0001486159-14-000011,"1001 Fannin Street, Suite 1500",Houston,TX,77002,1001 FANNIN STREET SUITE 1500,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001486159/000148615914000011/oas-12312013x10k.htm,48201,Harris County,1.0,"1001 FANNIN STREET, SUITE 1500|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1001 FANNIN ST STE 1500,1001 FANNIN ST STE 1500,1.0,sec_pit_0096,Chord Energy Corp,CHRD,2026-02-26,10-K,0001486159-26-000005,"1001 Fannin Street , Suite 1500",Houston,TX,77002,1001 FANNIN STREET SUITE 1500,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001486159/000148615926000005/chrd-20251231.htm,48201,Harris County,1.0,"1001 FANNIN STREET , SUITE 1500|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1001 FANNIN ST STE 1500,1001 FANNIN ST STE 1500,1.0,sec_pit_0289,Chord Energy Corp,CHRD,2026-05-07,10-Q,0001486159-26-000023,"1001 Fannin Street , Suite 1500",Houston,TX,77002,1001 FANNIN STREET SUITE 1500,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001486159/000148615926000023/chrd-20260331.htm,48201,Harris County,1.0,"1001 FANNIN STREET , SUITE 1500|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,4675 MACARTHUR CT STE 800,4675 MACARTHUR CT STE 800,1.0,sec_pit_0100,Clean Energy Fuels Corp.,CLNE,2026-02-24,10-K,0001104659-26-019215,"4675 MacArthur Court , Suite 800",Newport Beach,CA,92660,"4675 MACARTHUR COURT, SUITE 800",NEWPORT BEACH,CA,92660,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0001368265/000110465926019215/clne-20251231x10k.htm,06059,Orange County,1.0,"4675 MACARTHUR COURT , SUITE 800|NEWPORT BEACH|CA|92660"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,4675 MACARTHUR CT STE 800,4675 MACARTHUR CT STE 800,1.0,sec_pit_0293,Clean Energy Fuels Corp.,CLNE,2026-05-07,10-Q,0001104659-26-057194,"4675 MacArthur Court , Suite 800",Newport Beach,CA,92660,"4675 MACARTHUR COURT, SUITE 800",NEWPORT BEACH,CA,92660,06059,Orange County,data/raw/sec_edgar_hq/filing_documents/CIK0001368265/000110465926057194/clne-20260331x10q.htm,06059,Orange County,1.0,"4675 MACARTHUR COURT , SUITE 800|NEWPORT BEACH|CA|92660"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,300 CARNEGIE CTR STE 300,300 CARNEGIE CTR STE 300,1.0,sec_pit_0104,"Clearway Energy, Inc.",CWEN,2026-02-24,10-K,0001628280-26-010952,"300 Carnegie Center, Suite 300",Princeton,NJ,08540,"300 CARNEGIE CENTER, SUITE 300",PRINCETON,NJ,08540,34021,Mercer County,data/raw/sec_edgar_hq/filing_documents/CIK0001567683/000162828026010952/cwen-20251231.htm,34021,Mercer County,1.0,"300 CARNEGIE CENTER, SUITE 300|PRINCETON|NJ|08540"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,300 CARNEGIE CTR STE 300,300 CARNEGIE CTR STE 300,1.0,sec_pit_0301,"Clearway Energy, Inc.",CWEN,2026-05-08,10-Q,0001628280-26-032385,"300 Carnegie Center, Suite 300",Princeton,NJ,08540,"300 CARNEGIE CENTER, SUITE 300",PRINCETON,NJ,08540,34021,Mercer County,data/raw/sec_edgar_hq/filing_documents/CIK0001567683/000162828026032385/cwen-20260331.htm,34021,Mercer County,1.0,"300 CARNEGIE CENTER, SUITE 300|PRINCETON|NJ|08540"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,290 HEALTHWEST DR STE 2,290 HEALTHWEST DR STE 2,1.0,sec_pit_0306,"Construction Partners, Inc.",ROAD,2018-06-04,10-Q,0001193125-18-183327,"290 Healthwest Drive, Suite 2",Dothan,AL,36303,290 HEALTHWEST DR. SUITE 2,DOTHAN,AL,36303,01069,Houston County,data/raw/sec_edgar_hq/filing_documents/CIK0001718227/000119312518183327/d570427d10q.htm,01069,Houston County,1.0,"290 HEALTHWEST DRIVE, SUITE 2|DOTHAN|AL|36303"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,290 HEALTHWEST DR STE 2,290 HEALTHWEST DR STE 2,1.0,sec_pit_0109,"Construction Partners, Inc.",ROAD,2018-12-14,10-K,0001718227-18-000014,"290 Healthwest Drive, Suite 2",Dothan,AL,36303,290 HEALTHWEST DR. SUITE 2,DOTHAN,AL,36303,01069,Houston County,data/raw/sec_edgar_hq/filing_documents/CIK0001718227/000171822718000014/road-09302018x10k.htm,01069,Houston County,1.0,"290 HEALTHWEST DRIVE, SUITE 2|DOTHAN|AL|36303"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,290 HEALTHWEST DR STE 2,290 HEALTHWEST DR STE 2,1.0,sec_pit_0110,"Construction Partners, Inc.",ROAD,2025-11-25,10-K,0001628280-25-053871,"290 Healthwest Drive, Suite 2",Dothan,AL,36303,290 HEALTHWEST DR. SUITE 2,DOTHAN,AL,36303,01069,Houston County,data/raw/sec_edgar_hq/filing_documents/CIK0001718227/000162828025053871/road-20250930.htm,01069,Houston County,1.0,"290 HEALTHWEST DRIVE, SUITE 2|DOTHAN|AL|36303"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,290 HEALTHWEST DR STE 2,290 HEALTHWEST DR STE 2,1.0,sec_pit_0307,"Construction Partners, Inc.",ROAD,2026-05-08,10-Q,0001628280-26-032643,"290 Healthwest Drive, Suite 2",Dothan,AL,36303,290 HEALTHWEST DR. SUITE 2,DOTHAN,AL,36303,01069,Houston County,data/raw/sec_edgar_hq/filing_documents/CIK0001718227/000162828026032643/road-20260331.htm,01069,Houston County,1.0,"290 HEALTHWEST DRIVE, SUITE 2|DOTHAN|AL|36303"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,600 TRAVIS ST STE 7200,600 TRAVIS ST STE 7200,1.0,sec_pit_0309,Crescent Energy Co,CRGY,2026-05-22,8-K,0001866175-26-000095,"600 Travis Street , Suite 7200",Houston,TX,77002,600 TRAVIS STREET SUITE 7200,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001866175/000186617526000095/crgy-20260518.htm,48201,Harris County,1.0,"600 TRAVIS STREET , SUITE 7200|HOUSTON|TX|77002"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,100 MISSION RIDGE,100 MISSION RIDGE,1.0,sec_pit_0121,DOLLAR GENERAL CORP,DG,2014-03-20,10-K,0001047469-14-002721,100 MISSION RIDGE,GOODLETTSVILLE,TN,37072,100 MISSION RIDGE,GOODLETTSVILLE,TN,37072,47037,Davidson County,data/raw/sec_edgar_hq/filing_documents/CIK0000029534/000104746914002721/a2218572z10-k.htm,47037,Davidson County,1.0,100 MISSION RIDGE|GOODLETTSVILLE|TN|37072
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,100 MISSION RIDGE,100 MISSION RIDGE,1.0,sec_pit_0122,DOLLAR GENERAL CORP,DG,2015-03-20,10-K,0001047469-15-002540,100 MISSION RIDGE,GOODLETTSVILLE,TN,37072,100 MISSION RIDGE,GOODLETTSVILLE,TN,37072,47037,Davidson County,data/raw/sec_edgar_hq/filing_documents/CIK0000029534/000104746915002540/a2223543z10-k.htm,47037,Davidson County,1.0,100 MISSION RIDGE|GOODLETTSVILLE|TN|37072
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,100 MISSION RIDGE,100 MISSION RIDGE,1.0,sec_pit_0123,DOLLAR GENERAL CORP,DG,2026-03-20,10-K,0001104659-26-032325,100 MISSION RIDGE,GOODLETTSVILLE,TN,37072,100 MISSION RIDGE,GOODLETTSVILLE,TN,37072,47037,Davidson County,data/raw/sec_edgar_hq/filing_documents/CIK0000029534/000110465926032325/dg-20260130x10k.htm,47037,Davidson County,1.0,100 MISSION RIDGE|GOODLETTSVILLE|TN|37072
