spotcheck_priority,spotcheck_reason,recommended_action,spotcheck_acceptance_status,spotcheck_acceptance_evidence,spotcheck_accepted,normalized_business_street,normalized_snapshot_street,snapshot_token_coverage,queue_row_id,entity_name,primary_ticker,filing_date,form_type,filing_accession,business_street,business_city,business_state,business_zip,current_snapshot_business_street,current_snapshot_business_city,current_snapshot_business_state,current_snapshot_business_zip,current_snapshot_fips,current_snapshot_county_name,filing_document_cache_path,fips,county_name,geocode_confidence,address_key
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,37591 DOMINION ENERGY GAS HOLDINGS LLC 46 3639580 VIRGINIA 120 TREDEGAR ST,600 E CANAL ST,0.25,sec_pit_0124,"DOMINION ENERGY, INC",D,2018-02-27,10-K,0001193125-18-059578,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET",RICHMOND,VA,23219,600 EAST CANAL STREET,RICHMOND,VA,23219,51760,Richmond city,data/raw/sec_edgar_hq/filing_documents/CIK0000715957/000119312518059578/d512216d10k.htm,51760,Richmond city,1.0,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET|RICHMOND|VA|23219"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,55337 VIRGINIA ELECTRIC AND POWER COMPANY 54 0418825 VIRGINIA 600 E CANAL ST,600 E CANAL ST,1.0,sec_pit_0125,"DOMINION ENERGY, INC",D,2026-02-23,10-K,0001193125-26-063120,55337 Virginia ELECTRIC AND POWER COMPANY 54-0418825 Virginia 600 EAST CANAL STREET,RICHMOND,VA,23219,600 EAST CANAL STREET,RICHMOND,VA,23219,51760,Richmond city,data/raw/sec_edgar_hq/filing_documents/CIK0000715957/000119312526063120/d-20251231.htm,51760,Richmond city,1.0,55337 VIRGINIA ELECTRIC AND POWER COMPANY 54-0418825 VIRGINIA 600 EAST CANAL STREET|RICHMOND|VA|23219
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,5 TH AVE 2ND FL STE 2821,244 5TH AVE 2ND FL STE 2821,0.6,sec_pit_0131,Data Storage Corp,DTST,2026-04-14,10-K,0001731122-26-000564,"5 th Avenue , Second Floor , Suite 2821",New York,NY,10001,"244 5TH AVENUE 2ND FL., SUITE 2821",NEW YORK,NY,10001,36061,New York County,data/raw/sec_edgar_hq/filing_documents/CIK0001419951/000173112226000564/e7502_10k.htm,36061,New York County,1.0,"5 TH AVENUE , SECOND FLOOR , SUITE 2821|NEW YORK|NY|10001"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,2 ND FL 2821,244 5TH AVE 2ND FL STE 2821,0.2,sec_pit_0326,Data Storage Corp,DTST,2026-05-15,10-Q,0001731122-26-000732,"2 nd Fl, 2821",New York,NY,10001,"244 5TH AVENUE 2ND FL., SUITE 2821",NEW YORK,NY,10001,36061,New York County,data/raw/sec_edgar_hq/filing_documents/CIK0001419951/000173112226000732/e7622_10-q.htm,36061,New York County,1.0,"2 ND FL, 2821|NEW YORK|NY|10001"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,0909 BRADLEY G GRAY DIVERSIFIED ENERGY COMPANY PLC 1600 CORPORATE DR,1600 CORPORATE DR,1.0,sec_pit_0136,Diversified Energy Co,DEC,2024-03-19,20-F,0001628280-24-011847,0909 Bradley G. Gray Diversified Energy Company PLC 1600 Corporate Drive,Birmingham,AL,35242,1600 CORPORATE DRIVE,BIRMINGHAM,AL,35242,01117,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0001922446/000162828024011847/dec-20231231.htm,01117,Shelby County,1.0,0909 BRADLEY G. GRAY DIVERSIFIED ENERGY COMPANY PLC 1600 CORPORATE DRIVE|BIRMINGHAM|AL|35242
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,41870 DIVERSIFIED ENERGY COMPANY DELAWARE 42 2283606 STATE OR OTHER JURISDICTION OF INCORPORATION OR ORGANIZATION 1600 CORPORATE DR,1600 CORPORATE DR,1.0,sec_pit_0137,Diversified Energy Co,DEC,2026-02-26,10-K,0001922446-26-000020,41870 Diversified Energy Company Delaware 42-2283606 State or other jurisdiction of incorporation or organization 1600 Corporate Drive,Birmingham,AL,35242,1600 CORPORATE DRIVE,BIRMINGHAM,AL,35242,01117,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0001922446/000192244626000020/dec-20251231.htm,01117,Shelby County,1.0,41870 DIVERSIFIED ENERGY COMPANY DELAWARE 42-2283606 STATE OR OTHER JURISDICTION OF INCORPORATION OR ORGANIZATION 1600 CORPORATE DRIVE|BIRMINGHAM|AL|35242
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,41870 DIVERSIFIED ENERGY COMPANY DELAWARE 42 2283606 STATE OR OTHER JURISDICTION OF INCORPORATION OR ORGANIZATION 1600 CORPORATE DR,1600 CORPORATE DR,1.0,sec_pit_0331,Diversified Energy Co,DEC,2026-05-06,10-Q,0001922446-26-000039,41870 Diversified Energy Company Delaware 42-2283606 State or other jurisdiction of incorporation or organization 1600 Corporate Drive,Birmingham,AL,35242,1600 CORPORATE DRIVE,BIRMINGHAM,AL,35242,01117,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0001922446/000192244626000039/dec-20260331.htm,01117,Shelby County,1.0,41870 DIVERSIFIED ENERGY COMPANY DELAWARE 42-2283606 STATE OR OTHER JURISDICTION OF INCORPORATION OR ORGANIZATION 1600 CORPORATE DRIVE|BIRMINGHAM|AL|35242
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_parser_noise_snapshot_tokens_present,snapshot street number and most street tokens are present after SEC header noise,True,40730 DRAGONFLY ENERGY HOLDINGS CORP NEVADA 85 1873463 12915 OLD VIRGINA RD,12915 OLD VIRGINIA RD,1.0,sec_pit_0139,Dragonfly Energy Holdings Corp.,DFLI,2026-03-30,10-K,0001493152-26-013635,40730 DRAGONFLY ENERGY HOLDINGS CORP. Nevada 85-1873463 12915 Old Virgina Rd,. Reno,NV,89521,12915 OLD VIRGINIA ROAD,"RENO,",NV,89521,32031,Washoe County,data/raw/sec_edgar_hq/filing_documents/CIK0001847986/000149315226013635/form10-k.htm,32031,Washoe County,1.0,40730 DRAGONFLY ENERGY HOLDINGS CORP. NEVADA 85-1873463 12915 OLD VIRGINA RD|. RENO|NV|89521
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,40730 DRAGONFLY ENERGY HOLDINGS CORP NEVADA 85 1873463 12915 OLD VIRGINIA RD,12915 OLD VIRGINIA RD,1.0,sec_pit_0334,Dragonfly Energy Holdings Corp.,DFLI,2026-05-14,10-Q,0001493152-26-023103,40730 DRAGONFLY ENERGY HOLDINGS CORP. Nevada 85-1873463 12915 Old Virginia Road,Reno,NV,89521,12915 OLD VIRGINIA ROAD,"RENO,",NV,89521,32031,Washoe County,data/raw/sec_edgar_hq/filing_documents/CIK0001847986/000149315226023103/form10-q.htm,32031,Washoe County,1.0,40730 DRAGONFLY ENERGY HOLDINGS CORP. NEVADA 85-1873463 12915 OLD VIRGINIA ROAD|RENO|NV|89521
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,550 S TRYON ST,525 S TRYON ST,0.75,sec_pit_0140,Duke Energy CORP,DUK,2019-02-28,10-K,0001326160-19-000057,550 South Tryon Street,Charlotte,NC,28202-1803,525 SOUTH TRYON STREET,CHARLOTTE,NC,28202-1803,37119,Mecklenburg County,data/raw/sec_edgar_hq/filing_documents/CIK0001326160/000132616019000057/duk-20181231x10k.htm,37119,Mecklenburg County,1.0,550 SOUTH TRYON STREET|CHARLOTTE|NC|28202-1803
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,2026 EXPAND ENERGY CORPORATION OKLAHOMA 001 13726 73 1395733 10000 ENERGY DR,10000 ENERGY DR,1.0,sec_pit_0344,EXPAND ENERGY Corp,EXE,2026-04-28,8-K,0000895126-26-000027,2026 EXPAND ENERGY CORPORATION Oklahoma 001-13726 73-1395733 10000 Energy Drive,Spring,TX,77389,10000 ENERGY DRIVE,SPRING,TX,77389,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0000895126/000089512626000027/exe-20260428.htm,48201,Harris County,1.0,2026 EXPAND ENERGY CORPORATION OKLAHOMA 001-13726 73-1395733 10000 ENERGY DRIVE|SPRING|TX|77389
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,34112 ENERGY RECOVERY INC DELAWARE 01 0616867 1717 DOOLITTLE DR,1717 DOOLITTLE DR,1.0,sec_pit_0151,"Energy Recovery, Inc.",ERII,2026-02-25,10-K,0001421517-26-000022,"34112 Energy Recovery, Inc. Delaware 01-0616867 1717 Doolittle Drive",San Leandro,CA,94577,1717 DOOLITTLE DRIVE,SAN LEANDRO,CA,94577,06001,Alameda County,data/raw/sec_edgar_hq/filing_documents/CIK0001421517/000142151726000022/erii-20251231.htm,06001,Alameda County,1.0,"34112 ENERGY RECOVERY, INC. DELAWARE 01-0616867 1717 DOOLITTLE DRIVE|SAN LEANDRO|CA|94577"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,39291 EOS ENERGY ENTERPRISES INC DELAWARE 84 4290188 3920 PARK AVE,3920 PARK AVE,1.0,sec_pit_0363,"Eos Energy Enterprises, Inc.",EOSE,2026-05-13,10-Q,0001628280-26-034368,"39291 EOS ENERGY ENTERPRISES, INC. Delaware 84-4290188 3920 Park Avenue",Edison,NJ,08820,3920 PARK AVENUE,EDISON,NJ,08820,34023,Middlesex County,data/raw/sec_edgar_hq/filing_documents/CIK0001805077/000162828026034368/eose-20260331.htm,34023,Middlesex County,1.0,"39291 EOS ENERGY ENTERPRISES, INC. DELAWARE 84-4290188 3920 PARK AVENUE|EDISON|NJ|08820"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,42276 EVERUS CONSTRUCTION GROUP INC DELAWARE 99 1952207 1730 BURNT BOAT DR,1730 BURNT BOAT DR,1.0,sec_pit_0366,"Everus Construction Group, Inc.",ECG,2024-11-21,10-Q,0002015845-24-000022,"42276 Everus Construction Group, Inc. Delaware 99-1952207 1730 Burnt Boat Drive",Bismarck,ND,58503,1730 BURNT BOAT DRIVE,BISMARCK,ND,58503,38015,Burleigh County,data/raw/sec_edgar_hq/filing_documents/CIK0002015845/000201584524000022/ecg-20240930.htm,38015,Burleigh County,1.0,"42276 EVERUS CONSTRUCTION GROUP, INC. DELAWARE 99-1952207 1730 BURNT BOAT DRIVE|BISMARCK|ND|58503"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,42276 EVERUS CONSTRUCTION GROUP INC DELAWARE 99 1952207 1730 BURNT BOAT DR,1730 BURNT BOAT DR,1.0,sec_pit_0165,"Everus Construction Group, Inc.",ECG,2025-02-28,10-K,0002015845-25-000012,"42276 Everus Construction Group, Inc. Delaware 99-1952207 1730 Burnt Boat Drive",Bismarck,ND,58503,1730 BURNT BOAT DRIVE,BISMARCK,ND,58503,38015,Burleigh County,data/raw/sec_edgar_hq/filing_documents/CIK0002015845/000201584525000012/q42024-20241231.htm,38015,Burleigh County,1.0,"42276 EVERUS CONSTRUCTION GROUP, INC. DELAWARE 99-1952207 1730 BURNT BOAT DRIVE|BISMARCK|ND|58503"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,42276 EVERUS CONSTRUCTION GROUP INC DELAWARE 99 1952207 1730 BURNT BOAT DR,1730 BURNT BOAT DR,1.0,sec_pit_0166,"Everus Construction Group, Inc.",ECG,2026-02-25,10-K,0002015845-26-000010,"42276 Everus Construction Group, Inc. Delaware 99-1952207 1730 Burnt Boat Drive",Bismarck,ND,58503,1730 BURNT BOAT DRIVE,BISMARCK,ND,58503,38015,Burleigh County,data/raw/sec_edgar_hq/filing_documents/CIK0002015845/000201584526000010/q42025-20251231.htm,38015,Burleigh County,1.0,"42276 EVERUS CONSTRUCTION GROUP, INC. DELAWARE 99-1952207 1730 BURNT BOAT DRIVE|BISMARCK|ND|58503"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,42276 EVERUS CONSTRUCTION GROUP INC DELAWARE 99 1952207 1730 BURNT BOAT DR,1730 BURNT BOAT DR,1.0,sec_pit_0367,"Everus Construction Group, Inc.",ECG,2026-05-06,10-Q,0002015845-26-000030,"42276 Everus Construction Group, Inc. Delaware 99-1952207 1730 Burnt Boat Drive",Bismarck,ND,58503,1730 BURNT BOAT DRIVE,BISMARCK,ND,58503,38015,Burleigh County,data/raw/sec_edgar_hq/filing_documents/CIK0002015845/000201584526000030/ecg-20260331.htm,38015,Burleigh County,1.0,"42276 EVERUS CONSTRUCTION GROUP, INC. DELAWARE 99-1952207 1730 BURNT BOAT DRIVE|BISMARCK|ND|58503"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,15829 FEDEX CORPORATION DELAWARE 62 1721435 942 S SHADY GROVE RD,942 S SHADY GROVE RD,1.0,sec_pit_0370,FEDEX CORP,FDX,2015-03-19,10-Q,0001193125-15-098477,15829 FEDEX CORPORATION Delaware 62-1721435 942 South Shady Grove Road,Memphis,TN,38120,942 SOUTH SHADY GROVE ROAD,MEMPHIS,TN,38120-,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0001048911/000119312515098477/d890836d10q.htm,47157,Shelby County,1.0,15829 FEDEX CORPORATION DELAWARE 62-1721435 942 SOUTH SHADY GROVE ROAD|MEMPHIS|TN|38120
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,16247 FLOWERS FOODS INC GEORGIA 58 2582379 1919 FLOWERS CIR,1919 FLOWERS CIR,1.0,sec_pit_0171,FLOWERS FOODS INC,FLO,2014-02-19,10-K,0001193125-14-058624,"16247 FLOWERS FOODS, INC. Georgia 58-2582379 1919 Flowers Circle",Thomasville,GA,31757,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,13275,Thomas County,data/raw/sec_edgar_hq/filing_documents/CIK0001128928/000119312514058624/d634175d10k.htm,13275,Thomas County,1.0,"16247 FLOWERS FOODS, INC. GEORGIA 58-2582379 1919 FLOWERS CIRCLE|THOMASVILLE|GA|31757"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,16247 FLOWERS FOODS INC GEORGIA 58 2582379 1919 FLOWERS CIR,1919 FLOWERS CIR,1.0,sec_pit_0172,FLOWERS FOODS INC,FLO,2026-02-25,10-K,0001193125-26-071441,"16247 FLOWERS FOODS, INC . Georgia 58-2582379 1919 Flowers Circle",Thomasville,GA,31757,1919 FLOWERS CIRCLE,THOMASVILLE,GA,31757,13275,Thomas County,data/raw/sec_edgar_hq/filing_documents/CIK0001128928/000119312526071441/flo-20260103.htm,13275,Thomas County,1.0,"16247 FLOWERS FOODS, INC . GEORGIA 58-2582379 1919 FLOWERS CIRCLE|THOMASVILLE|GA|31757"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,43059 DELAWARE 39 3560171 8285 TOURNAMENT DR,8525 TOURNAMENT DR,0.667,sec_pit_0379,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-13,8-K,0001104659-26-060223,43059 Delaware 39-3560171 8285 Tournament Drive,Memphis,TN,38125,8525 TOURNAMENT DRIVE,MEMPHIS,TN,38125,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0002082247/000110465926060223/tm2520565d14_8k.htm,47157,Shelby County,1.0,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,43059 DELAWARE 39 3560171 8285 TOURNAMENT DR,8525 TOURNAMENT DR,0.667,sec_pit_0380,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-18,8-K,0001104659-26-063207,43059 Delaware 39-3560171 8285 Tournament Drive,Memphis,TN,38125,8525 TOURNAMENT DRIVE,MEMPHIS,TN,38125,47157,Shelby County,data/raw/sec_edgar_hq/filing_documents/CIK0002082247/000110465926063207/tm2614907d1_8k.htm,47157,Shelby County,1.0,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,STE 1700,910 LOUISIANA ST STE 4440,0.0,sec_pit_0381,Fervo Energy Co,FRVO,2026-05-15,8-K,0001628280-26-035311,Suite 1700,Houston,TX,77002,910 LOUISIANA STREET SUITE 4440,HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001853868/000162828026035311/fervo-8xkmay2026.htm,48201,Harris County,1.0,SUITE 1700|HOUSTON|TX|77002
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1 CORPORATE CTR,1 CORPORATE CTR,1.0,sec_pit_0391,GABELLI UTILITY TRUST,GUT,2010-01-22,8-K,0000950123-10-004562,One Corporate Center,Rye,NY,10580-1422,1 CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001080720/000095012310004562/y81636ce8vk.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580-1422
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1 CORPORATE CTR,1 CORPORATE CTR,1.0,sec_pit_0392,GABELLI UTILITY TRUST,GUT,2010-03-31,8-K,0000950123-10-030855,One Corporate Center,Rye,NY,10580-1422,1 CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001080720/000095012310030855/y83655e8vk.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580-1422
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1 CORPORATE CTR,1 CORPORATE CTR,1.0,sec_pit_0393,GABELLI UTILITY TRUST,GUT,2010-09-21,8-K,0000950123-10-087785,One Corporate Center,Rye,NY,10580-1422,1 CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001080720/000095012310087785/y86692e8vk.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580-1422
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1 CORPORATE CTR,1 CORPORATE CTR,1.0,sec_pit_0394,GABELLI UTILITY TRUST,GUT,2026-05-07,8-K,0001829126-26-004787,One Corporate Center,Rye,NY,10580,1 CORPORATE CENTER,RYE,NY,10580,36119,Westchester County,data/raw/sec_edgar_hq/filing_documents/CIK0001080720/000182912626004787/gut_8k.htm,36119,Westchester County,1.0,ONE CORPORATE CENTER|RYE|NY|10580
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,919 MILAM STE 2100,811 LOUISIANA ST STE 1200,0.0,sec_pit_0397,GENESIS ENERGY LP,GEL,2012-05-04,10-Q,0001193125-12-211623,"919 Milam, Suite 2100",Houston,TX,77002,"811 LOUISIANA ST, SUITE 1200",HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001022321/000119312512211623/d327935d10q.htm,48201,Harris County,1.0,"919 MILAM, SUITE 2100|HOUSTON|TX|77002"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,919 MILAM STE 2100,811 LOUISIANA ST STE 1200,0.0,sec_pit_0188,GENESIS ENERGY LP,GEL,2013-02-26,10-K,0001022321-13-000017,"919 Milam, Suite 2100",Houston,TX,77002,"811 LOUISIANA ST, SUITE 1200",HOUSTON,TX,77002,48201,Harris County,data/raw/sec_edgar_hq/filing_documents/CIK0001022321/000102232113000017/gel1231201210-k.htm,48201,Harris County,1.0,"919 MILAM, SUITE 2100|HOUSTON|TX|77002"
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,200 POWELL PL,5401 VIRGINIA WAY,0.0,sec_pit_0405,TRACTOR SUPPLY CO /DE/,TSCO,2013-05-06,10-Q,0000916365-13-000016,200 Powell Place,Brentwood,TN,37027,5401 VIRGINIA WAY,BRENTWOOD,TN,37027,47187,Williamson County,data/raw/sec_edgar_hq/filing_documents/CIK0000916365/000091636513000016/a2013q1form10-q.htm,47187,Williamson County,1.0,200 POWELL PLACE|BRENTWOOD|TN|37027
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,operator_review_required_street_mismatch_same_city_zip,street text or number differs enough that same city/state/ZIP is not enough for source-promotion review,False,200 POWELL PL,5401 VIRGINIA WAY,0.0,sec_pit_0196,TRACTOR SUPPLY CO /DE/,TSCO,2014-02-19,10-K,0000916365-14-000056,200 Powell Place,Brentwood,TN,37027,5401 VIRGINIA WAY,BRENTWOOD,TN,37027,47187,Williamson County,data/raw/sec_edgar_hq/filing_documents/CIK0000916365/000091636514000056/a2013form10-k.htm,47187,Williamson County,1.0,200 POWELL PLACE|BRENTWOOD|TN|37027
high,same city/state/ZIP reuse but street number or street text differs,operator_spot_check_before_source_promotion,accepted_snapshot_street_embedded_in_parse,snapshot street appears inside the parsed filing street text,True,34756 TESLA INC TEXAS 91 2197729 1 TESLA RD,1 TESLA RD,1.0,sec_pit_0202,"Tesla, Inc.",TSLA,2026-04-30,10-K/A,0001104659-26-053166,"34756 Tesla, Inc. Texas 91-2197729 1 Tesla Road",Austin,TX,78725,1 TESLA ROAD,AUSTIN,TX,78725,48453,Travis County,data/raw/sec_edgar_hq/filing_documents/CIK0001318605/000110465926053166/tm2611837d1_10ka.htm,48453,Travis County,0.95,"34756 TESLA, INC. TEXAS 91-2197729 1 TESLA ROAD|AUSTIN|TX|78725"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1460 5TH AVE,1460 5TH AVE,1.0,sec_pit_0008,AIR INDUSTRIES GROUP,AIRI,2026-03-27,10-K,0001213900-26-035731,1460 Fifth Avenue,Bay Shore,NY,11706,1460 FIFTH AVENUE,BAY SHORE,NY,11706,36103,Suffolk County,data/raw/sec_edgar_hq/filing_documents/CIK0001009891/000121390026035731/ea0282298-10k_airindustries.htm,36103,Suffolk County,1.0,1460 FIFTH AVENUE|BAY SHORE|NY|11706
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1460 5TH AVE,1460 5TH AVE,1.0,sec_pit_0209,AIR INDUSTRIES GROUP,AIRI,2026-05-13,10-Q,0001213900-26-055772,1460 Fifth Avenue,Bay Shore,NY,11706,1460 FIFTH AVENUE,BAY SHORE,NY,11706,36103,Suffolk County,data/raw/sec_edgar_hq/filing_documents/CIK0001009891/000121390026055772/ea0289575-10q_airindus.htm,36103,Suffolk County,1.0,1460 FIFTH AVENUE|BAY SHORE|NY|11706
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,11020 DAVID TAYLOR DR STE 305,11020 DAVID TAYLOR DR STE 305,1.0,sec_pit_0010,AIR T INC,AIRT,2025-08-12,10-K/A,0000353184-25-000069,"11020 David Taylor Drive, Suite 305",Charlotte,NC,28262,11020 DAVID TAYLOR DRIVE SUITE 305,CHARLOTTE,NC,28262,37119,Mecklenburg County,data/raw/sec_edgar_hq/filing_documents/CIK0000353184/000035318425000069/airt-20250331.htm,37119,Mecklenburg County,1.0,"11020 DAVID TAYLOR DRIVE, SUITE 305|CHARLOTTE|NC|28262"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,11020 DAVID TAYLOR DR STE 305,11020 DAVID TAYLOR DR STE 305,1.0,sec_pit_0211,AIR T INC,AIRT,2026-02-13,10-Q,0000353184-26-000016,"11020 David Taylor Drive, Suite 305",Charlotte,NC,28262,11020 DAVID TAYLOR DRIVE SUITE 305,CHARLOTTE,NC,28262,37119,Mecklenburg County,data/raw/sec_edgar_hq/filing_documents/CIK0000353184/000035318426000016/airt-20251231.htm,37119,Mecklenburg County,1.0,"11020 DAVID TAYLOR DRIVE, SUITE 305|CHARLOTTE|NC|28262"
low,parsed street normalizes to current snapshot street,operator_spot_check_before_source_promotion,accepted_normalized_street_match,parsed and snapshot streets normalize to the same text,True,1940 AIR PRODUCTS BLVD,1940 AIR PRODUCTS BLVD,1.0,sec_pit_0029,"Air Products & Chemicals, Inc.",APD,2025-11-20,10-K,0000002969-25-000055,1940 Air Products Boulevard,Allentown,PA,18106-5500,1940 AIR PRODUCTS BLVD.,ALLENTOWN,PA,18106-5500,42077,Lehigh County,data/raw/sec_edgar_hq/filing_documents/CIK0000002969/000000296925000055/apd-20250930.htm,42077,Lehigh County,0.95,1940 AIR PRODUCTS BOULEVARD|ALLENTOWN|PA|18106-5500
