queue_row_id,address_key,entity_name,primary_ticker,filing_date,form_type,filing_accession,business_street,business_city,business_state,business_zip,current_snapshot_business_street,current_snapshot_fips,current_snapshot_county_name,candidate_fips,candidate_county_name,county_closeout_status,county_closeout_source,county_closeout_confidence,census_matched_address,best_attempt_label,strict_acceptance_status,strict_acceptance_issue,strict_acceptance_note,strict_accepted,production_model_rank_or_dashboard_change
sec_pit_0315,"5424 DELTA AIR LINES, INC. DELAWARE 58-0218548 1030 DELTA BOULEVARD|ATLANTA|GA|30354-1989","DELTA AIR LINES, INC.",DAL,2026-04-08,10-Q,0000027904-26-000022,"5424 DELTA AIR LINES, INC. Delaware 58-0218548 1030 Delta Boulevard",Atlanta,GA,30354-1989,HARTSFIELD-JACKSON ATLANTA INTL AIRPORT 1030 DELTA BOULEVARD,13121,Fulton County,13121,"Fulton County, Georgia",county_closeout_candidate_census_matches_current_fips,census_geographies_addressbatch:parser_repair,0.9,"1030 DELTA BLVD, ATLANTA, GA, 30354",parser_repair,accepted_strict_census_same_county,,Accepted report-only SEC auto-reuse county closeout: filing-street Census result matches reviewed current snapshot county FIPS. Street-level source maturity remains blocked.,True,False
sec_pit_0092,"700 MILAM STREET, SUITE 1900|HOUSTON|TX|77002","Cheniere Energy, Inc.",LNG,2016-02-19,10-K,0000003570-16-000284,"700 Milam Street, Suite 1900",Houston,TX,77002,845 TEXAS AVENUE SUITE 1250,48201,Harris County,48201,"Harris County, Texas",county_closeout_candidate_census_matches_current_fips,census_geographies_addressbatch:parsed_original,0.9,"700 MILAM ST, HOUSTON, TX, 77002",parsed_original,accepted_strict_census_same_county,,Accepted report-only SEC auto-reuse county closeout: filing-street Census result matches reviewed current snapshot county FIPS. Street-level source maturity remains blocked.,True,False
sec_pit_0397,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2012-05-04,10-Q,0001193125-12-211623,"919 Milam, Suite 2100",Houston,TX,77002,"811 LOUISIANA ST, SUITE 1200",48201,Harris County,48201,"Harris County, Texas",county_closeout_candidate_census_matches_current_fips,census_geographies_addressbatch:parsed_original,0.9,"919 MILAM ST, HOUSTON, TX, 77002",parsed_original,accepted_strict_census_same_county,,Accepted report-only SEC auto-reuse county closeout: filing-street Census result matches reviewed current snapshot county FIPS. Street-level source maturity remains blocked.,True,False
sec_pit_0188,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2013-02-26,10-K,0001022321-13-000017,"919 Milam, Suite 2100",Houston,TX,77002,"811 LOUISIANA ST, SUITE 1200",48201,Harris County,48201,"Harris County, Texas",county_closeout_candidate_census_matches_current_fips,census_geographies_addressbatch:parsed_original,0.9,"919 MILAM ST, HOUSTON, TX, 77002",parsed_original,accepted_strict_census_same_county,,Accepted report-only SEC auto-reuse county closeout: filing-street Census result matches reviewed current snapshot county FIPS. Street-level source maturity remains blocked.,True,False
sec_pit_0124,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET|RICHMOND|VA|23219","DOMINION ENERGY, INC",D,2018-02-27,10-K,0001193125-18-059578,"37591 DOMINION ENERGY GAS HOLDINGS, LLC 46-3639580 VIRGINIA 120 TREDEGAR STREET",RICHMOND,VA,23219,600 EAST CANAL STREET,51760,Richmond city,51760,"Richmond city, Virginia",county_closeout_candidate_census_matches_current_fips,census_geographies_addressbatch:parser_repair,0.9,"120 TREDEGAR ST, RICHMOND, VA, 23219",parser_repair,accepted_strict_census_same_county,,Accepted report-only SEC auto-reuse county closeout: filing-street Census result matches reviewed current snapshot county FIPS. Street-level source maturity remains blocked.,True,False
sec_pit_0231,36743 APPLE INC. CALIFORNIA 94-2404110 1 INFINITE LOOP|CUPERTINO|CA|95014,Apple Inc.,AAPL,2015-07-22,10-Q,0001193125-15-259935,36743 Apple Inc. California 94-2404110 1 Infinite Loop,Cupertino,CA,95014,ONE APPLE PARK WAY,06085,Santa Clara County,06085,Santa Clara County,county_closeout_candidate_local_same_zip_single_open_fips,local_same_city_state_zip_single_open_fips,0.66,,,held_local_same_zip_candidate,,Local same-ZIP single-county candidates are intentionally excluded from automatic acceptance.,False,False
sec_pit_0032,36743 APPLE INC. CALIFORNIA 94-2404110 1 INFINITE LOOP|CUPERTINO|CA|95014,Apple Inc.,AAPL,2015-10-28,10-K,0001193125-15-356351,36743 Apple Inc. California 94-2404110 1 Infinite Loop,Cupertino,CA,95014,ONE APPLE PARK WAY,06085,Santa Clara County,06085,Santa Clara County,county_closeout_candidate_local_same_zip_single_open_fips,local_same_city_state_zip_single_open_fips,0.66,,,held_local_same_zip_candidate,,Local same-ZIP single-county candidates are intentionally excluded from automatic acceptance.,False,False
sec_pit_0237,8 TH FLOOR|LOS ANGELES|CA|90025,BARFRESH FOOD GROUP INC.,BRFH,2026-05-14,10-Q,0001493152-26-023106,8 th Floor,Los Angeles,CA,90025,"12100 WILSHIRE BOULEVARD, 8TH FLOOR,",06037,Los Angeles County,06037,"Los Angeles County, California",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"12100 WILSHIRE BLVD, LOS ANGELES, CA, 90025",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
sec_pit_0036,"FOUR GATEHALL DRIVE, SUITE 110|PARSIPPANY|NJ|07054","B&G Foods, Inc.",BGS,2006-03-07,10-K,0001104659-06-014414,"Four Gatehall Drive, Suite 110",Parsippany,NJ,07054,8 SYLVAN WAY,34027,Morris County,34027,"Morris County, New Jersey",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"8 SYLVAN WAY, PARSIPPANY, NJ, 07054",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
sec_pit_0037,"FOUR GATEHALL DRIVE, SUITE 110|PARSIPPANY|NJ|07054","B&G Foods, Inc.",BGS,2007-03-08,10-K,0001104659-07-017413,"Four Gatehall Drive, Suite 110",Parsippany,NJ,07054,8 SYLVAN WAY,34027,Morris County,34027,"Morris County, New Jersey",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"8 SYLVAN WAY, PARSIPPANY, NJ, 07054",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
sec_pit_0300,804 CARNEGIE CENTER|PRINCETON|NJ|08540,"Clearway Energy, Inc.",CWEN,2016-11-04,10-Q,0001567683-16-000067,804 Carnegie Center,Princeton,NJ,08540,"300 CARNEGIE CENTER, SUITE 300",34021,Mercer County,34021,"Mercer County, New Jersey",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"300 CARNEGIE CENTER BLVD, PRINCETON, NJ, 08540",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
sec_pit_0103,804 CARNEGIE CENTER|PRINCETON|NJ|08540,"Clearway Energy, Inc.",CWEN,2017-02-28,10-K,0001567683-17-000010,804 Carnegie Center,Princeton,NJ,08540,"300 CARNEGIE CENTER, SUITE 300",34021,Mercer County,34021,"Mercer County, New Jersey",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"300 CARNEGIE CENTER BLVD, PRINCETON, NJ, 08540",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
sec_pit_0131,"5 TH AVENUE , SECOND FLOOR , SUITE 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-04-14,10-K,0001731122-26-000564,"5 th Avenue , Second Floor , Suite 2821",New York,NY,10001,"244 5TH AVENUE 2ND FL., SUITE 2821",36061,New York County,36061,"New York County, New York",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"244 5TH AVE, NEW YORK, NY, 10001",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
sec_pit_0326,"2 ND FL, 2821|NEW YORK|NY|10001",Data Storage Corp,DTST,2026-05-15,10-Q,0001731122-26-000732,"2 nd Fl, 2821",New York,NY,10001,"244 5TH AVENUE 2ND FL., SUITE 2821",36061,New York County,36061,"New York County, New York",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"244 5TH AVE, NEW YORK, NY, 10001",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
sec_pit_0381,SUITE 1700|HOUSTON|TX|77002,Fervo Energy Co,FRVO,2026-05-15,8-K,0001628280-26-035311,Suite 1700,Houston,TX,77002,910 LOUISIANA STREET SUITE 4440,48201,Harris County,48201,"Harris County, Texas",snapshot_only_support_current_fips_not_filing_street,census_geographies_addressbatch:snapshot_street_after_parser_repair,0.72,"910 LOUISIANA ST, HOUSTON, TX, 77002",snapshot_street_after_parser_repair,held_snapshot_only_support,,"Census supports the current snapshot street/county, not the filing street itself.",False,False
