packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_row_id,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,census_candidate_confidence,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,production_model_rank_or_dashboard_change
273,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,PA,501 N. LANSDOWNE AVE.,DREXEL HILL,19026,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,55276915.0,25603949.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1016,390081__2023,42045,"Delaware County, Pennsylvania",Match,Exact,"501 N LANSDOWNE AVE, DREXEL HILL, PA, 19026",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
274,370113,INTEGRIS GROVE  HOSPITAL,OK,1001 EAST 18TH STREET,GROVE,74344,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,41.0,1439.0,54710725.0,52653490.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1006,370113__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
275,103049,ENCOMPASS HEALTH REHABILITATION HOSP,FL,65 SILVER LANE,ST. AUGUSTINE,32084,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,869.0,17175678.0,17366608.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0964,103049__2023,12109,"St. Johns County, Florida",Match,Exact,"65 SILVER LN, ST AUGUSTINE, FL, 32084",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
276,713028,ENCOMPASS HEALTH REHABILITATION HOSP,LA,8650 MILLICENT WAY,SHREVEPORT,71115,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,1065.0,16699670.0,20379029.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0964,713028__2023,22017,"Caddo Parish, Louisiana",Match,Exact,"8650 MILLICENT WAY, SHREVEPORT, LA, 71115",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
277,190308,ST. BERNARD PARISH HOSPITAL,LA,8000 WEST JUDGE PEREZ DRIVE,CHALMETTE,70043,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,1239.0,41082028.0,38077670.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0964,190308__2023,22087,"St. Bernard Parish, Louisiana",Match,Exact,"8000 W JUDGE PEREZ DR, CHALMETTE, LA, 70043",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
278,673079,ENCOMPASS HEALTH REHABILITATION OF W,TX,3600 SOUTH LOOP 340,ROBINSON,76706,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,1020.0,17990256.0,21418709.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0964,673079__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
279,341329,BLUE RIDGE REGIONAL HOSPITAL,NC,125 HOSPITAL DRIVE,SPRUCE PINE,28777,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,1582.0,50045663.0,50991194.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.092,341329__2023,37121,"Mitchell County, North Carolina",Match,Exact,"125 HOSPITAL DR, SPRUCE PINE, NC, 28777",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
280,190114,HOMER MEMORIAL HOSPITAL,LA,620 EAST COLLEGE,HOMER,71040,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,37.0,886.0,28608784.0,28284284.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0892,190114__2024,22027,"Claiborne Parish, Louisiana",Match,Exact,"620 E COLLEGE, HOMER, LA, 71040",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
281,190088,SPRINGHILL MEDICAL CENTER,LA,2001 DOCTORS DRIVE,SPRINGHILL,71075,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,37.0,531.0,22325575.0,20630610.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0892,190088__2023,22119,"Webster Parish, Louisiana",Match,Exact,"2001 DOCTORS DR, SPRINGHILL, LA, 71075",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
282,141340,VALLEY WEST COMMUNITY HOSPITAL,IL,1302 N. MAIN STREET,SANDWICH,60548,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,19.0,466.0,39754747.0,61668053.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0889,141340__2024,17037,"DeKalb County, Illinois",Match,Exact,"1302 N MAIN ST, SANDWICH, IL, 60548",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
283,390117,UPMC BEDFORD,PA,10455 LINCOLN HIGHWAY,EVERETT,15537,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,36.0,1207.0,39724063.0,52775013.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0867,390117__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
284,261319,MERCY HOSPITAL LINCOLN,MO,1000 EAST CHERRY STREET,TROY,63379,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,937.0,46301880.0,53859716.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0851,261319__2024,29113,"Lincoln County, Missouri",Match,Non_Exact,"1000 W CHERRY ST, TROY, MO, 63379",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
285,141311,FAIRFIELD MEMORIAL HOSPITAL,IL,303 NW 11TH ST,FAIRFIELD,62837,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,551.0,46096490.0,45147367.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0848,141311__2024,17191,"Wayne County, Illinois",Match,Exact,"303 NW 11TH ST, FAIRFIELD, IL, 62837",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
286,110236,CHI MEMORIAL HOSPITAL - GEORGIA,GA,101 GROSS CRESCENT CIRCLE,FT OGLETHORPE,30742,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,35.0,616.0,24619847.0,22122620.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0843,110236__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
287,150022,FRANCISCAN HEALTH CRAWFORDSVILLE,IN,1710 LAFAYETTE ROAD,CRAWFORDSVILLE,47933,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,29.0,1040.0,45654780.0,55316692.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0839,150022__2023,18107,"Montgomery County, Indiana",Match,Non_Exact,"1710 LAFAYETTE AVE, CRAWFORDSVILLE, IN, 47933",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
288,054147,JOYCE EISENBERG KEEFER MEDICAL CENTE,CA,7050 TAMPA AVE,RESEDA,91335,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,10.0,97.0,13113455.0,56614735.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0816,054147__2024,06037,"Los Angeles County, California",Match,Exact,"7050 TAMPA AVE, RESEDA, CA, 91335",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
289,144028,JOHN J MADDEN MENTAL HEALTH CENTER,IL,1200 S FIRST AVE,HINES,60141,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,28.0,240.0,43129124.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0793,144028__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
290,180016,UOFL HEALTH-SHELBYVILLE,KY,727 HOSPITAL DRIVE,SHELBYVILLE,40065,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,32.0,1151.0,35903677.0,36599604.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0771,180016__2024,21211,"Shelby County, Kentucky",Match,Exact,"727 HOSPITAL DR, SHELBYVILLE, KY, 40065",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
291,360080,EAST OHIO HOSPITAL  LLC,OH,90 NORTH FOURTH STREET,MARTINS FERRY,43935,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,28.0,1557.0,35476724.0,37331352.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0755,360080__2023,39013,"Belmont County, Ohio",Match,Exact,"90 N 4TH ST, MARTINS FERRY, OH, 43935",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
